panel_id,iso3,country_name_en,year,source,fund_type,amount_usd,amount_known_count,price_basis
DJI::chapo::grant,DJI,Djibouti,2003,chapo,grant,276023.018313,1,constant_2021_usd
DJI::cla::loan,DJI,Djibouti,2003,cla,loan,28040000.0,2,nominal_usd
DJI::aiddata::loan,DJI,Djibouti,2006,aiddata,loan,34321479.338909,1,constant_2023_usd
DJI::cla::loan,DJI,Djibouti,2006,cla,loan,18290000.0,1,nominal_usd
DJI::aiddata::debt_relief,DJI,Djibouti,2007,aiddata,debt_relief,11866108.419719,1,constant_2023_usd
DJI::aiddata::grant,DJI,Djibouti,2007,aiddata,grant,598354.331739,3,constant_2023_usd
DJI::chapo::grant,DJI,Djibouti,2007,chapo,grant,526452.96791,2,constant_2021_usd
DJI::aiddata::grant,DJI,Djibouti,2008,aiddata,grant,10568018.454563,3,constant_2023_usd
DJI::aiddata::loan,DJI,Djibouti,2008,aiddata,loan,50643157.821582,1,constant_2023_usd
DJI::aiddata::grant,DJI,Djibouti,2009,aiddata,grant,13403044.458033,1,constant_2023_usd
DJI::chapo::grant,DJI,Djibouti,2009,chapo,grant,14511100.407211,1,constant_2021_usd
DJI::aiddata::grant,DJI,Djibouti,2011,aiddata,grant,10548257.500829,3,constant_2023_usd
DJI::cla::loan,DJI,Djibouti,2011,cla,loan,43570000.0,2,nominal_usd
DJI::codf::loan,DJI,Djibouti,2011,codf,loan,36000000.0,1,nominal_usd
DJI::aiddata::grant,DJI,Djibouti,2012,aiddata,grant,16716445.411164,5,constant_2023_usd
DJI::aiddata::loan,DJI,Djibouti,2012,aiddata,loan,73186487.640328,1,constant_2023_usd
DJI::cla::loan,DJI,Djibouti,2012,cla,loan,64000000.0,1,nominal_usd
DJI::codf::loan,DJI,Djibouti,2012,codf,loan,64000000.0,1,nominal_usd
DJI::aiddata::grant,DJI,Djibouti,2013,aiddata,grant,1693417.501202,2,constant_2023_usd
DJI::aiddata::loan,DJI,Djibouti,2013,aiddata,loan,508499843.183073,1,constant_2023_usd
DJI::cla::loan,DJI,Djibouti,2013,cla,loan,813850000.0,2,nominal_usd
DJI::codf::loan,DJI,Djibouti,2013,codf,loan,813800000.0,2,nominal_usd
DJI::aiddata::grant,DJI,Djibouti,2014,aiddata,grant,20511063.618208,1,constant_2023_usd
DJI::aiddata::loan,DJI,Djibouti,2014,aiddata,loan,330279401.912193,1,constant_2023_usd
DJI::chapo::grant,DJI,Djibouti,2014,chapo,grant,22141904.62817,1,constant_2021_usd
DJI::aiddata::grant,DJI,Djibouti,2015,aiddata,grant,487228.186798,1,constant_2023_usd
DJI::aiddata::loan,DJI,Djibouti,2015,aiddata,loan,25548309.895398,1,constant_2023_usd
DJI::aiddata::grant,DJI,Djibouti,2016,aiddata,grant,16275.747309,1,constant_2023_usd
DJI::aiddata::loan,DJI,Djibouti,2016,aiddata,loan,430260024.741488,2,constant_2023_usd
DJI::cgef::loan,DJI,Djibouti,2016,cgef,loan,20400000.0,1,nominal_usd
DJI::cla::loan,DJI,Djibouti,2016,cla,loan,414870000.0,3,nominal_usd
DJI::codf::loan,DJI,Djibouti,2016,codf,loan,344470000.0,1,nominal_usd
DJI::aiddata::grant,DJI,Djibouti,2017,aiddata,grant,102381962.389923,3,constant_2023_usd
DJI::aiddata::loan,DJI,Djibouti,2017,aiddata,loan,207437703.482167,2,constant_2023_usd
DJI::cla::loan,DJI,Djibouti,2017,cla,loan,194910000.0,2,nominal_usd
DJI::codf::loan,DJI,Djibouti,2017,codf,loan,44920000.0,1,nominal_usd
DJI::aiddata::grant,DJI,Djibouti,2018,aiddata,grant,7396277.761913,2,constant_2023_usd
DJI::aiddata::loan,DJI,Djibouti,2019,aiddata,loan,249116997.817788,1,constant_2023_usd
DJI::aiddata::grant,DJI,Djibouti,2020,aiddata,grant,361106.837479,1,constant_2023_usd
DJI::chapo::grant,DJI,Djibouti,2020,chapo,grant,390892.950836,1,constant_2021_usd
DJI::aiddata::grant,DJI,Djibouti,2021,aiddata,grant,40020947.053526,3,constant_2023_usd
DJI::chapo::grant,DJI,Djibouti,2021,chapo,grant,23400000.0,2,constant_2021_usd
DJI::aiddata::grant,DJI,Djibouti,2022,aiddata,grant,18709398.801366,1,constant_2023_usd
DJI::aiddata::grant,DJI,Djibouti,2023,aiddata,grant,557135.407418,3,constant_2023_usd
DZA::aiddata::grant,DZA,Algeria,2003,aiddata,grant,1359193.045706,1,constant_2023_usd
DZA::aiddata::loan,DZA,Algeria,2003,aiddata,loan,45000698.411717,1,constant_2023_usd
DZA::cla::loan,DZA,Algeria,2003,cla,loan,40000000.0,1,nominal_usd
DZA::aiddata::grant,DZA,Algeria,2004,aiddata,grant,2541688.144252,1,constant_2023_usd
DZA::aiddata::loan,DZA,Algeria,2005,aiddata,loan,60129915.570988,1,constant_2023_usd
DZA::aiddata::grant,DZA,Algeria,2007,aiddata,grant,852627.09116,2,constant_2023_usd
DZA::aiddata::grant,DZA,Algeria,2009,aiddata,grant,1927250.483428,1,constant_2023_usd
DZA::aiddata::grant,DZA,Algeria,2010,aiddata,grant,60800533.642724,1,constant_2023_usd
DZA::aiddata::grant,DZA,Algeria,2016,aiddata,grant,19045168.793956,2,constant_2023_usd
DZA::aiddata::grant,DZA,Algeria,2017,aiddata,grant,31494926.124369,1,constant_2023_usd
DZA::aiddata::grant,DZA,Algeria,2018,aiddata,grant,146727.278968,2,constant_2023_usd
DZA::aiddata::grant,DZA,Algeria,2020,aiddata,grant,7012075.743541,3,constant_2023_usd
DZA::chapo::grant,DZA,Algeria,2020,chapo,grant,7590471.003025,3,constant_2021_usd
DZA::aiddata::grant,DZA,Algeria,2021,aiddata,grant,56435068.195295,2,constant_2023_usd
DZA::chapo::grant,DZA,Algeria,2021,chapo,grant,61200000.0,2,constant_2021_usd
DZA::aiddata::grant,DZA,Algeria,2022,aiddata,grant,53193.674274,1,constant_2023_usd
DZA::aiddata::grant,DZA,Algeria,2023,aiddata,grant,22098.340562,2,constant_2023_usd
EGY::aiddata::grant,EGY,Egypt,2002,aiddata,grant,17601793.143093,2,constant_2023_usd
EGY::cla::loan,EGY,Egypt,2002,cla,loan,12080000.0,1,nominal_usd
EGY::aiddata::grant,EGY,Egypt,2003,aiddata,grant,2718386.091411,1,constant_2023_usd
EGY::aiddata::grant,EGY,Egypt,2004,aiddata,grant,27958569.586775,2,constant_2023_usd
EGY::aiddata::loan,EGY,Egypt,2005,aiddata,loan,31805480.547215,1,constant_2023_usd
EGY::cla::loan,EGY,Egypt,2005,cla,loan,16300000.0,1,nominal_usd
EGY::aiddata::grant,EGY,Egypt,2006,aiddata,grant,8238204.965671,1,constant_2023_usd
EGY::cla::loan,EGY,Egypt,2006,cla,loan,59740000.0,1,nominal_usd
EGY::aiddata::grant,EGY,Egypt,2007,aiddata,grant,696195.539845,1,constant_2023_usd
EGY::aiddata::loan,EGY,Egypt,2007,aiddata,loan,545790785.884015,1,constant_2023_usd
EGY::aiddata::grant,EGY,Egypt,2008,aiddata,grant,14248.800326,1,constant_2023_usd
EGY::aiddata::grant,EGY,Egypt,2009,aiddata,grant,6272684.777594,3,constant_2023_usd
EGY::aiddata::loan,EGY,Egypt,2009,aiddata,loan,147197006.706861,2,constant_2023_usd
EGY::chapo::grant,EGY,Egypt,2009,chapo,grant,81152.425531,1,constant_2021_usd
EGY::aiddata::grant,EGY,Egypt,2010,aiddata,grant,128613.84731,1,constant_2023_usd
EGY::aiddata::loan,EGY,Egypt,2010,aiddata,loan,1286138.473102,1,constant_2023_usd
EGY::aiddata::grant,EGY,Egypt,2011,aiddata,grant,15384139.500615,2,constant_2023_usd
EGY::aiddata::grant,EGY,Egypt,2012,aiddata,grant,5497576.536363,1,constant_2023_usd
EGY::aiddata::loan,EGY,Egypt,2012,aiddata,loan,446532947.775966,3,constant_2023_usd
EGY::cla::loan,EGY,Egypt,2012,cla,loan,200000000.0,1,nominal_usd
EGY::codf::loan,EGY,Egypt,2012,codf,loan,200000000.0,1,nominal_usd
EGY::aiddata::grant,EGY,Egypt,2014,aiddata,grant,108580.90573,1,constant_2023_usd
EGY::aiddata::grant,EGY,Egypt,2015,aiddata,grant,4993502.029894,1,constant_2023_usd
EGY::aiddata::loan,EGY,Egypt,2015,aiddata,loan,104619838.140144,1,constant_2023_usd
EGY::cla::loan,EGY,Egypt,2015,cla,loan,100000000.0,1,nominal_usd
EGY::codf::loan,EGY,Egypt,2015,codf,loan,100000000.0,1,nominal_usd
EGY::aiddata::grant,EGY,Egypt,2016,aiddata,grant,49324081.897644,4,constant_2023_usd
EGY::aiddata::loan,EGY,Egypt,2016,aiddata,loan,1963298831.017467,3,constant_2023_usd
EGY::cla::loan,EGY,Egypt,2016,cla,loan,1700000000.0,3,nominal_usd
EGY::codf::loan,EGY,Egypt,2016,codf,loan,1700000000.0,3,nominal_usd
EGY::aiddata::grant,EGY,Egypt,2017,aiddata,grant,30262804.402182,3,constant_2023_usd
EGY::aiddata::loan,EGY,Egypt,2017,aiddata,loan,4432323443.284571,14,constant_2023_usd
EGY::cgef::loan,EGY,Egypt,2017,cgef,loan,690000000.0,1,nominal_usd
EGY::chapo::grant,EGY,Egypt,2017,chapo,grant,115233.815702,1,constant_2021_usd
EGY::cla::loan,EGY,Egypt,2017,cla,loan,1190000000.0,2,nominal_usd
EGY::codf::loan,EGY,Egypt,2017,codf,loan,500000000.0,1,nominal_usd
EGY::cofi::equity,EGY,Egypt,2017,cofi,equity,19760000.0,2,nominal_usd
EGY::cofi::loan,EGY,Egypt,2017,cofi,loan,133000000.0,3,nominal_usd
EGY::aiddata::grant,EGY,Egypt,2018,aiddata,grant,45678808.915599,2,constant_2023_usd
EGY::aiddata::loan,EGY,Egypt,2018,aiddata,loan,3095246669.183789,9,constant_2023_usd
EGY::cla::loan,EGY,Egypt,2018,cla,loan,2606250000.0,5,nominal_usd
EGY::codf::loan,EGY,Egypt,2018,codf,loan,2352870000.0,3,nominal_usd
EGY::aiddata::grant,EGY,Egypt,2019,aiddata,grant,84406502.749972,2,constant_2023_usd
EGY::aiddata::loan,EGY,Egypt,2019,aiddata,loan,2238406866.404887,10,constant_2023_usd
EGY::cla::loan,EGY,Egypt,2019,cla,loan,461000000.0,1,nominal_usd
EGY::codf::loan,EGY,Egypt,2019,codf,loan,461000000.0,1,nominal_usd
EGY::aiddata::grant,EGY,Egypt,2020,aiddata,grant,5503606.254512,10,constant_2023_usd
EGY::aiddata::loan,EGY,Egypt,2020,aiddata,loan,928560439.210091,8,constant_2023_usd
EGY::chapo::grant,EGY,Egypt,2020,chapo,grant,5947522.97342,9,constant_2021_usd
EGY::aiddata::grant,EGY,Egypt,2021,aiddata,grant,73586902.646805,4,constant_2023_usd
EGY::aiddata::loan,EGY,Egypt,2021,aiddata,loan,825735920.563906,4,constant_2023_usd
EGY::chapo::grant,EGY,Egypt,2021,chapo,grant,79800000.0,4,constant_2021_usd
EGY::aiddata::grant,EGY,Egypt,2022,aiddata,grant,170088888.666445,2,constant_2023_usd
EGY::aiddata::loan,EGY,Egypt,2022,aiddata,loan,318437747.275771,4,constant_2023_usd
EGY::aiddata::grant,EGY,Egypt,2023,aiddata,grant,2700000.0,1,constant_2023_usd
EGY::aiddata::loan,EGY,Egypt,2023,aiddata,loan,1304638565.604078,4,constant_2023_usd
EGY::cla::loan,EGY,Egypt,2023,cla,loan,1288400000.0,2,nominal_usd
EGY::codf::loan,EGY,Egypt,2023,codf,loan,1288140000.0,2,nominal_usd
EGY::cla::loan,EGY,Egypt,2024,cla,loan,76500000.0,1,nominal_usd
EGY::codf::loan,EGY,Egypt,2024,codf,loan,76500000.0,1,nominal_usd
ERI::aiddata::loan,ERI,Eritrea,2000,aiddata,loan,22907065.099911,1,constant_2023_usd
ERI::chapo::loan,ERI,Eritrea,2000,chapo,loan,24801200.057924,1,constant_2021_usd
ERI::cla::loan,ERI,Eritrea,2000,cla,loan,10000000.0,1,nominal_usd
ERI::aiddata::debt_relief,ERI,Eritrea,2001,aiddata,debt_relief,6967565.226204,1,constant_2023_usd
ERI::aiddata::grant,ERI,Eritrea,2002,aiddata,grant,5540604.705645,1,constant_2023_usd
ERI::aiddata::debt_relief,ERI,Eritrea,2003,aiddata,debt_relief,6750104.761758,1,constant_2023_usd
ERI::aiddata::grant,ERI,Eritrea,2003,aiddata,grant,4500069.841172,1,constant_2023_usd
ERI::cancel::debt_relief,ERI,Eritrea,2003,cancel,debt_relief,3000000.0,1,nominal_usd
ERI::aiddata::grant,ERI,Eritrea,2005,aiddata,grant,14677169.695859,1,constant_2023_usd
ERI::aiddata::loan,ERI,Eritrea,2006,aiddata,loan,39072629.265756,1,constant_2023_usd
ERI::cla::loan,ERI,Eritrea,2006,cla,loan,65070000.0,2,nominal_usd
ERI::aiddata::debt_relief,ERI,Eritrea,2007,aiddata,debt_relief,10922412.021096,1,constant_2023_usd
ERI::aiddata::grant,ERI,Eritrea,2007,aiddata,grant,16628752.236788,2,constant_2023_usd
ERI::aiddata::loan,ERI,Eritrea,2007,aiddata,loan,209928167.487638,2,constant_2023_usd
ERI::chapo::grant,ERI,Eritrea,2007,chapo,grant,14193.110062,1,constant_2021_usd
ERI::aiddata::grant,ERI,Eritrea,2009,aiddata,grant,6936588.848712,1,constant_2023_usd
ERI::aiddata::loan,ERI,Eritrea,2009,aiddata,loan,12387829.279435,1,constant_2023_usd
ERI::chapo::grant,ERI,Eritrea,2009,chapo,grant,7510050.241374,1,constant_2021_usd
ERI::aiddata::loan,ERI,Eritrea,2010,aiddata,loan,84885139.224737,2,constant_2023_usd
ERI::cla::loan,ERI,Eritrea,2010,cla,loan,6000000.0,1,nominal_usd
ERI::aiddata::loan,ERI,Eritrea,2011,aiddata,loan,139789149.18058,2,constant_2023_usd
ERI::cla::loan,ERI,Eritrea,2011,cla,loan,100000000.0,1,nominal_usd
ERI::codf::loan,ERI,Eritrea,2011,codf,loan,100000000.0,1,nominal_usd
ERI::aiddata::grant,ERI,Eritrea,2012,aiddata,grant,4118507.770749,1,constant_2023_usd
ERI::aiddata::loan,ERI,Eritrea,2012,aiddata,loan,174931687.589088,2,constant_2023_usd
ERI::cla::loan,ERI,Eritrea,2012,cla,loan,161400000.0,2,nominal_usd
ERI::codf::loan,ERI,Eritrea,2012,codf,loan,161380000.0,2,nominal_usd
ERI::aiddata::loan,ERI,Eritrea,2013,aiddata,loan,110634928.151862,1,constant_2023_usd
ERI::aiddata::grant,ERI,Eritrea,2014,aiddata,grant,29960130.054628,1,constant_2023_usd
ERI::aiddata::loan,ERI,Eritrea,2014,aiddata,loan,101119543.637765,1,constant_2023_usd
ERI::cgef::loan,ERI,Eritrea,2014,cgef,loan,98000000.0,1,nominal_usd
ERI::cla::loan,ERI,Eritrea,2014,cla,loan,98000000.0,1,nominal_usd
ERI::codf::loan,ERI,Eritrea,2014,codf,loan,98000000.0,1,nominal_usd
ERI::cofi::loan,ERI,Eritrea,2014,cofi,loan,100000000.0,1,nominal_usd
ERI::aiddata::grant,ERI,Eritrea,2015,aiddata,grant,998700.405979,1,constant_2023_usd
ERI::aiddata::loan,ERI,Eritrea,2015,aiddata,loan,100958143.805239,1,constant_2023_usd
ERI::chapo::grant,ERI,Eritrea,2015,chapo,grant,1071323.648443,1,constant_2021_usd
ERI::cla::loan,ERI,Eritrea,2015,cla,loan,96460000.0,1,nominal_usd
ERI::codf::loan,ERI,Eritrea,2015,codf,loan,96460000.0,1,nominal_usd
ERI::aiddata::debt_relief,ERI,Eritrea,2016,aiddata,debt_relief,7635051.009512,1,constant_2023_usd
ERI::aiddata::loan,ERI,Eritrea,2016,aiddata,loan,41035009.898207,1,constant_2023_usd
ERI::cancel::debt_relief,ERI,Eritrea,2016,cancel,debt_relief,7000000.0,1,nominal_usd
ERI::aiddata::grant,ERI,Eritrea,2017,aiddata,grant,629898.522487,1,constant_2023_usd
ERI::aiddata::loan,ERI,Eritrea,2018,aiddata,loan,88151555.366473,1,constant_2023_usd
ERI::cla::loan,ERI,Eritrea,2018,cla,loan,87000000.0,1,nominal_usd
ERI::codf::loan,ERI,Eritrea,2018,codf,loan,87000000.0,1,nominal_usd
ERI::aiddata::loan,ERI,Eritrea,2023,aiddata,loan,291000000.0,2,constant_2023_usd
ERI::cla::loan,ERI,Eritrea,2023,cla,loan,85800000.0,1,nominal_usd
ETH::aiddata::grant,ETH,Ethiopia,2000,aiddata,grant,531357.555379,2,constant_2023_usd
ETH::aiddata::debt_relief,ETH,Ethiopia,2001,aiddata,debt_relief,284648264.707834,1,constant_2023_usd
ETH::aiddata::grant,ETH,Ethiopia,2001,aiddata,grant,232252.174207,1,constant_2023_usd
ETH::aiddata::loan,ETH,Ethiopia,2001,aiddata,loan,35766834.827845,2,constant_2023_usd
ETH::cancel::debt_relief,ETH,Ethiopia,2001,cancel,debt_relief,122560000.0,1,nominal_usd
ETH::cla::loan,ETH,Ethiopia,2001,cla,loan,13000000.0,2,nominal_usd
ETH::aiddata::grant,ETH,Ethiopia,2002,aiddata,grant,4691311.236386,2,constant_2023_usd
ETH::cofi::loan,ETH,Ethiopia,2002,cofi,loan,50000000.0,1,nominal_usd
ETH::aiddata::grant,ETH,Ethiopia,2003,aiddata,grant,41340736.727094,2,constant_2023_usd
ETH::aiddata::loan,ETH,Ethiopia,2003,aiddata,loan,13591930.457056,1,constant_2023_usd
ETH::aiddata::loan,ETH,Ethiopia,2004,aiddata,loan,15250128.865513,1,constant_2023_usd
ETH::aiddata::grant,ETH,Ethiopia,2005,aiddata,grant,833600.619629,3,constant_2023_usd
ETH::aiddata::grant,ETH,Ethiopia,2006,aiddata,grant,21916722.651975,5,constant_2023_usd
ETH::aiddata::loan,ETH,Ethiopia,2006,aiddata,loan,2917152651.23793,4,constant_2023_usd
ETH::cla::loan,ETH,Ethiopia,2006,cla,loan,1933440000.0,4,nominal_usd
ETH::aiddata::debt_relief,ETH,Ethiopia,2007,aiddata,debt_relief,30738943.883373,1,constant_2023_usd
ETH::aiddata::grant,ETH,Ethiopia,2007,aiddata,grant,95623038.945302,3,constant_2023_usd
ETH::cancel::debt_relief,ETH,Ethiopia,2007,cancel,debt_relief,18500000.0,1,nominal_usd
ETH::cgef::loan,ETH,Ethiopia,2007,cgef,loan,120640000.0,2,nominal_usd
ETH::cla::loan,ETH,Ethiopia,2007,cla,loan,211670000.0,3,nominal_usd
ETH::cofi::loan,ETH,Ethiopia,2007,cofi,loan,116000000.0,1,nominal_usd
ETH::aiddata::grant,ETH,Ethiopia,2008,aiddata,grant,32189828.149279,8,constant_2023_usd
ETH::aiddata::loan,ETH,Ethiopia,2008,aiddata,loan,709647640.588716,16,constant_2023_usd
ETH::cgef::loan,ETH,Ethiopia,2008,cgef,loan,191500000.0,4,nominal_usd
ETH::chapo::grant,ETH,Ethiopia,2008,chapo,grant,18881145.921864,3,constant_2021_usd
ETH::cla::loan,ETH,Ethiopia,2008,cla,loan,191570000.0,4,nominal_usd
ETH::codf::loan,ETH,Ethiopia,2008,codf,loan,191500000.0,4,nominal_usd
ETH::aiddata::grant,ETH,Ethiopia,2009,aiddata,grant,1109854.215794,1,constant_2023_usd
ETH::aiddata::loan,ETH,Ethiopia,2009,aiddata,loan,484173901.640066,1,constant_2023_usd
ETH::cgef::loan,ETH,Ethiopia,2009,cgef,loan,270000000.0,1,nominal_usd
ETH::cla::loan,ETH,Ethiopia,2009,cla,loan,619000000.0,2,nominal_usd
ETH::codf::loan,ETH,Ethiopia,2009,codf,loan,619000000.0,2,nominal_usd
ETH::cofi::loan,ETH,Ethiopia,2009,cofi,loan,1050800000.0,5,nominal_usd
ETH::aiddata::grant,ETH,Ethiopia,2010,aiddata,grant,13848030.115008,3,constant_2023_usd
ETH::aiddata::loan,ETH,Ethiopia,2010,aiddata,loan,1789007977.930831,10,constant_2023_usd
ETH::cgef::loan,ETH,Ethiopia,2010,cgef,loan,99450000.0,1,nominal_usd
ETH::cla::loan,ETH,Ethiopia,2010,cla,loan,579380000.0,5,nominal_usd
ETH::codf::loan,ETH,Ethiopia,2010,codf,loan,124860000.0,2,nominal_usd
ETH::cofi::loan,ETH,Ethiopia,2010,cofi,loan,524000000.0,2,nominal_usd
ETH::aiddata::grant,ETH,Ethiopia,2011,aiddata,grant,38808346.012346,10,constant_2023_usd
ETH::aiddata::loan,ETH,Ethiopia,2011,aiddata,loan,1077089872.591477,8,constant_2023_usd
ETH::cgef::loan,ETH,Ethiopia,2011,cgef,loan,188300000.0,1,nominal_usd
ETH::cla::loan,ETH,Ethiopia,2011,cla,loan,995640000.0,6,nominal_usd
ETH::codf::loan,ETH,Ethiopia,2011,codf,loan,991000000.0,5,nominal_usd
ETH::cofi::loan,ETH,Ethiopia,2011,cofi,loan,277000000.0,1,nominal_usd
ETH::aiddata::grant,ETH,Ethiopia,2012,aiddata,grant,45888011.335649,8,constant_2023_usd
ETH::aiddata::loan,ETH,Ethiopia,2012,aiddata,loan,38991562.781436,1,constant_2023_usd
ETH::cla::loan,ETH,Ethiopia,2012,cla,loan,276350000.0,5,nominal_usd
ETH::codf::loan,ETH,Ethiopia,2012,codf,loan,248000000.0,3,nominal_usd
ETH::aiddata::grant,ETH,Ethiopia,2013,aiddata,grant,4265326.448437,1,constant_2023_usd
ETH::aiddata::loan,ETH,Ethiopia,2013,aiddata,loan,6622523894.017205,16,constant_2023_usd
ETH::cgef::loan,ETH,Ethiopia,2013,cgef,loan,293300000.0,1,nominal_usd
ETH::cla::loan,ETH,Ethiopia,2013,cla,loan,5791760000.0,12,nominal_usd
ETH::codf::loan,ETH,Ethiopia,2013,codf,loan,3930170000.0,9,nominal_usd
ETH::cofi::loan,ETH,Ethiopia,2013,cofi,loan,293250000.0,1,nominal_usd
ETH::aiddata::grant,ETH,Ethiopia,2014,aiddata,grant,3716196.913409,3,constant_2023_usd
ETH::aiddata::loan,ETH,Ethiopia,2014,aiddata,loan,1300396124.620674,8,constant_2023_usd
ETH::cla::loan,ETH,Ethiopia,2014,cla,loan,1148250000.0,7,nominal_usd
ETH::codf::loan,ETH,Ethiopia,2014,codf,loan,687000000.0,2,nominal_usd
ETH::cofi::loan,ETH,Ethiopia,2014,cofi,loan,446400000.0,2,nominal_usd
ETH::aiddata::grant,ETH,Ethiopia,2015,aiddata,grant,50081618.141006,3,constant_2023_usd
ETH::aiddata::loan,ETH,Ethiopia,2015,aiddata,loan,684722019.595102,3,constant_2023_usd
ETH::cgef::loan,ETH,Ethiopia,2015,cgef,loan,31000000.0,1,nominal_usd
ETH::cla::loan,ETH,Ethiopia,2015,cla,loan,31000000.0,1,nominal_usd
ETH::codf::loan,ETH,Ethiopia,2015,codf,loan,31000000.0,1,nominal_usd
ETH::aiddata::grant,ETH,Ethiopia,2016,aiddata,grant,24118580.778264,6,constant_2023_usd
ETH::aiddata::loan,ETH,Ethiopia,2016,aiddata,loan,933462480.65543,6,constant_2023_usd
ETH::cgef::loan,ETH,Ethiopia,2016,cgef,loan,560870000.0,3,nominal_usd
ETH::cla::loan,ETH,Ethiopia,2016,cla,loan,780910000.0,5,nominal_usd
ETH::codf::loan,ETH,Ethiopia,2016,codf,loan,780910000.0,5,nominal_usd
ETH::aiddata::grant,ETH,Ethiopia,2017,aiddata,grant,22154392.406918,3,constant_2023_usd
ETH::aiddata::loan,ETH,Ethiopia,2017,aiddata,loan,937078654.084336,7,constant_2023_usd
ETH::cgef::loan,ETH,Ethiopia,2017,cgef,loan,301990000.0,2,nominal_usd
ETH::chapo::grant,ETH,Ethiopia,2017,chapo,grant,24008.949998,1,constant_2021_usd
ETH::cla::loan,ETH,Ethiopia,2017,cla,loan,639560000.0,5,nominal_usd
ETH::codf::loan,ETH,Ethiopia,2017,codf,loan,621280000.0,4,nominal_usd
ETH::cofi::loan,ETH,Ethiopia,2017,cofi,loan,218705000.0,1,nominal_usd
ETH::aiddata::grant,ETH,Ethiopia,2018,aiddata,grant,138531001.095146,5,constant_2023_usd
ETH::aiddata::loan,ETH,Ethiopia,2018,aiddata,loan,244961152.953245,2,constant_2023_usd
ETH::cla::loan,ETH,Ethiopia,2018,cla,loan,243270000.0,2,nominal_usd
ETH::codf::loan,ETH,Ethiopia,2018,codf,loan,161630000.0,1,nominal_usd
ETH::restruct::loan,ETH,Ethiopia,2018,restruct,loan,2490000000.0,1,nominal_usd
ETH::aiddata::grant,ETH,Ethiopia,2019,aiddata,grant,82286274.833312,5,constant_2023_usd
ETH::chapo::grant,ETH,Ethiopia,2019,chapo,grant,83041.084698,1,constant_2021_usd
ETH::cla::loan,ETH,Ethiopia,2019,cla,loan,500000000.0,1,nominal_usd
ETH::aiddata::grant,ETH,Ethiopia,2020,aiddata,grant,14097151.545093,19,constant_2023_usd
ETH::chapo::grant,ETH,Ethiopia,2020,chapo,grant,4480147.937992,14,constant_2021_usd
ETH::aiddata::grant,ETH,Ethiopia,2021,aiddata,grant,63906997.444697,9,constant_2023_usd
ETH::chapo::grant,ETH,Ethiopia,2021,chapo,grant,67302799.990974,8,constant_2021_usd
ETH::aiddata::grant,ETH,Ethiopia,2022,aiddata,grant,76200361.983574,5,constant_2023_usd
ETH::aiddata::grant,ETH,Ethiopia,2023,aiddata,grant,24831219.967334,2,constant_2023_usd
GAB::aiddata::loan,GAB,Gabon,2000,aiddata,loan,14316915.687444,1,constant_2023_usd
GAB::cla::loan,GAB,Gabon,2000,cla,loan,6040000.0,1,nominal_usd
GAB::aiddata::grant,GAB,Gabon,2001,aiddata,grant,1402972.024894,1,constant_2023_usd
GAB::aiddata::loan,GAB,Gabon,2001,aiddata,loan,16835664.298727,1,constant_2023_usd
GAB::cla::loan,GAB,Gabon,2001,cla,loan,7250000.0,1,nominal_usd
GAB::aiddata::grant,GAB,Gabon,2002,aiddata,grant,780962.183588,1,constant_2023_usd
GAB::cla::loan,GAB,Gabon,2003,cla,loan,4830000.0,1,nominal_usd
GAB::cla::loan,GAB,Gabon,2004,cla,loan,10870000.0,2,nominal_usd
GAB::aiddata::loan,GAB,Gabon,2005,aiddata,loan,733858.484793,1,constant_2023_usd
GAB::chapo::loan,GAB,Gabon,2005,chapo,loan,794601.560207,1,constant_2021_usd
GAB::cla::loan,GAB,Gabon,2005,cla,loan,2750000.0,1,nominal_usd
GAB::aiddata::loan,GAB,Gabon,2006,aiddata,loan,11768864.236674,1,constant_2023_usd
GAB::cla::loan,GAB,Gabon,2006,cla,loan,6280000.0,1,nominal_usd
GAB::aiddata::grant,GAB,Gabon,2007,aiddata,grant,109224.120211,1,constant_2023_usd
GAB::aiddata::loan,GAB,Gabon,2007,aiddata,loan,6511505.150497,1,constant_2023_usd
GAB::cla::loan,GAB,Gabon,2007,cla,loan,3940000.0,1,nominal_usd
GAB::aiddata::grant,GAB,Gabon,2008,aiddata,grant,6079527.444732,1,constant_2023_usd
GAB::aiddata::loan,GAB,Gabon,2008,aiddata,loan,521125051.144354,2,constant_2023_usd
GAB::cgef::loan,GAB,Gabon,2008,cgef,loan,370000000.0,2,nominal_usd
GAB::cla::loan,GAB,Gabon,2008,cla,loan,378630000.0,3,nominal_usd
GAB::codf::loan,GAB,Gabon,2008,codf,loan,370000000.0,2,nominal_usd
GAB::cofi::loan,GAB,Gabon,2008,cofi,loan,336000000.0,1,nominal_usd
GAB::aiddata::loan,GAB,Gabon,2009,aiddata,loan,394703144.740335,3,constant_2023_usd
GAB::cla::loan,GAB,Gabon,2009,cla,loan,7320000.0,1,nominal_usd
GAB::aiddata::grant,GAB,Gabon,2010,aiddata,grant,2565022.513052,3,constant_2023_usd
GAB::aiddata::loan,GAB,Gabon,2010,aiddata,loan,156546751.604599,2,constant_2023_usd
GAB::chapo::grant,GAB,Gabon,2010,chapo,grant,2057480.169465,1,constant_2021_usd
GAB::cla::loan,GAB,Gabon,2010,cla,loan,33980000.0,3,nominal_usd
