panel_id,iso3,country_name_en,year,source,fund_type,amount_usd,amount_known_count,price_basis
AGO::aiddata::grant,AGO,Angola,2001,aiddata,grant,1393513.045241,1,constant_2023_usd
AGO::aiddata::loan,AGO,Angola,2001,aiddata,loan,13935130.452407,1,constant_2023_usd
AGO::chapo::loan,AGO,Angola,2001,chapo,loan,15087226.60448,1,constant_2021_usd
AGO::aiddata::grant,AGO,Angola,2002,aiddata,grant,4164877.680659,3,constant_2023_usd
AGO::aiddata::loan,AGO,Angola,2002,aiddata,loan,452482717.627645,9,constant_2023_usd
AGO::cgef::loan,AGO,Angola,2002,cgef,loan,55000000.0,3,nominal_usd
AGO::cla::loan,AGO,Angola,2002,cla,loan,145000000.0,4,nominal_usd
AGO::aiddata::loan,AGO,Angola,2003,aiddata,loan,24750384.126445,1,constant_2023_usd
AGO::chapo::grant,AGO,Angola,2003,chapo,grant,730819.122114,1,constant_2021_usd
AGO::cla::loan,AGO,Angola,2003,cla,loan,11000000.0,1,nominal_usd
AGO::aiddata::loan,AGO,Angola,2004,aiddata,loan,914380747.315697,4,constant_2023_usd
AGO::cgef::loan,AGO,Angola,2004,cgef,loan,40060000.0,1,nominal_usd
AGO::cla::loan,AGO,Angola,2004,cla,loan,435050000.0,4,nominal_usd
AGO::aiddata::grant,AGO,Angola,2005,aiddata,grant,2004931.818189,1,constant_2023_usd
AGO::aiddata::loan,AGO,Angola,2005,aiddata,loan,2639055282.60602,34,constant_2023_usd
AGO::cgef::loan,AGO,Angola,2005,cgef,loan,99640000.0,4,nominal_usd
AGO::chapo::grant,AGO,Angola,2005,chapo,grant,264867.186736,1,constant_2021_usd
AGO::chapo::loan,AGO,Angola,2005,chapo,loan,486525872.037338,10,constant_2021_usd
AGO::cla::loan,AGO,Angola,2005,cla,loan,1042700000.0,32,nominal_usd
AGO::aiddata::grant,AGO,Angola,2006,aiddata,grant,1081435.072777,2,constant_2023_usd
AGO::aiddata::loan,AGO,Angola,2006,aiddata,loan,6891614533.85323,15,constant_2023_usd
AGO::cla::loan,AGO,Angola,2006,cla,loan,705000000.0,11,nominal_usd
AGO::aiddata::debt_relief,AGO,Angola,2007,aiddata,debt_relief,10922412.021096,1,constant_2023_usd
AGO::aiddata::grant,AGO,Angola,2007,aiddata,grant,436896.480844,1,constant_2023_usd
AGO::aiddata::loan,AGO,Angola,2007,aiddata,loan,3597751501.850492,33,constant_2023_usd
AGO::cancel::debt_relief,AGO,Angola,2007,cancel,debt_relief,7000000.0,1,nominal_usd
AGO::cgef::loan,AGO,Angola,2007,cgef,loan,186870000.0,4,nominal_usd
AGO::chapo::grant,AGO,Angola,2007,chapo,grant,473103.668737,1,constant_2021_usd
AGO::chapo::loan,AGO,Angola,2007,chapo,loan,258145760.0619,3,constant_2021_usd
AGO::cla::loan,AGO,Angola,2007,cla,loan,2708730000.0,31,nominal_usd
AGO::aiddata::loan,AGO,Angola,2008,aiddata,loan,2225835919.27118,6,constant_2023_usd
AGO::cgef::loan,AGO,Angola,2008,cgef,loan,227740000.0,4,nominal_usd
AGO::cla::loan,AGO,Angola,2008,cla,loan,880930000.0,6,nominal_usd
AGO::codf::loan,AGO,Angola,2008,codf,loan,880930000.0,6,nominal_usd
AGO::aiddata::debt_relief,AGO,Angola,2009,aiddata,debt_relief,3529468.373949,1,constant_2023_usd
AGO::aiddata::loan,AGO,Angola,2009,aiddata,loan,3941331077.672107,6,constant_2023_usd
AGO::cancel::debt_relief,AGO,Angola,2009,cancel,debt_relief,3000000.0,1,nominal_usd
AGO::cgef::loan,AGO,Angola,2009,cgef,loan,27320000.0,1,nominal_usd
AGO::cla::loan,AGO,Angola,2009,cla,loan,756890000.0,8,nominal_usd
AGO::codf::loan,AGO,Angola,2009,codf,loan,724100000.0,6,nominal_usd
AGO::aiddata::grant,AGO,Angola,2010,aiddata,grant,57665506.126771,2,constant_2023_usd
AGO::aiddata::loan,AGO,Angola,2010,aiddata,loan,3971595604.9392,4,constant_2023_usd
AGO::cgef::loan,AGO,Angola,2010,cgef,loan,3720000.0,1,nominal_usd
AGO::cla::loan,AGO,Angola,2010,cla,loan,2781440000.0,8,nominal_usd
AGO::codf::loan,AGO,Angola,2010,codf,loan,277190000.0,6,nominal_usd
AGO::aiddata::grant,AGO,Angola,2011,aiddata,grant,352473.242598,2,constant_2023_usd
AGO::aiddata::loan,AGO,Angola,2011,aiddata,loan,2421875421.982237,3,constant_2023_usd
AGO::cgef::loan,AGO,Angola,2011,cgef,loan,2000000000.0,1,nominal_usd
AGO::chapo::grant,AGO,Angola,2011,chapo,grant,380499.351977,1,constant_2021_usd
AGO::cla::loan,AGO,Angola,2011,cla,loan,2620510000.0,14,nominal_usd
AGO::codf::loan,AGO,Angola,2011,codf,loan,2586040000.0,12,nominal_usd
AGO::aiddata::grant,AGO,Angola,2012,aiddata,grant,17179926.676133,1,constant_2023_usd
AGO::aiddata::loan,AGO,Angola,2012,aiddata,loan,2256508731.23679,5,constant_2023_usd
AGO::aiddata::unspecified,AGO,Angola,2012,aiddata,unspecified,27095445.860192,1,constant_2023_usd
AGO::cgef::loan,AGO,Angola,2012,cgef,loan,1000000000.0,1,nominal_usd
AGO::chapo::grant,AGO,Angola,2012,chapo,grant,18611390.211078,1,constant_2021_usd
AGO::cla::loan,AGO,Angola,2012,cla,loan,1510440000.0,9,nominal_usd
AGO::codf::loan,AGO,Angola,2012,codf,loan,1348670000.0,5,nominal_usd
AGO::aiddata::grant,AGO,Angola,2013,aiddata,grant,33632264.992053,1,constant_2023_usd
AGO::aiddata::loan,AGO,Angola,2013,aiddata,loan,5050537209.430529,18,constant_2023_usd
AGO::cgef::loan,AGO,Angola,2013,cgef,loan,3553000000.0,3,nominal_usd
AGO::chapo::grant,AGO,Angola,2013,chapo,grant,36691951.284432,1,constant_2021_usd
AGO::cla::loan,AGO,Angola,2013,cla,loan,4325900000.0,17,nominal_usd
AGO::codf::loan,AGO,Angola,2013,codf,loan,3815600000.0,7,nominal_usd
AGO::cofi::loan,AGO,Angola,2013,cofi,loan,180000000.0,1,nominal_usd
AGO::aiddata::grant,AGO,Angola,2014,aiddata,grant,58255.80844,1,constant_2023_usd
AGO::aiddata::loan,AGO,Angola,2014,aiddata,loan,4614096118.80939,5,constant_2023_usd
AGO::cgef::loan,AGO,Angola,2014,cgef,loan,2080750000.0,2,nominal_usd
AGO::cla::loan,AGO,Angola,2014,cla,loan,4898940000.0,12,nominal_usd
AGO::codf::loan,AGO,Angola,2014,codf,loan,4791520000.0,8,nominal_usd
AGO::cofi::loan,AGO,Angola,2014,cofi,loan,112000000.0,1,nominal_usd
AGO::aiddata::grant,AGO,Angola,2015,aiddata,grant,33290.013533,1,constant_2023_usd
AGO::aiddata::loan,AGO,Angola,2015,aiddata,loan,17102104803.912193,3,constant_2023_usd
AGO::cla::loan,AGO,Angola,2015,cla,loan,2210300000.0,11,nominal_usd
AGO::codf::loan,AGO,Angola,2015,codf,loan,1013350000.0,6,nominal_usd
AGO::cofi::loan,AGO,Angola,2015,cofi,loan,838000000.0,1,nominal_usd
AGO::aiddata::grant,AGO,Angola,2016,aiddata,grant,13683261.671722,4,constant_2023_usd
AGO::aiddata::loan,AGO,Angola,2016,aiddata,loan,8670096495.128443,21,constant_2023_usd
AGO::aiddata::unspecified,AGO,Angola,2016,aiddata,unspecified,43628862.911499,1,constant_2023_usd
AGO::cgef::loan,AGO,Angola,2016,cgef,loan,14936600000.0,8,nominal_usd
AGO::cla::loan,AGO,Angola,2016,cla,loan,19538160000.0,83,nominal_usd
AGO::codf::loan,AGO,Angola,2016,codf,loan,15089740000.0,56,nominal_usd
AGO::cofi::loan,AGO,Angola,2016,cofi,loan,4100000000.0,1,nominal_usd
AGO::restruct::loan,AGO,Angola,2016,restruct,loan,7500000000.0,1,nominal_usd
AGO::aiddata::grant,AGO,Angola,2017,aiddata,grant,31923.79143,1,constant_2023_usd
AGO::aiddata::loan,AGO,Angola,2017,aiddata,loan,2769495319.147868,8,constant_2023_usd
AGO::cancel::debt_relief,AGO,Angola,2017,cancel,debt_relief,7270000.0,1,nominal_usd
AGO::chapo::grant,AGO,Angola,2017,chapo,grant,34570.144711,1,constant_2021_usd
AGO::cla::loan,AGO,Angola,2017,cla,loan,811260000.0,9,nominal_usd
AGO::codf::loan,AGO,Angola,2017,codf,loan,627960000.0,6,nominal_usd
AGO::aiddata::grant,AGO,Angola,2018,aiddata,grant,15990556.19621,5,constant_2023_usd
AGO::aiddata::loan,AGO,Angola,2018,aiddata,loan,5467685649.116798,9,constant_2023_usd
AGO::chapo::grant,AGO,Angola,2018,chapo,grant,834812.911062,2,constant_2021_usd
AGO::cla::loan,AGO,Angola,2018,cla,loan,1861380000.0,3,nominal_usd
AGO::codf::loan,AGO,Angola,2018,codf,loan,174480000.0,1,nominal_usd
AGO::aiddata::grant,AGO,Angola,2019,aiddata,grant,29063649.745409,1,constant_2023_usd
AGO::aiddata::loan,AGO,Angola,2019,aiddata,loan,110470698.097125,1,constant_2023_usd
AGO::cla::loan,AGO,Angola,2019,cla,loan,171430000.0,2,nominal_usd
AGO::codf::loan,AGO,Angola,2019,codf,loan,65000000.0,1,nominal_usd
AGO::aiddata::grant,AGO,Angola,2020,aiddata,grant,1638140.48645,5,constant_2023_usd
AGO::aiddata::loan,AGO,Angola,2020,aiddata,loan,59840561.639314,2,constant_2023_usd
AGO::chapo::grant,AGO,Angola,2020,chapo,grant,1229545.613184,3,constant_2021_usd
AGO::aiddata::grant,AGO,Angola,2021,aiddata,grant,3319709.893841,1,constant_2023_usd
AGO::aiddata::loan,AGO,Angola,2021,aiddata,loan,73494688.483088,1,constant_2023_usd
AGO::chapo::grant,AGO,Angola,2021,chapo,grant,3600000.0,1,constant_2021_usd
AGO::cla::loan,AGO,Angola,2021,cla,loan,110030000.0,2,nominal_usd
AGO::codf::loan,AGO,Angola,2021,codf,loan,79700000.0,1,nominal_usd
AGO::cla::loan,AGO,Angola,2022,cla,loan,18570000.0,1,nominal_usd
AGO::aiddata::loan,AGO,Angola,2023,aiddata,loan,291911706.220017,2,constant_2023_usd
AGO::cla::loan,AGO,Angola,2023,cla,loan,249000000.0,1,nominal_usd
AGO::codf::loan,AGO,Angola,2023,codf,loan,249000000.0,1,nominal_usd
AGO::cla::loan,AGO,Angola,2024,cla,loan,1450600000.0,2,nominal_usd
AGO::codf::loan,AGO,Angola,2024,codf,loan,1450600000.0,2,nominal_usd
BDI::aiddata::debt_relief,BDI,Burundi,2001,aiddata,debt_relief,107406039.959016,1,constant_2023_usd
BDI::aiddata::grant,BDI,Burundi,2001,aiddata,grant,1683566.429873,1,constant_2023_usd
BDI::cancel::debt_relief,BDI,Burundi,2001,cancel,debt_relief,47500000.0,1,nominal_usd
BDI::aiddata::grant,BDI,Burundi,2004,aiddata,grant,2869175.172628,3,constant_2023_usd
BDI::aiddata::loan,BDI,Burundi,2004,aiddata,loan,16640554.12489,1,constant_2023_usd
BDI::chapo::grant,BDI,Burundi,2004,chapo,grant,1138826.060943,1,constant_2021_usd
BDI::aiddata::grant,BDI,Burundi,2005,aiddata,grant,21045470.449845,2,constant_2023_usd
BDI::chapo::grant,BDI,Burundi,2005,chapo,grant,1085116.674807,1,constant_2021_usd
BDI::aiddata::grant,BDI,Burundi,2006,aiddata,grant,938258.046444,1,constant_2023_usd
BDI::aiddata::debt_relief,BDI,Burundi,2007,aiddata,debt_relief,46529475.209871,1,constant_2023_usd
BDI::aiddata::grant,BDI,Burundi,2007,aiddata,grant,10757888.071491,7,constant_2023_usd
BDI::cancel::debt_relief,BDI,Burundi,2007,cancel,debt_relief,15000000.0,1,nominal_usd
BDI::chapo::grant,BDI,Burundi,2007,chapo,grant,1264439.936237,3,constant_2021_usd
BDI::aiddata::grant,BDI,Burundi,2008,aiddata,grant,16987796.335739,4,constant_2023_usd
BDI::aiddata::loan,BDI,Burundi,2008,aiddata,loan,4053018.296488,1,constant_2023_usd
BDI::chapo::grant,BDI,Burundi,2008,chapo,grant,13819769.406035,1,constant_2021_usd
BDI::cla::loan,BDI,Burundi,2008,cla,loan,2880000.0,1,nominal_usd
BDI::aiddata::grant,BDI,Burundi,2009,aiddata,grant,683616.416313,2,constant_2023_usd
BDI::cla::loan,BDI,Burundi,2009,cla,loan,7320000.0,1,nominal_usd
BDI::aiddata::grant,BDI,Burundi,2010,aiddata,grant,1800593.862343,1,constant_2023_usd
BDI::aiddata::loan,BDI,Burundi,2010,aiddata,loan,7600066.70534,1,constant_2023_usd
BDI::chapo::grant,BDI,Burundi,2010,chapo,grant,1949817.710115,1,constant_2021_usd
BDI::aiddata::grant,BDI,Burundi,2011,aiddata,grant,36647212.460496,3,constant_2023_usd
BDI::cla::loan,BDI,Burundi,2011,cla,loan,30960000.0,2,nominal_usd
BDI::aiddata::grant,BDI,Burundi,2012,aiddata,grant,11641414.80651,3,constant_2023_usd
BDI::chapo::grant,BDI,Burundi,2012,chapo,grant,234824.711585,1,constant_2021_usd
BDI::cla::loan,BDI,Burundi,2012,cla,loan,7930000.0,1,nominal_usd
BDI::aiddata::grant,BDI,Burundi,2013,aiddata,grant,672645.299841,1,constant_2023_usd
BDI::aiddata::loan,BDI,Burundi,2013,aiddata,loan,15488889.941261,1,constant_2023_usd
BDI::codf::loan,BDI,Burundi,2013,codf,loan,31530000.0,1,nominal_usd
BDI::aiddata::grant,BDI,Burundi,2014,aiddata,grant,934781.152942,2,constant_2023_usd
BDI::cla::loan,BDI,Burundi,2014,cla,loan,15910000.0,1,nominal_usd
BDI::aiddata::grant,BDI,Burundi,2015,aiddata,grant,992042.403272,1,constant_2023_usd
BDI::aiddata::grant,BDI,Burundi,2016,aiddata,grant,95464727.80264,2,constant_2023_usd
BDI::aiddata::grant,BDI,Burundi,2017,aiddata,grant,1108505.365993,2,constant_2023_usd
BDI::aiddata::loan,BDI,Burundi,2017,aiddata,loan,34690520.020065,1,constant_2023_usd
BDI::cla::loan,BDI,Burundi,2017,cla,loan,62500000.0,2,nominal_usd
BDI::codf::loan,BDI,Burundi,2017,codf,loan,32500000.0,1,nominal_usd
BDI::aiddata::grant,BDI,Burundi,2018,aiddata,grant,503148.147069,1,constant_2023_usd
BDI::chapo::grant,BDI,Burundi,2018,chapo,grant,544924.873939,1,constant_2021_usd
BDI::aiddata::grant,BDI,Burundi,2019,aiddata,grant,40700.116857,1,constant_2023_usd
BDI::aiddata::grant,BDI,Burundi,2020,aiddata,grant,1055388.452265,5,constant_2023_usd
BDI::chapo::grant,BDI,Burundi,2020,chapo,grant,1084082.406781,3,constant_2021_usd
BDI::aiddata::grant,BDI,Burundi,2021,aiddata,grant,8374393.314507,5,constant_2023_usd
BDI::aiddata::grant,BDI,Burundi,2022,aiddata,grant,109515144.498966,2,constant_2023_usd
BEN::aiddata::loan,BEN,Benin,2000,aiddata,loan,42950747.062333,2,constant_2023_usd
BEN::cla::loan,BEN,Benin,2000,cla,loan,8880000.0,1,nominal_usd
BEN::cla::loan,BEN,Benin,2001,cla,loan,15700000.0,1,nominal_usd
BEN::aiddata::debt_relief,BEN,Benin,2002,aiddata,debt_relief,51943169.115419,1,constant_2023_usd
BEN::aiddata::grant,BEN,Benin,2002,aiddata,grant,11156602.622692,2,constant_2023_usd
BEN::cancel::debt_relief,BEN,Benin,2002,cancel,debt_relief,10000000.0,1,nominal_usd
BEN::aiddata::grant,BEN,Benin,2004,aiddata,grant,4748971.880898,2,constant_2023_usd
BEN::chapo::grant,BEN,Benin,2004,chapo,grant,1725091.074961,1,constant_2021_usd
BEN::restruct::loan,BEN,Benin,2004,restruct,loan,17000000.0,1,nominal_usd
BEN::aiddata::grant,BEN,Benin,2005,aiddata,grant,19324940.099547,2,constant_2023_usd
BEN::aiddata::loan,BEN,Benin,2005,aiddata,loan,142467209.480782,2,constant_2023_usd
BEN::cla::loan,BEN,Benin,2005,cla,loan,31000000.0,1,nominal_usd
BEN::aiddata::grant,BEN,Benin,2006,aiddata,grant,7044551.972627,3,constant_2023_usd
BEN::chapo::grant,BEN,Benin,2006,chapo,grant,509747.462563,1,constant_2021_usd
BEN::aiddata::loan,BEN,Benin,2007,aiddata,loan,34951718.467509,1,constant_2023_usd
BEN::cla::loan,BEN,Benin,2007,cla,loan,24960000.0,2,nominal_usd
BEN::aiddata::grant,BEN,Benin,2008,aiddata,grant,40530182.964879,2,constant_2023_usd
BEN::aiddata::grant,BEN,Benin,2009,aiddata,grant,26451738.721285,2,constant_2023_usd
BEN::chapo::grant,BEN,Benin,2009,chapo,grant,19092370.529784,1,constant_2021_usd
BEN::aiddata::loan,BEN,Benin,2010,aiddata,loan,41800366.879373,1,constant_2023_usd
BEN::cla::loan,BEN,Benin,2010,cla,loan,31200000.0,1,nominal_usd
BEN::codf::loan,BEN,Benin,2010,codf,loan,31530000.0,1,nominal_usd
BEN::aiddata::debt_relief,BEN,Benin,2011,aiddata,debt_relief,14064343.334438,1,constant_2023_usd
BEN::aiddata::debt_relief,BEN,Benin,2012,aiddata,debt_relief,31207992.265483,1,constant_2023_usd
BEN::aiddata::grant,BEN,Benin,2012,aiddata,grant,2638390.471405,2,constant_2023_usd
BEN::chapo::grant,BEN,Benin,2012,chapo,grant,558341.706332,1,constant_2021_usd
BEN::aiddata::grant,BEN,Benin,2013,aiddata,grant,16409453.312988,2,constant_2023_usd
BEN::aiddata::loan,BEN,Benin,2013,aiddata,loan,219131022.555718,3,constant_2023_usd
BEN::chapo::grant,BEN,Benin,2013,chapo,grant,2109787.198855,1,constant_2021_usd
BEN::cla::loan,BEN,Benin,2013,cla,loan,234390000.0,4,nominal_usd
BEN::codf::loan,BEN,Benin,2013,codf,loan,129030000.0,1,nominal_usd
BEN::aiddata::grant,BEN,Benin,2014,aiddata,grant,8104215.179777,3,constant_2023_usd
BEN::chapo::grant,BEN,Benin,2014,chapo,grant,1796792.73658,1,constant_2021_usd
BEN::aiddata::loan,BEN,Benin,2015,aiddata,loan,303631413.534855,2,constant_2023_usd
BEN::cla::loan,BEN,Benin,2015,cla,loan,79610000.0,1,nominal_usd
BEN::codf::loan,BEN,Benin,2015,codf,loan,79610000.0,1,nominal_usd
BEN::cofi::loan,BEN,Benin,2015,cofi,loan,229000000.0,1,nominal_usd
BEN::aiddata::grant,BEN,Benin,2016,aiddata,grant,27739666.691187,3,constant_2023_usd
BEN::aiddata::loan,BEN,Benin,2016,aiddata,loan,65656015.83713,1,constant_2023_usd
BEN::aiddata::grant,BEN,Benin,2017,aiddata,grant,11653122.666017,2,constant_2023_usd
BEN::aiddata::loan,BEN,Benin,2017,aiddata,loan,95389375.641252,1,constant_2023_usd
BEN::cla::loan,BEN,Benin,2017,cla,loan,89590000.0,1,nominal_usd
BEN::codf::loan,BEN,Benin,2017,codf,loan,89610000.0,1,nominal_usd
BEN::aiddata::grant,BEN,Benin,2018,aiddata,grant,1543976.504836,1,constant_2023_usd
BEN::aiddata::grant,BEN,Benin,2019,aiddata,grant,15115777.713104,1,constant_2023_usd
BEN::aiddata::loan,BEN,Benin,2019,aiddata,loan,349405860.474319,4,constant_2023_usd
BEN::cla::loan,BEN,Benin,2019,cla,loan,186640000.0,1,nominal_usd
BEN::aiddata::grant,BEN,Benin,2020,aiddata,grant,1912137.428133,9,constant_2023_usd
BEN::aiddata::loan,BEN,Benin,2020,aiddata,loan,12896672.767093,1,constant_2023_usd
BEN::chapo::grant,BEN,Benin,2020,chapo,grant,1968323.534615,8,constant_2021_usd
BEN::aiddata::grant,BEN,Benin,2021,aiddata,grant,1659854.94692,1,constant_2023_usd
BEN::aiddata::loan,BEN,Benin,2021,aiddata,loan,774598975.229531,1,constant_2023_usd
BEN::chapo::grant,BEN,Benin,2021,chapo,grant,1800000.0,1,constant_2021_usd
BEN::aiddata::grant,BEN,Benin,2022,aiddata,grant,22183101.85918,5,constant_2023_usd
BEN::aiddata::loan,BEN,Benin,2022,aiddata,loan,36505048.166322,1,constant_2023_usd
BEN::cla::loan,BEN,Benin,2022,cla,loan,39330000.0,1,nominal_usd
BEN::codf::loan,BEN,Benin,2022,codf,loan,39320000.0,1,nominal_usd
BEN::aiddata::loan,BEN,Benin,2023,aiddata,loan,76229438.235295,2,constant_2023_usd
BFA::aiddata::debt_relief,BFA,Burkina Faso,2018,aiddata,debt_relief,18827014.326978,1,constant_2023_usd
BFA::aiddata::grant,BFA,Burkina Faso,2018,aiddata,grant,113399140.958118,4,constant_2023_usd
BFA::aiddata::unspecified,BFA,Burkina Faso,2018,aiddata,unspecified,7607489.22215,1,constant_2023_usd
BFA::chapo::grant,BFA,Burkina Faso,2018,chapo,grant,117871260.927219,3,constant_2021_usd
BFA::aiddata::grant,BFA,Burkina Faso,2019,aiddata,grant,18678806.555442,7,constant_2023_usd
BFA::aiddata::loan,BFA,Burkina Faso,2019,aiddata,loan,80288332.421691,1,constant_2023_usd
BFA::cla::loan,BFA,Burkina Faso,2019,cla,loan,77350000.0,1,nominal_usd
BFA::aiddata::grant,BFA,Burkina Faso,2020,aiddata,grant,2781385.393803,7,constant_2023_usd
BFA::aiddata::loan,BFA,Burkina Faso,2020,aiddata,loan,143554897.601862,2,constant_2023_usd
BFA::chapo::grant,BFA,Burkina Faso,2020,chapo,grant,3010809.630707,7,constant_2021_usd
BFA::cla::loan,BFA,Burkina Faso,2020,cla,loan,80000000.0,1,nominal_usd
BFA::codf::loan,BFA,Burkina Faso,2020,codf,loan,80000000.0,1,nominal_usd
BFA::aiddata::grant,BFA,Burkina Faso,2021,aiddata,grant,27594401.572518,6,constant_2023_usd
BFA::chapo::grant,BFA,Burkina Faso,2021,chapo,grant,7740998.68357,3,constant_2021_usd
BFA::aiddata::grant,BFA,Burkina Faso,2023,aiddata,grant,49458.364959,1,constant_2023_usd
BFA::aiddata::loan,BFA,Burkina Faso,2023,aiddata,loan,50150809.751479,1,constant_2023_usd
BFA::cgef::loan,BFA,Burkina Faso,2023,cgef,loan,50130000.0,1,nominal_usd
BFA::cla::loan,BFA,Burkina Faso,2023,cla,loan,50140000.0,1,nominal_usd
BFA::codf::loan,BFA,Burkina Faso,2023,codf,loan,50130000.0,1,nominal_usd
BWA::aiddata::loan,BWA,Botswana,2000,aiddata,loan,5580882.917227,1,constant_2023_usd
BWA::cla::loan,BWA,Botswana,2000,cla,loan,2470000.0,1,nominal_usd
BWA::aiddata::loan,BWA,Botswana,2001,aiddata,loan,22447552.398302,1,constant_2023_usd
BWA::cla::loan,BWA,Botswana,2001,cla,loan,8790000.0,3,nominal_usd
BWA::aiddata::loan,BWA,Botswana,2003,aiddata,loan,75272864.679638,4,constant_2023_usd
BWA::cla::loan,BWA,Botswana,2003,cla,loan,31040000.0,3,nominal_usd
BWA::cla::loan,BWA,Botswana,2004,cla,loan,24160000.0,1,nominal_usd
BWA::cla::loan,BWA,Botswana,2005,cla,loan,3660000.0,1,nominal_usd
BWA::aiddata::grant,BWA,Botswana,2006,aiddata,grant,225181.931146,1,constant_2023_usd
BWA::aiddata::loan,BWA,Botswana,2006,aiddata,loan,50299956.292191,2,constant_2023_usd
BWA::cla::loan,BWA,Botswana,2006,cla,loan,43360000.0,3,nominal_usd
BWA::aiddata::grant,BWA,Botswana,2007,aiddata,grant,2730603.005274,3,constant_2023_usd
BWA::aiddata::loan,BWA,Botswana,2007,aiddata,loan,29848297.907535,1,constant_2023_usd
BWA::chapo::grant,BWA,Botswana,2007,chapo,grant,473103.668737,1,constant_2021_usd
BWA::cla::loan,BWA,Botswana,2007,cla,loan,10510000.0,1,nominal_usd
BWA::aiddata::grant,BWA,Botswana,2008,aiddata,grant,6406061.744917,2,constant_2023_usd
BWA::chapo::grant,BWA,Botswana,2008,chapo,grant,245264.72741,1,constant_2021_usd
BWA::cla::loan,BWA,Botswana,2008,cla,loan,3220000.0,1,nominal_usd
BWA::aiddata::grant,BWA,Botswana,2009,aiddata,grant,19400.904989,2,constant_2023_usd
BWA::aiddata::loan,BWA,Botswana,2009,aiddata,loan,1338829015.119833,2,constant_2023_usd
BWA::cla::loan,BWA,Botswana,2009,cla,loan,825000000.0,1,nominal_usd
BWA::cofi::loan,BWA,Botswana,2009,cofi,loan,825000000.0,1,nominal_usd
BWA::aiddata::grant,BWA,Botswana,2011,aiddata,grant,3483080.974619,3,constant_2023_usd
BWA::chapo::grant,BWA,Botswana,2011,chapo,grant,3766039.453612,2,constant_2021_usd
BWA::aiddata::grant,BWA,Botswana,2013,aiddata,grant,13969891.64239,2,constant_2023_usd
BWA::chapo::grant,BWA,Botswana,2013,chapo,grant,564018.276095,1,constant_2021_usd
BWA::aiddata::grant,BWA,Botswana,2014,aiddata,grant,20002.861578,1,constant_2023_usd
BWA::aiddata::grant,BWA,Botswana,2015,aiddata,grant,15409426.81634,9,constant_2023_usd
BWA::aiddata::grant,BWA,Botswana,2016,aiddata,grant,13131203.167426,1,constant_2023_usd
BWA::aiddata::grant,BWA,Botswana,2017,aiddata,grant,1080601.061073,2,constant_2023_usd
BWA::aiddata::grant,BWA,Botswana,2018,aiddata,grant,360561.761514,2,constant_2023_usd
BWA::cancel::debt_relief,BWA,Botswana,2018,cancel,debt_relief,7760000.0,1,nominal_usd
BWA::aiddata::grant,BWA,Botswana,2020,aiddata,grant,3703661.754597,5,constant_2023_usd
BWA::chapo::grant,BWA,Botswana,2020,chapo,grant,253857.050643,3,constant_2021_usd
BWA::aiddata::grant,BWA,Botswana,2021,aiddata,grant,3448227.741814,7,constant_2023_usd
BWA::chapo::grant,BWA,Botswana,2021,chapo,grant,3668808.66426,3,constant_2021_usd
BWA::aiddata::grant,BWA,Botswana,2022,aiddata,grant,54661.584056,2,constant_2023_usd
BWA::aiddata::loan,BWA,Botswana,2023,aiddata,loan,2000000000.0,1,constant_2023_usd
CAF::chapo::grant,CAF,CAR,2002,chapo,grant,241580.202276,1,constant_2021_usd
CAF::chapo::grant,CAF,CAR,2006,chapo,grant,36394153.291556,4,constant_2021_usd
CAF::cancel::debt_relief,CAF,CAR,2007,cancel,debt_relief,10000000.0,1,nominal_usd
CAF::chapo::grant,CAF,CAR,2007,chapo,grant,189241.467495,1,constant_2021_usd
CAF::chapo::grant,CAF,CAR,2008,chapo,grant,219361.419143,1,constant_2021_usd
CAF::cofi::loan,CAF,CAR,2011,cofi,loan,30000000.0,1,nominal_usd
CAF::chapo::grant,CAF,CAR,2016,chapo,grant,119471.463719,1,constant_2021_usd
CAF::cancel::debt_relief,CAF,CAR,2017,cancel,debt_relief,31740000.0,1,nominal_usd
CAF::chapo::grant,CAF,CAR,2017,chapo,grant,296979.062167,1,constant_2021_usd
CAF::chapo::grant,CAF,CAR,2018,chapo,grant,3922439.258156,1,constant_2021_usd
CAF::cancel::debt_relief,CAF,CAR,2019,cancel,debt_relief,2560000.0,1,nominal_usd
CAF::chapo::grant,CAF,CAR,2019,chapo,grant,395960.43728,1,constant_2021_usd
CAF::chapo::grant,CAF,CAR,2020,chapo,grant,1183681.930654,7,constant_2021_usd
CAF::chapo::grant,CAF,CAR,2021,chapo,grant,2700000.0,1,constant_2021_usd
CIV::aiddata::loan,CIV,Cote d'Ivoire,2000,aiddata,loan,2863383.137489,1,constant_2023_usd
CIV::aiddata::loan,CIV,Cote d'Ivoire,2002,aiddata,loan,52995663.02188,2,constant_2023_usd
CIV::aiddata::grant,CIV,Cote d'Ivoire,2006,aiddata,grant,5618795.67461,2,constant_2023_usd
CIV::aiddata::debt_relief,CIV,Cote d'Ivoire,2007,aiddata,debt_relief,39320683.275947,1,constant_2023_usd
CIV::aiddata::grant,CIV,Cote d'Ivoire,2007,aiddata,grant,2080144.500279,1,constant_2023_usd
CIV::cancel::debt_relief,CIV,Cote d'Ivoire,2007,cancel,debt_relief,24600000.0,1,nominal_usd
