metric_id,metric_label,iso3,country_name_en,observed_year_count,first_observed_year,last_observed_year,total_value,annual_mean,annual_median,rank_within_metric,unit,price_basis,aggregation_caveat
chapo,CHAPO commitments,GNB,Guinea-Bissau,7,2003,2021,39369171.135351,5624167.30505,855808.330777,35,USD,constant_2021_usd,within_source_price_basis_preserved
chapo,CHAPO commitments,MLI,Mali,9,2007,2021,36573829.772009,4063758.863557,1074818.941016,36,USD,constant_2021_usd,within_source_price_basis_preserved
chapo,CHAPO commitments,MDG,Madagascar,10,2007,2021,35960761.122378,3596076.112238,597223.9403,37,USD,constant_2021_usd,within_source_price_basis_preserved
chapo,CHAPO commitments,ERI,Eritrea,4,2000,2015,33396767.057803,8349191.764451,4290686.944908,38,USD,constant_2021_usd,within_source_price_basis_preserved
chapo,CHAPO commitments,BEN,Benin,8,2004,2021,29560454.24369,3695056.780461,1798396.36829,39,USD,constant_2021_usd,within_source_price_basis_preserved
chapo,CHAPO commitments,NAM,Namibia,6,2007,2021,28360336.792355,4726722.798726,1221990.395884,40,USD,constant_2021_usd,within_source_price_basis_preserved
chapo,CHAPO commitments,CPV,Cape Verde,9,2001,2021,28185210.48918,3131690.054353,2278570.174763,41,USD,constant_2021_usd,within_source_price_basis_preserved
chapo,CHAPO commitments,MUS,Mauritius,3,2008,2021,24831139.574416,8277046.524805,7827199.613587,42,USD,constant_2021_usd,within_source_price_basis_preserved
chapo,CHAPO commitments,COM,Comoros,5,2007,2021,22874262.464776,4574852.492955,575764.602523,43,USD,constant_2021_usd,within_source_price_basis_preserved
chapo,CHAPO commitments,BDI,Burundi,8,2004,2020,21121801.780442,2640225.222555,1111971.367875,44,USD,constant_2021_usd,within_source_price_basis_preserved
chapo,CHAPO commitments,SOM,Somalia,4,2007,2021,15253353.546607,3813338.386652,1207925.324033,45,USD,constant_2021_usd,within_source_price_basis_preserved
chapo,CHAPO commitments,LBY,Libya,2,2018,2020,10738123.972294,5369061.986147,5369061.986147,46,USD,constant_2021_usd,within_source_price_basis_preserved
chapo,CHAPO commitments,GMB,The Gambia,4,2017,2021,10165278.068699,2541319.517175,332950.957582,47,USD,constant_2021_usd,within_source_price_basis_preserved
chapo,CHAPO commitments,TCD,Chad,6,2013,2021,9644687.271334,1607447.878556,1070194.478928,48,USD,constant_2021_usd,within_source_price_basis_preserved
chapo,CHAPO commitments,GNQ,Equatorial Guinea,10,2007,2021,9339792.549516,933979.254952,212554.718045,49,USD,constant_2021_usd,within_source_price_basis_preserved
chapo,CHAPO commitments,BWA,Botswana,6,2007,2021,8971091.840757,1495181.973459,518560.972416,50,USD,constant_2021_usd,within_source_price_basis_preserved
chapo,CHAPO commitments,SYC,Seychelles,5,2008,2021,6044131.895594,1208826.379119,194570.875208,51,USD,constant_2021_usd,within_source_price_basis_preserved
chapo,CHAPO commitments,STP,Sao Tome & Principe,3,2019,2021,3138108.086859,1046036.028953,1174521.63356,52,USD,constant_2021_usd,within_source_price_basis_preserved
aidexports,Aid exports,ETH,Ethiopia,10,2015,2024,260738986.0,26073898.6,14284080.5,1,USD,nominal_usd,nominal_values_not_inflation_adjusted
aidexports,Aid exports,MOZ,Mozambique,10,2015,2024,114429415.0,11442941.5,13192923.0,2,USD,nominal_usd,nominal_values_not_inflation_adjusted
aidexports,Aid exports,ZWE,Zimbabwe,10,2015,2024,108123618.0,10812361.8,7984580.0,3,USD,nominal_usd,nominal_values_not_inflation_adjusted
aidexports,Aid exports,TZA,Tanzania,10,2015,2024,102335496.0,10233549.6,5564469.0,4,USD,nominal_usd,nominal_values_not_inflation_adjusted
aidexports,Aid exports,EGY,Egypt,10,2015,2024,89792913.0,8979291.3,1726733.0,5,USD,nominal_usd,nominal_values_not_inflation_adjusted
aidexports,Aid exports,DJI,Djibouti,10,2015,2024,84397447.0,8439744.7,4921329.5,6,USD,nominal_usd,nominal_values_not_inflation_adjusted
aidexports,Aid exports,MRT,Mauritania,10,2015,2024,78162961.0,7816296.1,7298073.5,7,USD,nominal_usd,nominal_values_not_inflation_adjusted
aidexports,Aid exports,ZMB,Zambia,10,2015,2024,75708081.0,7570808.1,5852158.5,8,USD,nominal_usd,nominal_values_not_inflation_adjusted
aidexports,Aid exports,KEN,Kenya,10,2015,2024,68246290.0,6824629.0,2241984.5,9,USD,nominal_usd,nominal_values_not_inflation_adjusted
aidexports,Aid exports,CIV,Cote d'Ivoire,10,2015,2024,67376272.0,6737627.2,1499189.0,10,USD,nominal_usd,nominal_values_not_inflation_adjusted
aidexports,Aid exports,NER,Niger,10,2015,2024,65178049.0,6517804.9,7522862.5,11,USD,nominal_usd,nominal_values_not_inflation_adjusted
aidexports,Aid exports,SSD,South Sudan,10,2015,2024,64929128.0,6492912.8,5600338.0,12,USD,nominal_usd,nominal_values_not_inflation_adjusted
aidexports,Aid exports,BDI,Burundi,10,2015,2024,62291465.0,6229146.5,4981490.5,13,USD,nominal_usd,nominal_values_not_inflation_adjusted
aidexports,Aid exports,UGA,Uganda,10,2015,2024,58709286.0,5870928.6,3127077.5,14,USD,nominal_usd,nominal_values_not_inflation_adjusted
aidexports,Aid exports,SLE,Sierra Leone,10,2015,2024,53612610.0,5361261.0,4246406.0,15,USD,nominal_usd,nominal_values_not_inflation_adjusted
aidexports,Aid exports,TUN,Tunisia,10,2015,2024,52960703.0,5296070.3,5899872.5,16,USD,nominal_usd,nominal_values_not_inflation_adjusted
aidexports,Aid exports,MLI,Mali,10,2015,2024,52530423.0,5253042.3,5329595.0,17,USD,nominal_usd,nominal_values_not_inflation_adjusted
aidexports,Aid exports,SEN,Senegal,10,2015,2024,52166003.0,5216600.3,4927078.5,18,USD,nominal_usd,nominal_values_not_inflation_adjusted
aidexports,Aid exports,GHA,Ghana,10,2015,2024,51772073.0,5177207.3,3640951.0,19,USD,nominal_usd,nominal_values_not_inflation_adjusted
aidexports,Aid exports,CMR,Cameroon,10,2015,2024,51599976.0,5159997.6,4193742.0,20,USD,nominal_usd,nominal_values_not_inflation_adjusted
aidexports,Aid exports,COD,"Congo, Dem. Rep.",10,2015,2024,51227496.0,5122749.6,5012413.5,21,USD,nominal_usd,nominal_values_not_inflation_adjusted
aidexports,Aid exports,GIN,Guinea,10,2015,2024,49710059.0,4971005.9,5204315.5,22,USD,nominal_usd,nominal_values_not_inflation_adjusted
aidexports,Aid exports,SDN,Sudan,10,2015,2024,46510344.0,4651034.4,2168900.5,23,USD,nominal_usd,nominal_values_not_inflation_adjusted
aidexports,Aid exports,CPV,Cape Verde,10,2015,2024,43418398.0,4341839.8,3316726.0,24,USD,nominal_usd,nominal_values_not_inflation_adjusted
aidexports,Aid exports,TCD,Chad,10,2015,2024,42595014.0,4259501.4,3729894.0,25,USD,nominal_usd,nominal_values_not_inflation_adjusted
aidexports,Aid exports,GMB,The Gambia,10,2015,2024,42210377.0,4221037.7,1996272.0,26,USD,nominal_usd,nominal_values_not_inflation_adjusted
aidexports,Aid exports,TGO,Togo,10,2015,2024,41827949.0,4182794.9,2492450.5,27,USD,nominal_usd,nominal_values_not_inflation_adjusted
aidexports,Aid exports,COG,"Congo, Rep.",10,2015,2024,39297630.0,3929763.0,3766446.0,28,USD,nominal_usd,nominal_values_not_inflation_adjusted
aidexports,Aid exports,NAM,Namibia,10,2015,2024,38901899.0,3890189.9,1862651.0,29,USD,nominal_usd,nominal_values_not_inflation_adjusted
aidexports,Aid exports,LSO,Lesotho,10,2015,2024,35444033.0,3544403.3,2358163.0,30,USD,nominal_usd,nominal_values_not_inflation_adjusted
aidexports,Aid exports,BFA,Burkina Faso,10,2015,2024,34924839.0,3492483.9,2385943.0,31,USD,nominal_usd,nominal_values_not_inflation_adjusted
aidexports,Aid exports,MWI,Malawi,10,2015,2024,32946906.0,3294690.6,3065087.5,32,USD,nominal_usd,nominal_values_not_inflation_adjusted
aidexports,Aid exports,LBR,Liberia,10,2015,2024,31919596.0,3191959.6,2486176.0,33,USD,nominal_usd,nominal_values_not_inflation_adjusted
aidexports,Aid exports,BEN,Benin,10,2015,2024,28939354.0,2893935.4,2918237.5,34,USD,nominal_usd,nominal_values_not_inflation_adjusted
aidexports,Aid exports,RWA,Rwanda,10,2015,2024,25803805.0,2580380.5,2771952.0,35,USD,nominal_usd,nominal_values_not_inflation_adjusted
aidexports,Aid exports,CAF,CAR,10,2015,2024,25583671.0,2558367.1,1513380.5,36,USD,nominal_usd,nominal_values_not_inflation_adjusted
aidexports,Aid exports,NGA,Nigeria,10,2015,2024,24151286.0,2415128.6,2537707.5,37,USD,nominal_usd,nominal_values_not_inflation_adjusted
aidexports,Aid exports,COM,Comoros,10,2015,2024,23068114.0,2306811.4,2000365.5,38,USD,nominal_usd,nominal_values_not_inflation_adjusted
aidexports,Aid exports,GNB,Guinea-Bissau,10,2015,2024,21174125.0,2117412.5,1637207.5,39,USD,nominal_usd,nominal_values_not_inflation_adjusted
aidexports,Aid exports,GNQ,Equatorial Guinea,10,2015,2024,20799059.0,2079905.9,2055533.0,40,USD,nominal_usd,nominal_values_not_inflation_adjusted
aidexports,Aid exports,AGO,Angola,10,2015,2024,20215229.0,2021522.9,1538081.0,41,USD,nominal_usd,nominal_values_not_inflation_adjusted
aidexports,Aid exports,MDG,Madagascar,10,2015,2024,19349901.0,1934990.1,1509102.0,42,USD,nominal_usd,nominal_values_not_inflation_adjusted
aidexports,Aid exports,MAR,Morocco,10,2015,2024,18086906.0,1808690.6,539377.5,43,USD,nominal_usd,nominal_values_not_inflation_adjusted
aidexports,Aid exports,SOM,Somalia,10,2015,2024,15820264.0,1582026.4,682014.0,44,USD,nominal_usd,nominal_values_not_inflation_adjusted
aidexports,Aid exports,GAB,Gabon,10,2015,2024,15185776.0,1518577.6,677225.5,45,USD,nominal_usd,nominal_values_not_inflation_adjusted
aidexports,Aid exports,ERI,Eritrea,10,2015,2024,15088907.0,1508890.7,733136.5,46,USD,nominal_usd,nominal_values_not_inflation_adjusted
aidexports,Aid exports,DZA,Algeria,10,2015,2024,12691938.0,1269193.8,0.0,47,USD,nominal_usd,nominal_values_not_inflation_adjusted
aidexports,Aid exports,ZAF,South Africa,10,2015,2024,11246990.0,1124699.0,151056.5,48,USD,nominal_usd,nominal_values_not_inflation_adjusted
aidexports,Aid exports,BWA,Botswana,10,2015,2024,10690917.0,1069091.7,691543.0,49,USD,nominal_usd,nominal_values_not_inflation_adjusted
aidexports,Aid exports,LBY,Libya,10,2015,2024,7281991.0,728199.1,0.0,50,USD,nominal_usd,nominal_values_not_inflation_adjusted
aidexports,Aid exports,SYC,Seychelles,10,2015,2024,6543806.0,654380.6,501948.0,51,USD,nominal_usd,nominal_values_not_inflation_adjusted
aidexports,Aid exports,MUS,Mauritius,10,2015,2024,6343173.0,634317.3,277469.0,52,USD,nominal_usd,nominal_values_not_inflation_adjusted
aidexports,Aid exports,STP,Sao Tome & Principe,10,2015,2024,6044249.0,604424.9,322495.5,53,USD,nominal_usd,nominal_values_not_inflation_adjusted
aidexports,Aid exports,SWZ,Eswatini,10,2015,2024,0.0,0.0,0.0,54,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_stock,FDI stock,ZAF,South Africa,22,2003,2024,89700477165.04,4077294416.592727,4749020000.0,1,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_stock,FDI stock,COD,"Congo, Dem. Rep.",22,2003,2024,47226670000.0,2146666818.181818,1630215000.0,2,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_stock,FDI stock,NGA,Nigeria,22,2003,2024,37107368000.0,1686698545.454545,2170035000.0,3,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_stock,FDI stock,ZMB,Zambia,22,2003,2024,36891480000.0,1676885454.545455,1837215000.0,4,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_stock,FDI stock,DZA,Algeria,22,2003,2024,28656687400.0,1302576700.0,1559565000.0,5,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_stock,FDI stock,AGO,Angola,22,2003,2024,27620620000.0,1255482727.272727,1256695000.0,6,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_stock,FDI stock,ETH,Ethiopia,22,2003,2024,27020510000.0,1228205000.0,843230000.0,7,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_stock,FDI stock,ZWE,Zimbabwe,22,2003,2024,21013610000.0,955164090.909091,956580000.0,8,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_stock,FDI stock,KEN,Kenya,22,2003,2024,19797280000.0,899876363.636364,744805000.0,9,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_stock,FDI stock,TZA,Tanzania,22,2003,2024,17594030000.0,799728636.363636,800820000.0,10,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_stock,FDI stock,SDN,Sudan,22,2003,2024,17523036200.0,796501645.454545,1028240000.0,11,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_stock,FDI stock,GHA,Ghana,22,2003,2024,17427610000.0,792164090.909091,855315000.0,12,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_stock,FDI stock,MUS,Mauritius,22,2003,2024,16705230000.0,759328636.363636,775195000.0,13,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_stock,FDI stock,NER,Niger,22,2003,2024,14593130000.0,663324090.909091,404465000.0,14,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_stock,FDI stock,MOZ,Mozambique,22,2003,2024,14303970000.0,650180454.545455,580975000.0,15,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_stock,FDI stock,EGY,Egypt,22,2003,2024,14011330000.0,636878636.363636,584120000.0,16,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_stock,FDI stock,COG,"Congo, Rep.",22,2003,2024,11259280000.0,511785454.545455,557370000.0,17,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_stock,FDI stock,GIN,Guinea,22,2003,2024,8735012400.0,397046018.181818,360650000.0,18,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_stock,FDI stock,UGA,Uganda,22,2003,2024,8320250000.0,378193181.818182,423930000.0,19,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_stock,FDI stock,TCD,Chad,22,2003,2024,6650340000.0,302288181.818182,358950000.0,20,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_stock,FDI stock,MDG,Madagascar,22,2003,2024,5943935800.0,270178900.0,263290000.0,21,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_stock,FDI stock,CIV,Cote d'Ivoire,22,2003,2024,5904920000.0,268405454.545455,52165000.0,22,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_stock,FDI stock,MLI,Mali,22,2003,2024,5034110000.0,228823181.818182,303235000.0,23,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_stock,FDI stock,NAM,Namibia,22,2003,2024,4809050000.0,218593181.818182,167140000.0,24,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_stock,FDI stock,CMR,Cameroon,22,2003,2024,4637150000.0,210779545.454545,163120000.0,25,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_stock,FDI stock,GNQ,Equatorial Guinea,22,2003,2024,4351520000.0,197796363.636364,219915000.0,26,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_stock,FDI stock,SYC,Seychelles,22,2003,2024,4253750000.0,193352272.727273,108935000.0,27,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_stock,FDI stock,MAR,Morocco,22,2003,2024,4226300000.0,192104545.454545,108700000.0,28,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_stock,FDI stock,BWA,Botswana,22,2003,2024,3653420000.0,166064545.454545,169395000.0,29,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_stock,FDI stock,GAB,Gabon,22,2003,2024,3414570000.0,155207727.272727,135950000.0,30,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_stock,FDI stock,LBR,Liberia,22,2003,2024,3048010000.0,138545909.090909,147550000.0,31,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_stock,FDI stock,SEN,Senegal,22,2003,2024,2981400000.0,135518181.818182,114120000.0,32,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_stock,FDI stock,ERI,Eritrea,22,2003,2024,2859790000.0,129990454.545455,105630000.0,33,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_stock,FDI stock,MWI,Malawi,22,2003,2024,2783250000.0,126511363.636364,124425000.0,34,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_stock,FDI stock,LBY,Libya,22,2003,2024,2539200000.0,115418181.818182,77055000.0,35,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_stock,FDI stock,MRT,Mauritania,22,2003,2024,2465300000.0,112059090.909091,105990000.0,36,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_stock,FDI stock,SLE,Sierra Leone,22,2003,2024,2033400000.0,92427272.727273,88595000.0,37,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_stock,FDI stock,RWA,Rwanda,22,2003,2024,1937440000.0,88065454.545455,81345000.0,38,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_stock,FDI stock,BEN,Benin,22,2003,2024,1581620000.0,71891818.181818,61590000.0,39,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_stock,FDI stock,TGO,Togo,22,2003,2024,1465640000.0,66620000.0,62630000.0,40,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_stock,FDI stock,DJI,Djibouti,22,2003,2024,1302200000.0,59190909.090909,35315000.0,41,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_stock,FDI stock,GNB,Guinea-Bissau,22,2003,2024,638780000.0,29035454.545455,26855000.0,42,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_stock,FDI stock,CAF,CAR,22,2003,2024,538390000.0,24472272.727273,14485000.0,43,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_stock,FDI stock,SSD,South Sudan,22,2003,2024,529980000.0,24090000.0,22430000.0,44,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_stock,FDI stock,TUN,Tunisia,22,2003,2024,284400000.0,12927272.727273,11305000.0,45,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_stock,FDI stock,BDI,Burundi,22,2003,2024,180370000.0,8198636.363636,8450000.0,46,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_stock,FDI stock,LSO,Lesotho,22,2003,2024,171420000.0,7791818.181818,8270000.0,47,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_stock,FDI stock,GMB,The Gambia,22,2003,2024,161960000.0,7361818.181818,1215000.0,48,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_stock,FDI stock,CPV,Cape Verde,22,2003,2024,139080000.0,6321818.181818,4580000.0,49,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_stock,FDI stock,COM,Comoros,22,2003,2024,65220000.0,2964545.454545,4045000.0,50,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_stock,FDI stock,BFA,Burkina Faso,22,2003,2024,54130000.0,2460454.545455,100000.0,51,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_stock,FDI stock,STP,Sao Tome & Principe,22,2003,2024,6910000.0,314090.909091,345000.0,52,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_stock,FDI stock,SOM,Somalia,22,2003,2024,0.0,0.0,0.0,53,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_stock,FDI stock,SWZ,Eswatini,22,2003,2024,0.0,0.0,0.0,54,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_flow,FDI flow,ZAF,South Africa,22,2003,2024,9724013204.65,442000600.211364,328135000.0,1,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_flow,FDI flow,COD,"Congo, Dem. Rep.",22,2003,2024,5828060000.0,264911818.181818,186855000.0,2,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_flow,FDI flow,ZMB,Zambia,22,2003,2024,4442190000.0,201917727.272727,167425000.0,3,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_flow,FDI flow,NGA,Nigeria,22,2003,2024,3625755000.0,164807045.454545,167210000.0,4,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_flow,FDI flow,DZA,Algeria,22,2003,2024,2836834200.0,128947009.090909,130130000.0,5,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_flow,FDI flow,KEN,Kenya,22,2003,2024,2798040000.0,127183636.363636,73450000.0,6,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_flow,FDI flow,NER,Niger,22,2003,2024,2560460000.0,116384545.454545,51235000.0,7,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_flow,FDI flow,MUS,Mauritius,22,2003,2024,2246710000.0,102123181.818182,53630000.0,8,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_flow,FDI flow,ZWE,Zimbabwe,22,2003,2024,2058780000.0,93580909.090909,50290000.0,9,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_flow,FDI flow,AGO,Angola,22,2003,2024,1995980000.0,90726363.636364,65230000.0,10,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_flow,FDI flow,ETH,Ethiopia,22,2003,2024,1945350000.0,88425000.0,73295000.0,11,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_flow,FDI flow,EGY,Egypt,22,2003,2024,1903240000.0,86510909.090909,73630000.0,12,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_flow,FDI flow,GHA,Ghana,22,2003,2024,1896810000.0,86218636.363636,46775000.0,13,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_flow,FDI flow,MOZ,Mozambique,22,2003,2024,1828420000.0,83110000.0,31770000.0,14,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_flow,FDI flow,TZA,Tanzania,22,2003,2024,1718560000.0,78116363.636364,72115000.0,15,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_flow,FDI flow,COG,"Congo, Rep.",22,2003,2024,1641770000.0,74625909.090909,41755000.0,16,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_flow,FDI flow,GIN,Guinea,22,2003,2024,1298609900.0,59027722.727273,26670000.0,17,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_flow,FDI flow,UGA,Uganda,22,2003,2024,1164700000.0,52940909.090909,18205000.0,18,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_flow,FDI flow,CIV,Cote d'Ivoire,22,2003,2024,924860000.0,42039090.909091,7745000.0,19,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_flow,FDI flow,MAR,Morocco,22,2003,2024,796250000.0,36193181.818182,8425000.0,20,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_flow,FDI flow,SDN,Sudan,22,2003,2024,747459500.0,33975431.818182,0.0,21,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_flow,FDI flow,SYC,Seychelles,22,2003,2024,598670000.0,27212272.727273,9920000.0,22,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_flow,FDI flow,TCD,Chad,22,2003,2024,533940000.0,24270000.0,6090000.0,23,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_flow,FDI flow,ERI,Eritrea,22,2003,2024,462930000.0,21042272.727273,1625000.0,24,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_flow,FDI flow,MDG,Madagascar,22,2003,2024,452436500.0,20565295.454545,14575000.0,25,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_flow,FDI flow,CMR,Cameroon,22,2003,2024,441750000.0,20079545.454545,1960000.0,26,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_flow,FDI flow,BWA,Botswana,22,2003,2024,397770000.0,18080454.545455,8885000.0,27,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_flow,FDI flow,LBR,Liberia,22,2003,2024,361650000.0,16438636.363636,11170000.0,28,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_flow,FDI flow,MLI,Mali,22,2003,2024,358410000.0,16291363.636364,13645000.0,29,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_flow,FDI flow,MRT,Mauritania,22,2003,2024,347830000.0,15810454.545455,6150000.0,30,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_flow,FDI flow,GAB,Gabon,22,2003,2024,300950000.0,13679545.454545,9830000.0,31,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_flow,FDI flow,SEN,Senegal,22,2003,2024,262110000.0,11914090.909091,5765000.0,32,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_flow,FDI flow,CAF,CAR,22,2003,2024,260160000.0,11825454.545455,135000.0,33,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_flow,FDI flow,BEN,Benin,22,2003,2024,189550000.0,8615909.090909,5690000.0,34,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_flow,FDI flow,NAM,Namibia,22,2003,2024,171110000.0,7777727.272727,6790000.0,35,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_flow,FDI flow,DJI,Djibouti,22,2003,2024,170140000.0,7733636.363636,2700000.0,36,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_flow,FDI flow,RWA,Rwanda,22,2003,2024,147260000.0,6693636.363636,4540000.0,37,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_flow,FDI flow,TGO,Togo,22,2003,2024,127900000.0,5813636.363636,4390000.0,38,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_flow,FDI flow,GNQ,Equatorial Guinea,22,2003,2024,120520000.0,5478181.818182,2745000.0,39,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_flow,FDI flow,SLE,Sierra Leone,22,2003,2024,117660000.0,5348181.818182,4430000.0,40,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_flow,FDI flow,MWI,Malawi,22,2003,2024,57010000.0,2591363.636364,2900000.0,41,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_flow,FDI flow,SSD,South Sudan,22,2003,2024,46020000.0,2091818.181818,25000.0,42,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_flow,FDI flow,LSO,Lesotho,22,2003,2024,30300000.0,1377272.727273,55000.0,43,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_flow,FDI flow,BFA,Burkina Faso,22,2003,2024,27930000.0,1269545.454545,0.0,44,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_flow,FDI flow,TUN,Tunisia,22,2003,2024,26800000.0,1218181.818182,0.0,45,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_flow,FDI flow,GNB,Guinea-Bissau,22,2003,2024,26290000.0,1195000.0,0.0,46,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_flow,FDI flow,BDI,Burundi,22,2003,2024,25850000.0,1175000.0,0.0,47,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_flow,FDI flow,GMB,The Gambia,22,2003,2024,23840000.0,1083636.363636,0.0,48,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_flow,FDI flow,CPV,Cape Verde,22,2003,2024,2450000.0,111363.636364,0.0,49,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_flow,FDI flow,COM,Comoros,22,2003,2024,2100000.0,95454.545455,0.0,50,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_flow,FDI flow,STP,Sao Tome & Principe,22,2003,2024,1700000.0,77272.727273,0.0,51,USD,nominal_usd,nominal_values_not_inflation_adjusted
fdi_flow,FDI flow,SOM,Somalia,22,2003,2024,0.0,0.0,0.0,52,USD,nominal_usd,nominal_values_not_inflation_adjusted
