metric_id,metric_label,year,observed_country_count,record_count,total_value,mean_value,median_value,unit,price_basis,amount_measure,source_first_observed_year,source_last_observed_year,year_complete,coverage_status,coverage_note
chapo,CHAPO commitments,2014,21,77,161134054.083684,7673050.194461,898396.36829,USD,constant_2021_usd,commitment,2000,2021,,observed,annual_source_completeness_not_separately_reported
chapo,CHAPO commitments,2015,13,67,252545706.944777,19426592.841906,1458958.240453,USD,constant_2021_usd,commitment,2000,2021,,observed,annual_source_completeness_not_separately_reported
chapo,CHAPO commitments,2016,19,82,200641835.159961,10560096.587366,624683.993985,USD,constant_2021_usd,commitment,2000,2021,,observed,annual_source_completeness_not_separately_reported
chapo,CHAPO commitments,2017,16,102,168867420.5022,10554213.781388,925662.674294,USD,constant_2021_usd,commitment,2000,2021,,observed,annual_source_completeness_not_separately_reported
chapo,CHAPO commitments,2018,25,134,643443198.981341,25737727.959254,834812.911062,USD,constant_2021_usd,commitment,2000,2021,,observed,annual_source_completeness_not_separately_reported
chapo,CHAPO commitments,2019,19,109,31167238.621347,1640380.980071,147421.63388,USD,constant_2021_usd,commitment,2000,2021,,observed,annual_source_completeness_not_separately_reported
chapo,CHAPO commitments,2020,49,473,91825845.063598,1873996.838033,1174521.63356,USD,constant_2021_usd,commitment,2000,2021,,observed,annual_source_completeness_not_separately_reported
chapo,CHAPO commitments,2021,49,207,834045636.519591,17021339.520808,9000000.0,USD,constant_2021_usd,commitment,2000,2021,,observed,annual_source_completeness_not_separately_reported
chapo,CHAPO commitments,2022,0,0,,,,USD,constant_2021_usd,commitment,2000,2021,False,outside_source_coverage,year_outside_first_and_last_observed_source_years
chapo,CHAPO commitments,2023,0,0,,,,USD,constant_2021_usd,commitment,2000,2021,False,outside_source_coverage,year_outside_first_and_last_observed_source_years
chapo,CHAPO commitments,2024,0,0,,,,USD,constant_2021_usd,commitment,2000,2021,False,outside_source_coverage,year_outside_first_and_last_observed_source_years
aidexports,Aid exports,2000,0,0,,,,USD,nominal_usd,monthly_exports_annual_sum,2015,2024,False,outside_source_coverage,year_outside_first_and_last_observed_source_years
aidexports,Aid exports,2001,0,0,,,,USD,nominal_usd,monthly_exports_annual_sum,2015,2024,False,outside_source_coverage,year_outside_first_and_last_observed_source_years
aidexports,Aid exports,2002,0,0,,,,USD,nominal_usd,monthly_exports_annual_sum,2015,2024,False,outside_source_coverage,year_outside_first_and_last_observed_source_years
aidexports,Aid exports,2003,0,0,,,,USD,nominal_usd,monthly_exports_annual_sum,2015,2024,False,outside_source_coverage,year_outside_first_and_last_observed_source_years
aidexports,Aid exports,2004,0,0,,,,USD,nominal_usd,monthly_exports_annual_sum,2015,2024,False,outside_source_coverage,year_outside_first_and_last_observed_source_years
aidexports,Aid exports,2005,0,0,,,,USD,nominal_usd,monthly_exports_annual_sum,2015,2024,False,outside_source_coverage,year_outside_first_and_last_observed_source_years
aidexports,Aid exports,2006,0,0,,,,USD,nominal_usd,monthly_exports_annual_sum,2015,2024,False,outside_source_coverage,year_outside_first_and_last_observed_source_years
aidexports,Aid exports,2007,0,0,,,,USD,nominal_usd,monthly_exports_annual_sum,2015,2024,False,outside_source_coverage,year_outside_first_and_last_observed_source_years
aidexports,Aid exports,2008,0,0,,,,USD,nominal_usd,monthly_exports_annual_sum,2015,2024,False,outside_source_coverage,year_outside_first_and_last_observed_source_years
aidexports,Aid exports,2009,0,0,,,,USD,nominal_usd,monthly_exports_annual_sum,2015,2024,False,outside_source_coverage,year_outside_first_and_last_observed_source_years
aidexports,Aid exports,2010,0,0,,,,USD,nominal_usd,monthly_exports_annual_sum,2015,2024,False,outside_source_coverage,year_outside_first_and_last_observed_source_years
aidexports,Aid exports,2011,0,0,,,,USD,nominal_usd,monthly_exports_annual_sum,2015,2024,False,outside_source_coverage,year_outside_first_and_last_observed_source_years
aidexports,Aid exports,2012,0,0,,,,USD,nominal_usd,monthly_exports_annual_sum,2015,2024,False,outside_source_coverage,year_outside_first_and_last_observed_source_years
aidexports,Aid exports,2013,0,0,,,,USD,nominal_usd,monthly_exports_annual_sum,2015,2024,False,outside_source_coverage,year_outside_first_and_last_observed_source_years
aidexports,Aid exports,2014,0,0,,,,USD,nominal_usd,monthly_exports_annual_sum,2015,2024,False,outside_source_coverage,year_outside_first_and_last_observed_source_years
aidexports,Aid exports,2015,54,648,217001691.0,4018549.833333,2021510.0,USD,nominal_usd,monthly_exports_annual_sum,2015,2024,True,observed_full_year,maximum_12_months_observed_per_country
aidexports,Aid exports,2016,54,648,171664778.0,3178977.37037,2091158.0,USD,nominal_usd,monthly_exports_annual_sum,2015,2024,True,observed_full_year,maximum_12_months_observed_per_country
aidexports,Aid exports,2017,54,648,276976815.0,5129200.277778,4048833.0,USD,nominal_usd,monthly_exports_annual_sum,2015,2024,True,observed_full_year,maximum_12_months_observed_per_country
aidexports,Aid exports,2018,54,648,270033991.0,5000629.462963,4727582.0,USD,nominal_usd,monthly_exports_annual_sum,2015,2024,True,observed_full_year,maximum_12_months_observed_per_country
aidexports,Aid exports,2019,54,648,346901579.0,6424103.314815,3607989.0,USD,nominal_usd,monthly_exports_annual_sum,2015,2024,True,observed_full_year,maximum_12_months_observed_per_country
aidexports,Aid exports,2020,54,648,254673590.0,4716177.592593,1891414.0,USD,nominal_usd,monthly_exports_annual_sum,2015,2024,True,observed_full_year,maximum_12_months_observed_per_country
aidexports,Aid exports,2021,54,648,402052274.0,7445412.481481,4713374.0,USD,nominal_usd,monthly_exports_annual_sum,2015,2024,True,observed_full_year,maximum_12_months_observed_per_country
aidexports,Aid exports,2022,54,648,254523162.0,4713391.888889,2160006.0,USD,nominal_usd,monthly_exports_annual_sum,2015,2024,True,observed_full_year,maximum_12_months_observed_per_country
aidexports,Aid exports,2023,54,648,188091525.0,3483176.388889,1702973.5,USD,nominal_usd,monthly_exports_annual_sum,2015,2024,True,observed_full_year,maximum_12_months_observed_per_country
aidexports,Aid exports,2024,54,324,98185791.0,1818255.388889,575647.0,USD,nominal_usd,monthly_exports_annual_sum,2015,2024,False,observed_partial_year,maximum_6_months_observed_per_country
fdi_stock,FDI stock,2000,0,,,,,USD,nominal_usd,stock,2003,2024,False,outside_source_coverage,year_outside_first_and_last_observed_source_years
fdi_stock,FDI stock,2001,0,,,,,USD,nominal_usd,stock,2003,2024,False,outside_source_coverage,year_outside_first_and_last_observed_source_years
fdi_stock,FDI stock,2002,0,,,,,USD,nominal_usd,stock,2003,2024,False,outside_source_coverage,year_outside_first_and_last_observed_source_years
fdi_stock,FDI stock,2003,54,,490680000.0,9086666.666667,1990000.0,USD,nominal_usd,stock,2003,2024,,observed,annual_source_completeness_not_separately_reported
fdi_stock,FDI stock,2004,54,,727950000.0,13480555.555556,4700000.0,USD,nominal_usd,stock,2003,2024,,observed,annual_source_completeness_not_separately_reported
fdi_stock,FDI stock,2005,54,,1243700000.0,23031481.481481,8330000.0,USD,nominal_usd,stock,2003,2024,,observed,annual_source_completeness_not_separately_reported
fdi_stock,FDI stock,2006,54,,2059690000.0,38142407.407407,15675000.0,USD,nominal_usd,stock,2003,2024,,observed,annual_source_completeness_not_separately_reported
fdi_stock,FDI stock,2007,54,,3886980000.0,71981111.111111,28915000.0,USD,nominal_usd,stock,2003,2024,,observed,annual_source_completeness_not_separately_reported
fdi_stock,FDI stock,2008,54,,7275590000.0,134733148.148148,26710000.0,USD,nominal_usd,stock,2003,2024,,observed,annual_source_completeness_not_separately_reported
fdi_stock,FDI stock,2009,54,,8768380000.0,162377407.407407,47480000.0,USD,nominal_usd,stock,2003,2024,,observed,annual_source_completeness_not_separately_reported
fdi_stock,FDI stock,2010,54,,12428760000.0,230162222.222222,51810000.0,USD,nominal_usd,stock,2003,2024,,observed,annual_source_completeness_not_separately_reported
fdi_stock,FDI stock,2011,54,,16244320000.0,300820740.740741,82095000.0,USD,nominal_usd,stock,2003,2024,,observed,annual_source_completeness_not_separately_reported
fdi_stock,FDI stock,2012,54,,21729710000.0,402402037.037037,104965000.0,USD,nominal_usd,stock,2003,2024,,observed,annual_source_completeness_not_separately_reported
fdi_stock,FDI stock,2013,54,,26185770000.0,484921666.666667,182290000.0,USD,nominal_usd,stock,2003,2024,,observed,annual_source_completeness_not_separately_reported
fdi_stock,FDI stock,2014,54,,32350070000.0,599075370.37037,189245000.0,USD,nominal_usd,stock,2003,2024,,observed,annual_source_completeness_not_separately_reported
fdi_stock,FDI stock,2015,54,,34694400000.0,642488888.888889,238025000.0,USD,nominal_usd,stock,2003,2024,,observed,annual_source_completeness_not_separately_reported
fdi_stock,FDI stock,2016,54,,39877470000.0,738471666.666667,278175000.0,USD,nominal_usd,stock,2003,2024,,observed,annual_source_completeness_not_separately_reported
fdi_stock,FDI stock,2017,54,,43296490000.0,801786851.851852,343190000.0,USD,nominal_usd,stock,2003,2024,,observed,annual_source_completeness_not_separately_reported
fdi_stock,FDI stock,2018,54,,46103520000.0,853768888.888889,403985000.0,USD,nominal_usd,stock,2003,2024,,observed,annual_source_completeness_not_separately_reported
fdi_stock,FDI stock,2019,54,,44390210000.0,822040925.925926,301360000.0,USD,nominal_usd,stock,2003,2024,,observed,annual_source_completeness_not_separately_reported
fdi_stock,FDI stock,2020,54,,43399236965.04,803689573.426667,345450000.0,USD,nominal_usd,stock,2003,2024,,observed,annual_source_completeness_not_separately_reported
fdi_stock,FDI stock,2021,54,,44186180000.0,818262592.592593,301760000.0,USD,nominal_usd,stock,2003,2024,,observed,annual_source_completeness_not_separately_reported
fdi_stock,FDI stock,2022,54,,40901170000.0,757429074.074074,258545000.0,USD,nominal_usd,stock,2003,2024,,observed,annual_source_completeness_not_separately_reported
fdi_stock,FDI stock,2023,54,,42115300000.0,779912962.962963,246275000.0,USD,nominal_usd,stock,2003,2024,,observed,annual_source_completeness_not_separately_reported
fdi_stock,FDI stock,2024,54,,43798960000.0,811091851.851852,228800000.0,USD,nominal_usd,stock,2003,2024,,observed,annual_source_completeness_not_separately_reported
fdi_flow,FDI flow,2000,0,,,,,USD,nominal_usd,flow,2003,2024,False,outside_source_coverage,year_outside_first_and_last_observed_source_years
fdi_flow,FDI flow,2001,0,,,,,USD,nominal_usd,flow,2003,2024,False,outside_source_coverage,year_outside_first_and_last_observed_source_years
fdi_flow,FDI flow,2002,0,,,,,USD,nominal_usd,flow,2003,2024,False,outside_source_coverage,year_outside_first_and_last_observed_source_years
fdi_flow,FDI flow,2003,54,,74810000.0,1385370.37037,35000.0,USD,nominal_usd,flow,2003,2024,,observed,annual_source_completeness_not_separately_reported
fdi_flow,FDI flow,2004,54,,170730000.0,3161666.666667,245000.0,USD,nominal_usd,flow,2003,2024,,observed,annual_source_completeness_not_separately_reported
fdi_flow,FDI flow,2005,54,,300550000.0,5565740.740741,480000.0,USD,nominal_usd,flow,2003,2024,,observed,annual_source_completeness_not_separately_reported
fdi_flow,FDI flow,2006,54,,469070000.0,8686481.481481,740000.0,USD,nominal_usd,flow,2003,2024,,observed,annual_source_completeness_not_separately_reported
fdi_flow,FDI flow,2007,54,,1508910000.0,27942777.777778,1860000.0,USD,nominal_usd,flow,2003,2024,,observed,annual_source_completeness_not_separately_reported
fdi_flow,FDI flow,2008,54,,5553700000.0,102846296.296296,3080000.0,USD,nominal_usd,flow,2003,2024,,observed,annual_source_completeness_not_separately_reported
fdi_flow,FDI flow,2009,54,,1419570000.0,26288333.333333,8150000.0,USD,nominal_usd,flow,2003,2024,,observed,annual_source_completeness_not_separately_reported
fdi_flow,FDI flow,2010,54,,2081030000.0,38537592.592593,10815000.0,USD,nominal_usd,flow,2003,2024,,observed,annual_source_completeness_not_separately_reported
fdi_flow,FDI flow,2011,54,,3173140000.0,58761851.851852,9075000.0,USD,nominal_usd,flow,2003,2024,,observed,annual_source_completeness_not_separately_reported
fdi_flow,FDI flow,2012,54,,2516660000.0,46604814.814815,10060000.0,USD,nominal_usd,flow,2003,2024,,observed,annual_source_completeness_not_separately_reported
fdi_flow,FDI flow,2013,54,,3370640000.0,62419259.259259,16600000.0,USD,nominal_usd,flow,2003,2024,,observed,annual_source_completeness_not_separately_reported
fdi_flow,FDI flow,2014,54,,3201920000.0,59294814.814815,19165000.0,USD,nominal_usd,flow,2003,2024,,observed,annual_source_completeness_not_separately_reported
fdi_flow,FDI flow,2015,54,,2977920000.0,55146666.666667,19090000.0,USD,nominal_usd,flow,2003,2024,,observed,annual_source_completeness_not_separately_reported
fdi_flow,FDI flow,2016,54,,2398730000.0,44420925.925926,10650000.0,USD,nominal_usd,flow,2003,2024,,observed,annual_source_completeness_not_separately_reported
fdi_flow,FDI flow,2017,54,,4104980000.0,76018148.148148,35670000.0,USD,nominal_usd,flow,2003,2024,,observed,annual_source_completeness_not_separately_reported
fdi_flow,FDI flow,2018,54,,5407170000.0,100132777.777778,36825000.0,USD,nominal_usd,flow,2003,2024,,observed,annual_source_completeness_not_separately_reported
fdi_flow,FDI flow,2019,54,,2704390000.0,50081296.296296,3735000.0,USD,nominal_usd,flow,2003,2024,,observed,annual_source_completeness_not_separately_reported
fdi_flow,FDI flow,2020,54,,4225608304.65,78252005.641667,22597100.0,USD,nominal_usd,flow,2003,2024,,observed,annual_source_completeness_not_separately_reported
fdi_flow,FDI flow,2021,54,,4986650000.0,92345370.37037,11110000.0,USD,nominal_usd,flow,2003,2024,,observed,annual_source_completeness_not_separately_reported
fdi_flow,FDI flow,2022,54,,1811820000.0,33552222.222222,4900000.0,USD,nominal_usd,flow,2003,2024,,observed,annual_source_completeness_not_separately_reported
fdi_flow,FDI flow,2023,54,,3958810000.0,73311296.296296,17460000.0,USD,nominal_usd,flow,2003,2024,,observed,annual_source_completeness_not_separately_reported
fdi_flow,FDI flow,2024,54,,3368000000.0,62370370.37037,8525000.0,USD,nominal_usd,flow,2003,2024,,observed,annual_source_completeness_not_separately_reported
ihme,IHME DAH disbursement,2000,54,7513,3830.269641,70.930919,47.249699,USD million,constant_2023_usd,disbursement,2000,2023,,observed,annual_source_completeness_not_separately_reported
ihme,IHME DAH disbursement,2001,54,7620,4019.369481,74.432768,43.43842,USD million,constant_2023_usd,disbursement,2000,2023,,observed,annual_source_completeness_not_separately_reported
ihme,IHME DAH disbursement,2002,54,8897,4076.741315,75.49521,50.777056,USD million,constant_2023_usd,disbursement,2000,2023,,observed,annual_source_completeness_not_separately_reported
ihme,IHME DAH disbursement,2003,54,9902,5181.012483,95.944676,63.827023,USD million,constant_2023_usd,disbursement,2000,2023,,observed,annual_source_completeness_not_separately_reported
ihme,IHME DAH disbursement,2004,54,10538,6875.390202,127.322041,69.848492,USD million,constant_2023_usd,disbursement,2000,2023,,observed,annual_source_completeness_not_separately_reported
ihme,IHME DAH disbursement,2005,54,10862,8199.336146,151.839558,80.577516,USD million,constant_2023_usd,disbursement,2000,2023,,observed,annual_source_completeness_not_separately_reported
ihme,IHME DAH disbursement,2006,54,11942,9448.842785,174.97857,90.664527,USD million,constant_2023_usd,disbursement,2000,2023,,observed,annual_source_completeness_not_separately_reported
ihme,IHME DAH disbursement,2007,53,12339,10514.912571,198.394577,96.51579,USD million,constant_2023_usd,disbursement,2000,2023,,observed,annual_source_completeness_not_separately_reported
ihme,IHME DAH disbursement,2008,53,12641,13802.204563,260.418954,126.55082,USD million,constant_2023_usd,disbursement,2000,2023,,observed,annual_source_completeness_not_separately_reported
ihme,IHME DAH disbursement,2009,54,13064,14206.45718,263.08254,143.887946,USD million,constant_2023_usd,disbursement,2000,2023,,observed,annual_source_completeness_not_separately_reported
ihme,IHME DAH disbursement,2010,54,12697,14677.018119,271.796632,137.375547,USD million,constant_2023_usd,disbursement,2000,2023,,observed,annual_source_completeness_not_separately_reported
ihme,IHME DAH disbursement,2011,54,12984,15546.106597,287.890863,157.63459,USD million,constant_2023_usd,disbursement,2000,2023,,observed,annual_source_completeness_not_separately_reported
ihme,IHME DAH disbursement,2012,54,12735,17003.000642,314.870382,158.314143,USD million,constant_2023_usd,disbursement,2000,2023,,observed,annual_source_completeness_not_separately_reported
ihme,IHME DAH disbursement,2013,54,12375,19285.471225,357.138356,182.342395,USD million,constant_2023_usd,disbursement,2000,2023,,observed,annual_source_completeness_not_separately_reported
ihme,IHME DAH disbursement,2014,54,12523,19501.674275,361.142116,198.671991,USD million,constant_2023_usd,disbursement,2000,2023,,observed,annual_source_completeness_not_separately_reported
ihme,IHME DAH disbursement,2015,54,13200,20391.317695,377.616994,195.906864,USD million,constant_2023_usd,disbursement,2000,2023,,observed,annual_source_completeness_not_separately_reported
ihme,IHME DAH disbursement,2016,53,13093,19703.337839,371.761091,231.647743,USD million,constant_2023_usd,disbursement,2000,2023,,observed,annual_source_completeness_not_separately_reported
ihme,IHME DAH disbursement,2017,53,12540,21091.488063,397.952605,224.194725,USD million,constant_2023_usd,disbursement,2000,2023,,observed,annual_source_completeness_not_separately_reported
ihme,IHME DAH disbursement,2018,53,12520,20229.320282,381.685288,257.895133,USD million,constant_2023_usd,disbursement,2000,2023,,observed,annual_source_completeness_not_separately_reported
ihme,IHME DAH disbursement,2019,53,12642,21169.88251,399.431745,222.89491,USD million,constant_2023_usd,disbursement,2000,2023,,observed,annual_source_completeness_not_separately_reported
ihme,IHME DAH disbursement,2020,53,14097,24832.749574,468.542445,255.506173,USD million,constant_2023_usd,disbursement,2000,2023,,observed,annual_source_completeness_not_separately_reported
ihme,IHME DAH disbursement,2021,53,13339,32294.334605,609.327068,434.394082,USD million,constant_2023_usd,disbursement,2000,2023,,observed,annual_source_completeness_not_separately_reported
ihme,IHME DAH disbursement,2022,54,13277,25458.474417,471.45323,284.298921,USD million,constant_2023_usd,disbursement,2000,2023,,observed,annual_source_completeness_not_separately_reported
ihme,IHME DAH disbursement,2023,54,13021,21455.068463,397.316083,230.297043,USD million,constant_2023_usd,disbursement,2000,2023,,observed,annual_source_completeness_not_separately_reported
ihme,IHME DAH disbursement,2024,0,0,,,,USD million,constant_2023_usd,disbursement,2000,2023,False,outside_source_coverage,year_outside_first_and_last_observed_source_years
china_eu_finance,China development finance,2000,29,,1420977507.850479,48999224.408637,14438064.437973,USD,constant_2017_usd,development_finance,2000,2017,,observed,annual_source_completeness_not_separately_reported
china_eu_finance,China development finance,2001,0,,,,,USD,constant_2017_usd,development_finance,2000,2017,False,no_observations_within_source_span,no_value_observed_in_loaded_source_extract
china_eu_finance,China development finance,2002,40,,2801300145.165645,70032503.629141,20924833.336458,USD,constant_2017_usd,development_finance,2000,2017,,observed,annual_source_completeness_not_separately_reported
china_eu_finance,China development finance,2003,39,,4449920577.223322,114100527.621111,13794658.061361,USD,constant_2017_usd,development_finance,2000,2017,,observed,annual_source_completeness_not_separately_reported
china_eu_finance,China development finance,2004,42,,5530181693.404604,131670992.70011,8974322.391161,USD,constant_2017_usd,development_finance,2000,2017,,observed,annual_source_completeness_not_separately_reported
china_eu_finance,China development finance,2005,40,,7448252229.297514,186206305.732438,16671519.024046,USD,constant_2017_usd,development_finance,2000,2017,,observed,annual_source_completeness_not_separately_reported
china_eu_finance,China development finance,2006,44,,14681360607.900602,333667286.543195,46638931.550412,USD,constant_2017_usd,development_finance,2000,2017,,observed,annual_source_completeness_not_separately_reported
china_eu_finance,China development finance,2007,47,,17878582057.384327,380395362.923071,62413854.179504,USD,constant_2017_usd,development_finance,2000,2017,,observed,annual_source_completeness_not_separately_reported
china_eu_finance,China development finance,2008,39,,16396067149.160616,420411978.183606,39233862.487662,USD,constant_2017_usd,development_finance,2000,2017,,observed,annual_source_completeness_not_separately_reported
china_eu_finance,China development finance,2009,48,,23542706239.181545,490473046.649616,65658112.633809,USD,constant_2017_usd,development_finance,2000,2017,,observed,annual_source_completeness_not_separately_reported
china_eu_finance,China development finance,2010,41,,38124856206.61906,929874541.624855,79769788.258711,USD,constant_2017_usd,development_finance,2000,2017,,observed,annual_source_completeness_not_separately_reported
china_eu_finance,China development finance,2011,46,,18192864871.005295,395497062.413159,81879318.368826,USD,constant_2017_usd,development_finance,2000,2017,,observed,annual_source_completeness_not_separately_reported
china_eu_finance,China development finance,2012,42,,16794143179.509756,399860551.893089,121878728.39562,USD,constant_2017_usd,development_finance,2000,2017,,observed,annual_source_completeness_not_separately_reported
china_eu_finance,China development finance,2013,45,,26354064879.566666,585645886.212593,198607686.272924,USD,constant_2017_usd,development_finance,2000,2017,,observed,annual_source_completeness_not_separately_reported
china_eu_finance,China development finance,2014,41,,17419461829.63732,424864922.674081,108841445.300731,USD,constant_2017_usd,development_finance,2000,2017,,observed,annual_source_completeness_not_separately_reported
china_eu_finance,China development finance,2015,46,,32412260586.182346,704614360.569181,69242410.21745,USD,constant_2017_usd,development_finance,2000,2017,,observed,annual_source_completeness_not_separately_reported
china_eu_finance,China development finance,2016,48,,55341156844.07319,1152940767.584858,96011238.156763,USD,constant_2017_usd,development_finance,2000,2017,,observed,annual_source_completeness_not_separately_reported
china_eu_finance,China development finance,2017,49,,58772491588.96359,1199438603.8564,139753957.949352,USD,constant_2017_usd,development_finance,2000,2017,,observed,annual_source_completeness_not_separately_reported
china_eu_finance,China development finance,2018,0,,,,,USD,constant_2017_usd,development_finance,2000,2017,False,outside_source_coverage,year_outside_first_and_last_observed_source_years
china_eu_finance,China development finance,2019,0,,,,,USD,constant_2017_usd,development_finance,2000,2017,False,outside_source_coverage,year_outside_first_and_last_observed_source_years
china_eu_finance,China development finance,2020,0,,,,,USD,constant_2017_usd,development_finance,2000,2017,False,outside_source_coverage,year_outside_first_and_last_observed_source_years
china_eu_finance,China development finance,2021,0,,,,,USD,constant_2017_usd,development_finance,2000,2017,False,outside_source_coverage,year_outside_first_and_last_observed_source_years
china_eu_finance,China development finance,2022,0,,,,,USD,constant_2017_usd,development_finance,2000,2017,False,outside_source_coverage,year_outside_first_and_last_observed_source_years
china_eu_finance,China development finance,2023,0,,,,,USD,constant_2017_usd,development_finance,2000,2017,False,outside_source_coverage,year_outside_first_and_last_observed_source_years
china_eu_finance,China development finance,2024,0,,,,,USD,constant_2017_usd,development_finance,2000,2017,False,outside_source_coverage,year_outside_first_and_last_observed_source_years
cgp_capacity,CGP capacity,2000,0,0,,,,MW,not_applicable,capacity,2002,2023,False,outside_source_coverage,year_outside_first_and_last_observed_source_years
cgp_capacity,CGP capacity,2001,0,0,,,,MW,not_applicable,capacity,2002,2023,False,outside_source_coverage,year_outside_first_and_last_observed_source_years
cgp_capacity,CGP capacity,2002,1,2,250.0,250.0,250.0,MW,not_applicable,capacity,2002,2023,,observed,annual_source_completeness_not_separately_reported
cgp_capacity,CGP capacity,2003,2,15,1310.0,655.0,655.0,MW,not_applicable,capacity,2002,2023,,observed,annual_source_completeness_not_separately_reported
cgp_capacity,CGP capacity,2004,0,0,,,,MW,not_applicable,capacity,2002,2023,False,no_observations_within_source_span,no_value_observed_in_loaded_source_extract
cgp_capacity,CGP capacity,2005,1,2,200.0,200.0,200.0,MW,not_applicable,capacity,2002,2023,,observed,annual_source_completeness_not_separately_reported
cgp_capacity,CGP capacity,2006,1,4,120.0,120.0,120.0,MW,not_applicable,capacity,2002,2023,,observed,annual_source_completeness_not_separately_reported
cgp_capacity,CGP capacity,2007,3,7,678.0,226.0,194.0,MW,not_applicable,capacity,2002,2023,,observed,annual_source_completeness_not_separately_reported
cgp_capacity,CGP capacity,2008,3,11,1090.0,363.333333,360.0,MW,not_applicable,capacity,2002,2023,,observed,annual_source_completeness_not_separately_reported
cgp_capacity,CGP capacity,2009,4,6,790.79,197.6975,148.05,MW,not_applicable,capacity,2002,2023,,observed,annual_source_completeness_not_separately_reported
cgp_capacity,CGP capacity,2010,4,8,452.0,113.0,95.5,MW,not_applicable,capacity,2002,2023,,observed,annual_source_completeness_not_separately_reported
cgp_capacity,CGP capacity,2011,3,8,380.0,126.666667,150.0,MW,not_applicable,capacity,2002,2023,,observed,annual_source_completeness_not_separately_reported
cgp_capacity,CGP capacity,2012,1,1,51.0,51.0,51.0,MW,not_applicable,capacity,2002,2023,,observed,annual_source_completeness_not_separately_reported
cgp_capacity,CGP capacity,2013,9,25,1925.3,213.922222,153.0,MW,not_applicable,capacity,2002,2023,,observed,annual_source_completeness_not_separately_reported
cgp_capacity,CGP capacity,2014,4,10,593.22,148.305,115.4,MW,not_applicable,capacity,2002,2023,,observed,annual_source_completeness_not_separately_reported
cgp_capacity,CGP capacity,2015,4,9,990.0,247.5,170.0,MW,not_applicable,capacity,2002,2023,,observed,annual_source_completeness_not_separately_reported
cgp_capacity,CGP capacity,2016,4,17,10312.5,2578.125,1790.25,MW,not_applicable,capacity,2002,2023,,observed,annual_source_completeness_not_separately_reported
cgp_capacity,CGP capacity,2017,3,8,1114.5,371.5,244.5,MW,not_applicable,capacity,2002,2023,,observed,annual_source_completeness_not_separately_reported
cgp_capacity,CGP capacity,2018,2,10,5250.0,2625.0,2625.0,MW,not_applicable,capacity,2002,2023,,observed,annual_source_completeness_not_separately_reported
cgp_capacity,CGP capacity,2019,2,5,206.9,103.45,103.45,MW,not_applicable,capacity,2002,2023,,observed,annual_source_completeness_not_separately_reported
cgp_capacity,CGP capacity,2020,3,10,791.5,263.833333,70.0,MW,not_applicable,capacity,2002,2023,,observed,annual_source_completeness_not_separately_reported
cgp_capacity,CGP capacity,2021,1,4,256.0,256.0,256.0,MW,not_applicable,capacity,2002,2023,,observed,annual_source_completeness_not_separately_reported
cgp_capacity,CGP capacity,2022,1,1,100.0,100.0,100.0,MW,not_applicable,capacity,2002,2023,,observed,annual_source_completeness_not_separately_reported
cgp_capacity,CGP capacity,2023,2,2,89.0,44.5,44.5,MW,not_applicable,capacity,2002,2023,,observed,annual_source_completeness_not_separately_reported
cgp_capacity,CGP capacity,2024,0,0,,,,MW,not_applicable,capacity,2002,2023,False,outside_source_coverage,year_outside_first_and_last_observed_source_years
