project_entity_id,country_iso3,year,canonical_title,member_count,source_count,sources,member_record_keys,match_basis,amount_policy
SRC-CFFBDCC5B90E87,COD,2020,CNMHKI provides $75 million shareholder loan for Phase 1 of Kambove Copper and Cobalt Mining Project,1,1,aiddata,aiddata:102992,source_record,no_cross_source_amount_selected_or_summed
SRC-FBDCF445134531,COD,2020,China Eximbank provides RMB 1.05 billion government concessional loan for Ministry of Finance Information and Communications Technology Modernization Project,1,1,aiddata,aiddata:92575,source_record,no_cross_source_amount_selected_or_summed
SRC-FD07D19E788072,COD,2020,Guangzhou donates anti-epidemic materials to the government of the Democratic Republic of the Congo in September 2020,1,1,aiddata,aiddata:92888,source_record,no_cross_source_amount_selected_or_summed
SRC-02A561ACEDF183,COD,2021,Chinese Government provides medical materials to the Civil House of the Head of State of the Democratic Republic of the Congo (DRC) in 2021,1,1,aiddata,aiddata:93048,source_record,no_cross_source_amount_selected_or_summed
SRC-15352739B3458A,COD,2021,"SICOMINES provides 300,000 USD in disaster relief funds and anti-epidemic materials to the government of the DRC in July 2021",1,1,aiddata,aiddata:92880,source_record,no_cross_source_amount_selected_or_summed
SRC-4018C7E5FBF2B3,COD,2021,Chinese Government provides USD $17 million in financial support to the Government of the Democratic Republic of the Congo (DRC) in January 2021 (linked to Record ID# 93016),1,1,aiddata,aiddata:93017,source_record,no_cross_source_amount_selected_or_summed
SRC-43C0797397E2AB,COD,2021,"Zijin Mining Group Co., Ltd. provides $150 million loan — via PxF facility — for Phase 2 of Kamoa-Kakula Copper-Cobalt Mine Project",1,1,aiddata,aiddata:102654,source_record,no_cross_source_amount_selected_or_summed
SRC-635B5649E025ED,COD,2021,Chinese Government dispatches the 20th medical team to the Democratic Republic of the Congo COVID-19 relief,1,1,aiddata,aiddata:93038,source_record,no_cross_source_amount_selected_or_summed
SRC-7337911AE4701F,COD,2021,"CITIC Metal Co., Ltd. provides $150 million loan — via PxF facility — for Phase 2 of Kamoa-Kakula Copper-Cobalt Mine Project",1,1,aiddata,aiddata:102735,source_record,no_cross_source_amount_selected_or_summed
SRC-A5CA20B22503A9,COD,2021,China Eximbank suspends debt service payments from DRC Government between January and June 2021,1,1,aiddata,aiddata:95656,source_record,no_cross_source_amount_selected_or_summed
SRC-AB2909F2744FB2,COD,2021,"Chinese Government donates 400,000 Sinovac Covid-19 vaccine doses worth $7.2 million in September 2021",1,1,aiddata,aiddata:92892,source_record,no_cross_source_amount_selected_or_summed
SRC-CB3EF028BE2DB3,COD,2021,Chinese Government grants scholarships to 30 students in Democratic Republic of the Congo for the 2022-2023 academic year,1,1,aiddata,aiddata:99761,source_record,no_cross_source_amount_selected_or_summed
SRC-4F8076956D4A7C,COD,2022,Chinese Embassy in the Democratic Republic of the Congo donates information technology equipment to Democratic Republic of the Congo's Ministry of National Defense in December 2022,1,1,aiddata,aiddata:99740,source_record,no_cross_source_amount_selected_or_summed
SRC-5F64306C20C9D8,COD,2022,"Nzolana Avenue, Phase II",1,1,cla,cla:CD.006.62,source_record,no_cross_source_amount_selected_or_summed
SRC-9855642A4C1FB0,COD,2022,Chinese Embassy provides anti-epidemic materials to the University of Kinshasa in March 2022,1,1,aiddata,aiddata:92893,source_record,no_cross_source_amount_selected_or_summed
SRC-9A6ABBE7392CC4,COD,2022,Chinese Embassy in the Democratic Republic of the Congo (DRC) awards the 'Mulan Scholarship' to female students at the University of Kinshasa in March 2022,1,1,aiddata,aiddata:92894,source_record,no_cross_source_amount_selected_or_summed
SRC-B7AB34C886A3FA,COD,2022,"CAFIC provides $20 million loan for Lonshi Copper Mining, Processing, and Smelting Project",1,1,aiddata,aiddata:103012,source_record,no_cross_source_amount_selected_or_summed
SRC-E89CFB722C476B,COD,2022,The 20th Chinese medical team in the Democratic Republic of the Congo (DRC) donates medical and logistical supplies to the Sino-Congolese Friendship Hospital in N'djili in August 2022,1,1,aiddata,aiddata:92897,source_record,no_cross_source_amount_selected_or_summed
SRC-FF74944D4B875E,COD,2022,"[Sino-Congolese Programme] China Eximbank provides $23.9 million loan for Phase 2 of Nzolana Avenue Modernization Project (Linked to Record ID#450, #59229)",1,1,aiddata,aiddata:59235,source_record,no_cross_source_amount_selected_or_summed
SRC-3B37457AD37F98,COD,2023,"[Sino-Congolese Programme] China Eximbank provides $23.3 million loan for Phase 2 of Mbuji Mayi-Mwene Ditu Paved Road Rehabilitation Project (Linked to Record ID#450, 59244)",1,1,aiddata,aiddata:108764,source_record,no_cross_source_amount_selected_or_summed
SRC-54AEE1369163CE,COD,2023,"China Construction Bank provides EUR 182.1 million loan for Rehabilitation and Modernization of the G23, G24, and G26 Units of the Inga II Project",1,1,aiddata,aiddata:109113,source_record,no_cross_source_amount_selected_or_summed
SRC-5F19F3DBEE91A6,COD,2023,[Sino-Congolese Programme] China Eximbank provides $7.99 million loan for Manterne-Tshela-Singini Road Rehabilitation Project (Linked to Record ID#450),1,1,aiddata,aiddata:108765,source_record,no_cross_source_amount_selected_or_summed
SRC-6524194C026B16,COD,2023,"[Sino-Congolese Programme] China Eximbank provides loan for Phase 2 of Bukavu Stadium Construction Project (Linked to Record ID#450, 59212)",1,1,aiddata,aiddata:108766,source_record,no_cross_source_amount_selected_or_summed
SRC-8291E3E9B55238,COD,2023,Top Create Resources Limited — a subsidiary of China Minmetals Non-ferrous Metals Company Limited — provides $300 million term loan facility for Kinsevere Copper and Cobalt Mining Expansion Project,1,1,aiddata,aiddata:103013,source_record,no_cross_source_amount_selected_or_summed
SRC-8DF79E6BEA1A9A,COD,2023,"[Sino-Congolese Programme] China Eximbank provides $31.12 million loan for Phase 3 of the 55.5 km Bukavu-Nyangezi-Kamanyola-Uvira Segment of Route Nationale 5 (RN5) Construction and Modernization Project (Linked to Record ID#450, 85310, 46231)",1,1,aiddata,aiddata:108768,source_record,no_cross_source_amount_selected_or_summed
SRC-92F511691118AB,COD,2023,KFM donates school supplies to Kansuki Primary School in January 2023,1,1,aiddata,aiddata:105054,source_record,no_cross_source_amount_selected_or_summed
SRC-A18BF57D49B15F,COD,2023,"[Sino-Congolese Programme] China Eximbank provides $787,136 loan for Avenue Kitutu Solar Lighting Supply and Installation Project (Linked to Record ID#450)",1,1,aiddata,aiddata:108769,source_record,no_cross_source_amount_selected_or_summed
SRC-CAD58F5FDA99E0,COD,2023,Tenke Fungurume Mining funds dredging of Dipeta River in 2023,1,1,aiddata,aiddata:109249,source_record,no_cross_source_amount_selected_or_summed
SRC-D8F657AB4571F3,COD,2023,Chinese Embassy awards scholarships to 35 students in the Democratic Republic of the Congo,1,1,aiddata,aiddata:107849,source_record,no_cross_source_amount_selected_or_summed
SRC-DC5B6E20DF428E,COD,2023,[Sino-Congolese Programme] China Eximbank provides $1.51 million loan for RN1 to Idiofa Section of National Road 20 (RN20) Rehabilitation Project (Linked to Record ID#450),1,1,aiddata,aiddata:108767,source_record,no_cross_source_amount_selected_or_summed
SRC-DF210F19D4E114,COD,2023,Chinese Government dispatches 21st medical team to the Democratic Republic of the Congo,1,1,aiddata,aiddata:107842,source_record,no_cross_source_amount_selected_or_summed
SRC-F2F88A9E8E168A,COD,2023,Tenke Fungurume Mining donates 8 tractors to local communities,1,1,aiddata,aiddata:109252,source_record,no_cross_source_amount_selected_or_summed
PM-786A7F9EE8B102,COD,2024,Kinshasa Ring Roads (63km),2,2,cla|codf,cla:CD.006.63|codf:CD.006.63,automatic_high_confidence,no_cross_source_amount_selected_or_summed
SRC-DF993FA3ACBF46,COG,2000,"Lutete, Cement Factory",1,1,cla,cla:CG.002,source_record,no_cross_source_amount_selected_or_summed
SRC-91443C3717DB19,COG,2001,Debt cancellation,1,1,cancel,cancel:C.CG.01,source_record,no_cross_source_amount_selected_or_summed
PM-BF1B40B56E8E6A,COG,2003,Imboulou Hydropower Station (120MW),2,2,cla|cofi,cla:CG.004|cofi:COG2021002:debt,automatic_high_confidence,no_cross_source_amount_selected_or_summed
SRC-DE01424E4FBC2D,COG,2005,Transmission Network from Imboulou Hydropower: 220kV (780km); 110kV (91km); 20kV & 30kV (350km),1,1,cla,cla:CG.045,source_record,no_cross_source_amount_selected_or_summed
SRC-04B0A0A9E180BA,COG,2006,"National Telecom, Phase I",1,1,cla,cla:CG.051,source_record,no_cross_source_amount_selected_or_summed
SRC-1023A8AB01993E,COG,2006,Oyo General Hospital and Hospital Road,1,1,cla,cla:CG.005.10,source_record,no_cross_source_amount_selected_or_summed
SRC-15F6619E4E21CA,COG,2006,Purchase of MA60 Passenger Aircrafts (3 Units),1,1,cla,cla:CG.021,source_record,no_cross_source_amount_selected_or_summed
SRC-3C3B8E783421DD,COG,2006,"Drinking Water Supply System, Djiri",1,1,cla,cla:CG.005.03,source_record,no_cross_source_amount_selected_or_summed
SRC-3D8A902FD29762,COG,2006,"Brazzaville, Ollombo Airport, Modernization",1,1,cla,cla:CG.005.08,source_record,no_cross_source_amount_selected_or_summed
SRC-60C10D4C79262C,COG,2006,"815/""August 15"" Social Housing Complex (200 units)",1,1,cla,cla:CG.005.09,source_record,no_cross_source_amount_selected_or_summed
SRC-8C10DA65A64D5C,COG,2006,"National Telecom, Phase II",1,1,cla,cla:CG.049,source_record,no_cross_source_amount_selected_or_summed
SRC-B9033468263858,COG,2006,"National Route 2, Owando-Makoua-Ouesso Road, Owando - Makoua - Mambili, Phase 1 (126km)",1,1,cla,cla:CG.005.06,source_record,no_cross_source_amount_selected_or_summed
SRC-F1E28F38EBF6F2,COG,2006,"National Route 1, Pointe-Noire-Brazzaville Road, Phase I, Pointe-Noire - Dolisie (164km)",1,1,cla,cla:CG.005.05,source_record,no_cross_source_amount_selected_or_summed
SRC-F21250C884E31A,COG,2006,"Gabon Border Road, Obouya-Boundji-Okoyo-Gabon Border (OBO Road), Phase 1 (125km)",1,1,cla,cla:CG.005.07,source_record,no_cross_source_amount_selected_or_summed
SRC-D13ABD0F44E214,COG,2007,Debt cancellation,1,1,cancel,cancel:C.CG.03,source_record,no_cross_source_amount_selected_or_summed
PM-1E6EDD65C8DA46,COG,2008,"Maya-Maya Airport, Brazzaville",2,2,cla|codf,cla:CG.005.02|codf:CG.005.02,automatic_high_confidence,no_cross_source_amount_selected_or_summed
SRC-6CA587303158B8,COG,2008,"Gabon Border Road, Obouya-Boundji-Okoyo-Gabon Border (OBO Road), Phase 1 (125km)",1,1,codf,codf:CG.005.07,source_record,no_cross_source_amount_selected_or_summed
SRC-59DC336CE1D579,COG,2009,IMBOULOU,1,1,cofi,cofi:COG2021001:debt,source_record,no_cross_source_amount_selected_or_summed
PM-71DC41B76D78D8,COG,2012,"Housing, Mpila District, Brazzville, Reconstruction (200 units)",2,2,cla|codf,cla:CG.048|codf:CG.048,automatic_high_confidence,no_cross_source_amount_selected_or_summed
PM-A5D2DA38DAC077,COG,2012,"National Route 1, Pointe-Noire-Brazzaville Road, Dolisie - Brazzaville, Phase 2 (376km)",2,2,cla|codf,cla:CG.009.17|codf:CG.009.17,automatic_high_confidence,no_cross_source_amount_selected_or_summed
SRC-1E23D7B60DB328,COG,2012,LIOUESSO,1,1,cofi,cofi:COG2021003:debt,source_record,no_cross_source_amount_selected_or_summed
PM-45312C2870418A,COG,2013,"Oyo Harbor, Phase 1",2,2,cla|codf,cla:CG.009.02|codf:CG.009.02,automatic_high_confidence,no_cross_source_amount_selected_or_summed
PM-48879F96D4B1E0,COG,2013,"National Route 2, Owando-Makoua-Ouesso Road, Mambili - Ouésso, Phase 2 (199km)",2,2,cla|codf,cla:CG.009.09|codf:CG.009.09,automatic_high_confidence,no_cross_source_amount_selected_or_summed
PM-892EE1AB9437DE,COG,2013,"Transmission Line, Liouesso Hydropower Plant - Ouesso-North (110kV, 74km)",9,4,cgef|cgp|cla|codf,cgef:CG.009.04|cgef:CG.009.11|cgp:CG.001.1|cgp:CG.001.2|cgp:CG.001.3|cla:CG.009.04|cla:CG.009.11|codf:CG.009.04|codf:CG.009.11,human_confirmed,no_cross_source_amount_selected_or_summed
PM-A0BC4D73D94734,COG,2013,Mpila High School,2,2,cla|codf,cla:CG.047|codf:CG.047,automatic_high_confidence,no_cross_source_amount_selected_or_summed
PM-FDADA2702BE0EC,COG,2013,"Gabon Border Road, Okoyo-Lékéty-Frontier Road, Phase 2 (90km)",2,2,cla|codf,cla:CG.009.10|codf:CG.009.10,automatic_high_confidence,no_cross_source_amount_selected_or_summed
SRC-374DE94A33CD5D,COG,2013,"Oyo Harbor, Phase 2",1,1,cla,cla:CG.009.22,source_record,no_cross_source_amount_selected_or_summed
PM-16672013E503D1,COG,2014,"Gemini Twin Towers Commercial Center, Brazzaville",2,2,cla|codf,cla:CG.009.16|codf:CG.009.16,automatic_high_confidence,no_cross_source_amount_selected_or_summed
PM-1FEEDD03321116,COG,2014,"Housing, Mpila",2,2,cla|codf,cla:CG.009.18|codf:CG.009.18,automatic_high_confidence,no_cross_source_amount_selected_or_summed
PM-6F41A61C419D70,COG,2014,Mpila Commercial Zone (Brazza-Mall),2,2,cla|codf,cla:CG.009.14|codf:CG.009.14,automatic_high_confidence,no_cross_source_amount_selected_or_summed
PM-AE7964E2FB4FA9,COG,2014,"Social Housing, Mt. Mambou",2,2,cla|codf,cla:CG.009.19|codf:CG.009.19,automatic_high_confidence,no_cross_source_amount_selected_or_summed
PM-CD7EF0B64D28AA,COG,2014,"Social Housing, Mpila, Brazzaville (264 units)",2,2,cla|codf,cla:CG.009.13|codf:CG.009.13,automatic_high_confidence,no_cross_source_amount_selected_or_summed
SRC-044479EA06A538,COG,2014,"Social Housing, Ndouo",1,1,cla,cla:CG.009.21,source_record,no_cross_source_amount_selected_or_summed
SRC-63EBF1B8462C56,COG,2014,"Social Housing, Mt. Barnier",1,1,cla,cla:CG.009.20,source_record,no_cross_source_amount_selected_or_summed
SRC-9431B822F917CA,COG,2014,Mpila Memorial Hall,1,1,cla,cla:CG.009.15,source_record,no_cross_source_amount_selected_or_summed
PM-5A1FA1AAC8C638,COG,2017,Digital Television Migration,2,2,cla|codf,cla:CG.025|codf:CG.025,automatic_high_confidence,no_cross_source_amount_selected_or_summed
PM-B6165DC5A4944C,COG,2017,"National Telecom, Phase 3 (RMB loan)",2,2,cla|codf,cla:CG.050|codf:CG.050,automatic_high_confidence,no_cross_source_amount_selected_or_summed
PM-D19FF90CC4F016,COG,2017,"National Telecom, Phase 3 (USD loan)",2,2,cla|codf,cla:CG.024|codf:CG.024,automatic_high_confidence,no_cross_source_amount_selected_or_summed
SRC-4D998F14FCBAE1,COG,2018,Imboulou Hydropower Project,1,1,restruct,restruct:R.CG.01,source_record,no_cross_source_amount_selected_or_summed
SRC-D653511A3BD243,COG,2019,Debt cancellation,1,1,cancel,cancel:C.CG.04,source_record,no_cross_source_amount_selected_or_summed
SRC-D6B31665C6384C,COG,2019,"Djiri Water Unit, Dolisie-Brazzaville section of National Route 1, Liouesso Hydroelectric Dam, Brazzaville shopping centre, Mpila Social Housing, Mpila Commercial Zone, Brazzaville Mall",1,1,restruct,restruct:R.CG.02,source_record,no_cross_source_amount_selected_or_summed
SRC-282CE20A505FDD,COM,2000,Chinese Government provides grant worth 5.43 million euros for Radio and Television Center Construction and Equipping Project,1,1,aiddata,aiddata:395,source_record,no_cross_source_amount_selected_or_summed
SRC-0AE0FA1887F030,COM,2001,Chinese Government cancels $5 million of the Government of Comoros’ outstanding obligations,1,1,aiddata,aiddata:57272,source_record,no_cross_source_amount_selected_or_summed
SRC-359703B26BF70D,COM,2001,Debt cancellation,1,1,cancel,cancel:C.KM.01,source_record,no_cross_source_amount_selected_or_summed
SRC-E13F1BBFBE03EB,COM,2001,China grants Comoros 20 million RMB for national reconciliation and economic development,1,1,aiddata,aiddata:390,source_record,no_cross_source_amount_selected_or_summed
PM-5C6DFF8E90FB79,COM,2002,"Chinese Government dispatches 4th medical team to El-Maarouf National Hospital Center, Fomboni Hospital, and Hombo Hospital",2,2,aiddata|chapo,aiddata:73524|chapo:73524,direct_reference,no_cross_source_amount_selected_or_summed
SRC-00C2D92DDB4E36,COM,2002,China donates national flags to Government of Comoros,1,1,aiddata,aiddata:391,source_record,no_cross_source_amount_selected_or_summed
PM-09DC74828CD555,COM,2003,"Chinese Government dispatches 5th medical team to El-Maarouf National Hospital Center, Fomboni Hospital, and Hombo Hospital",2,2,aiddata|chapo,aiddata:394|chapo:394,direct_reference,no_cross_source_amount_selected_or_summed
SRC-07BABAF08C4D62,COM,2004,"Chinese Government provides $196,550 grant for Presidential Palaces Renovation Project",1,1,aiddata,aiddata:21591,source_record,no_cross_source_amount_selected_or_summed
SRC-77FC7791AA722F,COM,2004,Chinese Government provides grant worth 3.5 billion Comorian francs for Hahaya Prince Saïd Ibrahim Airport Terminal Construction Project,1,1,aiddata,aiddata:411,source_record,no_cross_source_amount_selected_or_summed
SRC-79F75274BE610D,COM,2004,Chinese Government provides grant for Ministry of Foreign Affairs Annex Building Construction Project,1,1,aiddata,aiddata:73538,source_record,no_cross_source_amount_selected_or_summed
SRC-844CD171CCFFF6,COM,2004,"Moroni, Prince Said Ibrahim International Airport",1,1,cla,cla:KM.001,source_record,no_cross_source_amount_selected_or_summed
SRC-D8C82856FC2524,COM,2004,Chinese Government provides a cash grant to Comoros,1,1,aiddata,aiddata:57446,source_record,no_cross_source_amount_selected_or_summed
SRC-0B078AD5A3C9DC,COM,2005,"China donates $9,500 USD to Comoros following the April 2005 volcanic eruption",1,1,aiddata,aiddata:73654,source_record,no_cross_source_amount_selected_or_summed
SRC-66042126C4225F,COM,2005,Chinese Government provides grant for People’s Palace Rehabilitation Project,1,1,aiddata,aiddata:73542,source_record,no_cross_source_amount_selected_or_summed
SRC-C3D07C530F3AC6,COM,2005,Debt cancellation,1,1,cancel,cancel:C.KM.02,source_record,no_cross_source_amount_selected_or_summed
SRC-DF9B60DBB60F4F,COM,2005,"China donates 6,000 EUR to Comoros following the April 2005 volcanic eruption",1,1,aiddata,aiddata:73651,source_record,no_cross_source_amount_selected_or_summed
SRC-F296E55B44C23A,COM,2005,Chinese Government cancels $3 million of the Government of Comoros’ outstanding obligations,1,1,aiddata,aiddata:73539,source_record,no_cross_source_amount_selected_or_summed
PM-A8EA7E3D845A28,COM,2006,"Chinese Government dispatches 6th medical team to El-Maarouf National Hospital Center, Fomboni Hospital, and Hombo Hospital",2,2,aiddata|chapo,aiddata:73525|chapo:73525,direct_reference,no_cross_source_amount_selected_or_summed
SRC-11DF6329C8BB34,COM,2006,Chinese Government provides RMB 11 million grant for Primary School Construction Project,1,1,aiddata,aiddata:30080,source_record,no_cross_source_amount_selected_or_summed
SRC-9E1ECE6F047A68,COM,2006,Debt cancellation,1,1,cancel,cancel:C.KM.03,source_record,no_cross_source_amount_selected_or_summed
PM-7264F2148C6694,COM,2007,"China provides $320,000 for Guangzhou University malaria study in Comoros (Linked to Record ID#30101, #57366, #57367, #34813)",2,2,aiddata|chapo,aiddata:409|chapo:409,direct_reference,no_cross_source_amount_selected_or_summed
PM-F1AB2E38AD6504,COM,2008,"Chinese Government dispatches 7th medical team to El-Maarouf National Hospital Center, Fomboni Hospital, and Hombo Hospital",2,2,aiddata|chapo,aiddata:73526|chapo:73526,direct_reference,no_cross_source_amount_selected_or_summed
SRC-A6412794EBC985,COM,2008,Chinese Government provides RMB 7 million grant for Water Supply Equipment Project (Linked to Record ID#57443),1,1,aiddata,aiddata:30079,source_record,no_cross_source_amount_selected_or_summed
SRC-AB346E100FB68A,COM,2008,Chinese Government provides a grant for the Presidential Office Building Construction Project,1,1,aiddata,aiddata:30071,source_record,no_cross_source_amount_selected_or_summed
PM-22CEF64C10F06A,COM,2009,Chinese Government provides RMB 75.6 million grant for Bambao-Mtsanga Hospital Construction Project,2,2,aiddata|chapo,aiddata:21627|chapo:21627,direct_reference,no_cross_source_amount_selected_or_summed
PM-A6EF9373238957,COM,2009,"Chinese Government provides grant for establishment of anti-malaria medical center (Linked to Record ID#30101, #409, #57366, #57367)",2,2,aiddata|chapo,aiddata:34813|chapo:34813,direct_reference,no_cross_source_amount_selected_or_summed
SRC-31F7878101202C,COM,2009,Chinese Government provides a cash grant to Comoros,1,1,aiddata,aiddata:57447,source_record,no_cross_source_amount_selected_or_summed
PM-64658A6C3FFA3F,COM,2010,Telecommunications Infrastructure,2,2,cla|codf,cla:KM.004|codf:KM.004,automatic_high_confidence,no_cross_source_amount_selected_or_summed
PM-AA96E9B12E25F4,COM,2010,"Chinese Government dispatches 8th medical team to El-Maarouf National Hospital Center, Fomboni Hospital, and Hombo Hospital",2,2,aiddata|chapo,aiddata:35697|chapo:35697,direct_reference,no_cross_source_amount_selected_or_summed
SRC-1FD1566CE1B718,COM,2010,China Eximbank provides RMB 215 million government concessional loan for National Fiber Optic Backbone Transmission Network Project,1,1,aiddata,aiddata:53292,source_record,no_cross_source_amount_selected_or_summed
SRC-330FE1101B3651,COM,2010,China sends four agricultural experts to Comoros,1,1,aiddata,aiddata:57583,source_record,no_cross_source_amount_selected_or_summed
SRC-3A442D0EF62A38,COM,2010,"Chinese Government provides grant for Electricity Generator Acquisition Project (Linked to Record ID#57251, ID#57412, and #73535)",1,1,aiddata,aiddata:57255,source_record,no_cross_source_amount_selected_or_summed
SRC-3F1AD318878ED3,COM,2010,Chinese Government provides grant worth 400 million Comorian francs for National Tourism Office Building Construction Project,1,1,aiddata,aiddata:30070,source_record,no_cross_source_amount_selected_or_summed
SRC-8BD830F332CE45,COM,2010,China donates water supply materials and mechanical equipment to Comoros,1,1,aiddata,aiddata:57443,source_record,no_cross_source_amount_selected_or_summed
SRC-C8F0B6B4AF1725,COM,2010,Chinese Government provides grant for Anjouan Primary School Construction Project,1,1,aiddata,aiddata:73541,source_record,no_cross_source_amount_selected_or_summed
PM-8280EFE022501F,COM,2012,China provides materials for Confucius Classroom at University of Comoros,2,2,aiddata|chapo,aiddata:31220|chapo:31220,direct_reference,no_cross_source_amount_selected_or_summed
PM-A418E12FB8EDDB,COM,2012,"China donates malarial medicine, lab equipment and other supplies to Comoros (Linked to Record ID#409, #57366, #57367, #34813)",2,2,aiddata|chapo,aiddata:30101|chapo:30101,direct_reference,no_cross_source_amount_selected_or_summed
PM-C7BB45ADBDCC24,COM,2012,"Chinese Government dispatches 9th medical team to El-Maarouf National Hospital Center, Fomboni Hospital, and Hombo Hospital",2,2,aiddata|chapo,aiddata:35696|chapo:35696,direct_reference,no_cross_source_amount_selected_or_summed
SRC-5E8B4ED3656916,COM,2012,"China donates $200,000 USD to Comoros for disaster relief following April 2012 floods",1,1,aiddata,aiddata:73655,source_record,no_cross_source_amount_selected_or_summed
SRC-60F99A461E718E,COM,2012,China provides scholarships for Chinese language and graduate students for Comoros,1,1,aiddata,aiddata:30076,source_record,no_cross_source_amount_selected_or_summed
SRC-ABB003149D56DC,COM,2012,"Chinese Government provides KMF 200 million grant for Electricity Generator Installation Project (Linked to Record ID#57255, #57412, #73535)",1,1,aiddata,aiddata:57251,source_record,no_cross_source_amount_selected_or_summed
PM-1F56521596208E,COM,2013,China sends 9 person medical team and anti-malaria drugs to Comoros for malaria relief,2,2,aiddata|chapo,aiddata:30878|chapo:30878,direct_reference,no_cross_source_amount_selected_or_summed
SRC-4C50CDEB87F4E7,COM,2013,China donates disaster relief supplies to Comoros,1,1,aiddata,aiddata:57414,source_record,no_cross_source_amount_selected_or_summed
SRC-EEA92A5872043D,COM,2013,China grants 200 million Comorian Francs to install 500 household solar panels in Comoros,1,1,aiddata,aiddata:57249,source_record,no_cross_source_amount_selected_or_summed
PM-AEE3072675FB13,COM,2014,"Chinese Government dispatches 10th medical team to El-Maarouf National Hospital Center, Fomboni Hospital, and Hombo Hospital",2,2,aiddata|chapo,aiddata:35690|chapo:35690,direct_reference,no_cross_source_amount_selected_or_summed
SRC-AFF2B4E5B247BF,COM,2014,"Chinese Government provides RMB 29.2 million grant for Phase 1 of Power Plant Technical Cooperation Project (Linked to Record ID#57412, #57251, and #57255)",1,1,aiddata,aiddata:73535,source_record,no_cross_source_amount_selected_or_summed
SRC-E81F0FBD1E11C3,COM,2014,Chinese Government provides RMB 180 million grant for Malouzini Sports Stadium Construction Project,1,1,aiddata,aiddata:52992,source_record,no_cross_source_amount_selected_or_summed
SRC-1B16A8E9F52BAC,COM,2015,China donated office supplies to the Comorous Ministry of Foreign Affairs (MIREX),1,1,aiddata,aiddata:57466,source_record,no_cross_source_amount_selected_or_summed
SRC-365589A7830BBA,COM,2015,China donated meteorological equipment to Comoros,1,1,aiddata,aiddata:52998,source_record,no_cross_source_amount_selected_or_summed
SRC-C8C8C35D9BAD75,COM,2015,"Chinese Government provides assistance worth 315,000,000 Comorian Francs to Hahaya Prince Saïd Ibrahim Airport",1,1,aiddata,aiddata:57146,source_record,no_cross_source_amount_selected_or_summed
SRC-EAF1CE290B4088,COM,2015,China helps build automatic meteorological stations in Comoros,1,1,aiddata,aiddata:57479,source_record,no_cross_source_amount_selected_or_summed
PM-5BFD6AD67CC3A6,COM,2016,China donates drugs and medical devices to Comoros El-Maarouf National Hospital,2,2,aiddata|chapo,aiddata:52993|chapo:52993,direct_reference,no_cross_source_amount_selected_or_summed
PM-94BEA5EAFA0240,COM,2016,China implements Guangmingxing Project performing 537 cataract surgeries in Comoros,2,2,aiddata|chapo,aiddata:52995|chapo:52995,direct_reference,no_cross_source_amount_selected_or_summed
PM-FAA0CF318BF2C4,COM,2016,"Chinese Government dispatches 11th medical team to El-Maarouf National Hospital Center, Fomboni Hospital, and Hombo Hospital",2,2,aiddata|chapo,aiddata:57234|chapo:57234,direct_reference,no_cross_source_amount_selected_or_summed
SRC-015C25AF74D0DE,COM,2016,China provides technical training course for 20 government officials from Comoros,1,1,aiddata,aiddata:57397,source_record,no_cross_source_amount_selected_or_summed
SRC-36633A10478D80,COM,2016,China donates 30 computers to the police stations of the National Police in Comoros,1,1,aiddata,aiddata:57311,source_record,no_cross_source_amount_selected_or_summed
SRC-38CCB39EDFEC07,COM,2016,Chinese Government provides grant for Mwali Island Digital Television Coverage Project,1,1,aiddata,aiddata:57239,source_record,no_cross_source_amount_selected_or_summed
SRC-9201739AA6E92E,COM,2016,China and Huawei donate computers and other equipment to Comoros secondary schools,1,1,aiddata,aiddata:57580,source_record,no_cross_source_amount_selected_or_summed
SRC-9FD72FBCB22BCA,COM,2016,Chinese Government provides grant for 8th Phase of Radio and Television Center Technical Cooperation Project (Linked to Record ID#57214),1,1,aiddata,aiddata:52997,source_record,no_cross_source_amount_selected_or_summed
SRC-A5E3311409BE9A,COM,2016,"Chinese Government provides RMB 28.9 million grant for Phase 2 of Power Plant Technical Cooperation Project (Linked to Record ID#73535, #57251, and #57255)",1,1,aiddata,aiddata:57412,source_record,no_cross_source_amount_selected_or_summed
SRC-D60F61EC0D788F,COM,2016,Chinese Government provides KMF 600 million grant for 1MW Photovoltaic Power Plant Construction Project in Oichili-Dimani Region,1,1,aiddata,aiddata:53296,source_record,no_cross_source_amount_selected_or_summed
PM-0C3FD66DF26F02,COM,2017,"China donated malarial medicines to Comoros in May 2017 (linked to Record ID#s #57366, #30101, #409, #34813)",2,2,aiddata|chapo,aiddata:57367|chapo:57367,direct_reference,no_cross_source_amount_selected_or_summed
PM-22CABB617B45ED,COM,2017,Chinese Government provides technical assistance to repair x-ray machine at Anjouan hospital,2,2,aiddata|chapo,aiddata:57132|chapo:57132,direct_reference,no_cross_source_amount_selected_or_summed
PM-3A928D7EC189A5,COM,2017,"China donates malarial medicine to Comoros in August 2017 (linked to Record ID#s #57367, #34813, #30101, #409)",2,2,aiddata|chapo,aiddata:57366|chapo:57366,direct_reference,no_cross_source_amount_selected_or_summed
SRC-1E2B7E14B46BD3,COM,2017,Debt cancellation,1,1,cancel,cancel:C.KM.04,source_record,no_cross_source_amount_selected_or_summed
