project_match_id,member_count,source_count,sources,country_iso3,year,member_record_keys,group_basis
PM-FA590197408BD0,2,2,aiddata|chapo,CPV,2006,aiddata:367|chapo:367,direct_reference
PM-A7F8546B4D3A0E,2,2,aiddata|chapo,CPV,2008,aiddata:36221|chapo:36221,direct_reference
PM-23F02BB449D4EE,2,2,aiddata|chapo,CPV,2010,aiddata:35675|chapo:35675,direct_reference
PM-1AD814AA98624B,2,2,aiddata|chapo,CPV,2011,aiddata:56885|chapo:56885,direct_reference
PM-85C1911AC8CA6D,2,2,aiddata|chapo,CPV,2011,aiddata:359|chapo:359,direct_reference
PM-9878F869622218,2,2,aiddata|chapo,CPV,2012,aiddata:35065|chapo:35065,direct_reference
PM-F0E104DAD7CE51,2,2,aiddata|chapo,CPV,2012,aiddata:34936|chapo:34936,direct_reference
PM-1877698C2AA7E0,2,2,aiddata|chapo,CPV,2013,aiddata:53158|chapo:53158,direct_reference
PM-D5C338C6918341,2,2,aiddata|chapo,CPV,2014,aiddata:36117|chapo:36117,direct_reference
PM-12BE891E5278C3,2,2,aiddata|chapo,CPV,2016,aiddata:56901|chapo:56901,direct_reference
PM-9B5E9B31E8E9B7,2,2,aiddata|chapo,CPV,2016,aiddata:52961|chapo:52961,direct_reference
PM-69DD1F6059CF66,2,2,aiddata|chapo,CPV,2017,aiddata:56904|chapo:56904,direct_reference
PM-AED9FF789B55FF,2,2,aiddata|chapo,CPV,2018,aiddata:56711|chapo:56711,direct_reference
PM-850C71BE1D3947,2,2,aiddata|chapo,CPV,2020,aiddata:93623|chapo:93623,direct_reference
PM-8FAA8D493EB936,2,2,aiddata|chapo,CPV,2020,aiddata:93626|chapo:93626,direct_reference
PM-87C32663FC7F48,2,2,aiddata|chapo,CPV,2021,aiddata:93655|chapo:93655,direct_reference
PM-DCC4C6105BFB8E,2,2,aiddata|chapo,CPV,2021,aiddata:93634|chapo:93634,direct_reference
PM-FA4E8A4DEE9DC0,2,2,aiddata|chapo,DJI,2001,aiddata:72475|chapo:72475,direct_reference
PM-399EC5C57D097A,2,2,aiddata|chapo,DJI,2003,aiddata:72474|chapo:72474,direct_reference
PM-7DFF83B6C9CD92,2,2,aiddata|chapo,DJI,2003,aiddata:59170|chapo:59170,direct_reference
PM-4D9F228BE8A884,2,2,aiddata|chapo,DJI,2005,aiddata:72473|chapo:72473,direct_reference
PM-F60801E2DC6120,2,2,aiddata|chapo,DJI,2006,aiddata:59517|chapo:59517,direct_reference
PM-3FE2A128F6E23D,2,2,aiddata|chapo,DJI,2007,aiddata:35172|chapo:35172,direct_reference
PM-49AC15F29BAA90,2,2,aiddata|chapo,DJI,2007,aiddata:59168|chapo:59168,direct_reference
PM-B4A1209B9E4754,2,2,aiddata|chapo,DJI,2007,aiddata:59469|chapo:59469,direct_reference
PM-824BC1FD2493F4,2,2,aiddata|chapo,DJI,2008,aiddata:72398|chapo:72398,direct_reference
PM-704EA2C7A1AF21,2,2,aiddata|chapo,DJI,2009,aiddata:20000|chapo:20000,direct_reference
PM-E8A2C5C5B409EB,2,2,aiddata|chapo,DJI,2009,aiddata:59472|chapo:59472,direct_reference
PM-52576DD1999366,2,2,cla|codf,DJI,2011,cla:DJ.017|codf:DJ.017,automatic_high_confidence
PM-78ADFCE6C7E0A9,2,2,aiddata|chapo,DJI,2011,aiddata:35421|chapo:35421,direct_reference
PM-8125888115681D,2,2,aiddata|chapo,DJI,2011,aiddata:59523|chapo:59523,direct_reference
PM-AFF7BC5DA1CC69,3,3,aiddata|cla|codf,DJI,2012,aiddata:30346|cla:DJ.003|codf:DJ.003,human_confirmed
PM-BA3CE90157C5D8,2,2,aiddata|chapo,DJI,2012,aiddata:59525|chapo:59525,direct_reference
PM-D9C40D49F927A7,2,2,aiddata|chapo,DJI,2012,aiddata:30611|chapo:30611,direct_reference
PM-3ABB9D8228903C,2,2,cla|codf,DJI,2013,cla:DJ.007|codf:DJ.007,automatic_high_confidence
PM-5F5E002A745963,2,2,aiddata|chapo,DJI,2013,aiddata:34937|chapo:34937,direct_reference
PM-B0F60F40526CE0,2,2,aiddata|chapo,DJI,2013,aiddata:59528|chapo:59528,direct_reference
PM-D665CC15776C90,2,2,cla|codf,DJI,2013,cla:DJ.006|codf:DJ.006,automatic_high_confidence
PM-654CFA4A395AA6,2,2,aiddata|chapo,DJI,2014,aiddata:35422|chapo:35422,direct_reference
PM-88CF0BD69001CC,2,2,aiddata|chapo,DJI,2014,aiddata:72601|chapo:72601,direct_reference
PM-C386D81C6EF7C9,2,2,aiddata|chapo,DJI,2014,aiddata:59535|chapo:59535,direct_reference
PM-10FA5C4118047D,3,3,aiddata|cla|codf,DJI,2016,aiddata:59375|cla:DJ.016|codf:DJ.016,human_confirmed
PM-291D5C36695150,2,2,aiddata|chapo,DJI,2016,aiddata:53230|chapo:53230,direct_reference
PM-2BE70CE347535C,2,2,cgef|cla,DJI,2016,cgef:DJ.012|cla:DJ.012,automatic_high_confidence
PM-94E2FCE7A17D83,2,2,aiddata|cla,DJI,2016,aiddata:91872|cla:DJ.024,human_confirmed
PM-FF40FCE69A20F9,2,2,aiddata|chapo,DJI,2016,aiddata:59481|chapo:59481,direct_reference
PM-BD3CD3B7354444,2,2,cla|codf,DJI,2017,cla:DJ.025|codf:DJ.025,automatic_high_confidence
PM-C0A1FBF37C0450,2,2,aiddata|chapo,DJI,2017,aiddata:59487|chapo:59487,direct_reference
PM-C1DD11AAA27FD3,2,2,aiddata|cla,DJI,2017,aiddata:59393|cla:DJ.004,automatic_high_confidence
PM-CA7D8B7B7021EC,2,2,aiddata|chapo,DJI,2017,aiddata:59536|chapo:59536,direct_reference
PM-653EFED2858345,2,2,aiddata|chapo,DJI,2019,aiddata:86381|chapo:86381,direct_reference
PM-5583EBF72A7A3B,2,2,aiddata|chapo,DJI,2020,aiddata:92067|chapo:92067,direct_reference
PM-5A143176CA0628,2,2,aiddata|chapo,DJI,2020,aiddata:92064|chapo:92064,direct_reference
PM-6281712248CF32,2,2,aiddata|chapo,DJI,2020,aiddata:92083|chapo:92083,direct_reference
PM-6C44FBFB0054A1,2,2,aiddata|chapo,DJI,2020,aiddata:92091|chapo:92091,direct_reference
PM-7E6CCE9B442187,2,2,aiddata|chapo,DJI,2020,aiddata:92086|chapo:92086,direct_reference
PM-9BB662D5A7956C,2,2,aiddata|chapo,DJI,2020,aiddata:97593|chapo:97593,direct_reference
PM-BA157615FC6C4C,2,2,aiddata|chapo,DJI,2020,aiddata:97886|chapo:97886,direct_reference
PM-1D7B3DF9DE6D20,2,2,aiddata|chapo,DJI,2021,aiddata:97033|chapo:97033,direct_reference
PM-640C109DFADC1F,2,2,aiddata|chapo,DJI,2021,aiddata:95613|chapo:95613,direct_reference
PM-A50E97876F4B8E,2,2,aiddata|chapo,DJI,2021,aiddata:97035|chapo:97035,direct_reference
PM-C48CCA7E6F4813,2,2,aiddata|chapo,DJI,2021,aiddata:95493|chapo:95493,direct_reference
PM-B6C4DFAC3AE0AE,2,2,aiddata|chapo,DZA,2000,aiddata:85232|chapo:85232,direct_reference
PM-E45C867A0F0303,2,2,aiddata|chapo,DZA,2002,aiddata:21879|chapo:21879,direct_reference
PM-2190391DC37D74,2,2,aiddata|chapo,DZA,2005,aiddata:85233|chapo:85233,direct_reference
PM-FECDB77B49AD2D,2,2,aiddata|chapo,DZA,2007,aiddata:85234|chapo:85234,direct_reference
PM-867A6829BB705D,2,2,aiddata|chapo,DZA,2008,aiddata:85235|chapo:85235,direct_reference
PM-1F529E480E1093,2,2,aiddata|chapo,DZA,2010,aiddata:62369|chapo:62369,direct_reference
PM-25770A48BB9AC0,2,2,aiddata|chapo,DZA,2013,aiddata:85236|chapo:85236,direct_reference
PM-76484C8E3BD3A4,2,2,aiddata|chapo,DZA,2014,aiddata:62291|chapo:62291,direct_reference
PM-D8AA7836533585,2,2,aiddata|chapo,DZA,2015,aiddata:62307|chapo:62307,direct_reference
PM-850586D1A13C91,2,2,aiddata|chapo,DZA,2019,aiddata:89651|chapo:89651,direct_reference
PM-16F8141FE9AD90,2,2,aiddata|chapo,DZA,2020,aiddata:95424|chapo:95424,direct_reference
PM-4E28E38A8D5893,2,2,aiddata|chapo,DZA,2020,aiddata:94784|chapo:94784,direct_reference
PM-5A2BD230F87CE8,2,2,aiddata|chapo,DZA,2020,aiddata:94790|chapo:94790,direct_reference
PM-800C431799A2D3,2,2,aiddata|chapo,DZA,2020,aiddata:94807|chapo:94807,direct_reference
PM-9C82FB5365FDB3,2,2,aiddata|chapo,DZA,2020,aiddata:94795|chapo:94795,direct_reference
PM-FEB36880215D56,2,2,aiddata|chapo,DZA,2020,aiddata:94806|chapo:94806,direct_reference
PM-FEB5D0D4FBEC08,2,2,aiddata|chapo,DZA,2020,aiddata:94792|chapo:94792,direct_reference
PM-17EA012207244C,2,2,aiddata|chapo,DZA,2021,aiddata:94808|chapo:94808,direct_reference
PM-C8F90B32A5950F,2,2,aiddata|chapo,DZA,2021,aiddata:94952|chapo:94952,direct_reference
PM-F079667C0965F3,2,2,aiddata|chapo,DZA,2021,aiddata:97169|chapo:97169,direct_reference
PM-8BF192408E1F1E,2,2,aiddata|chapo,EGY,2009,aiddata:72466|chapo:72466,direct_reference
PM-F71B1BABD98691,2,2,cla|codf,EGY,2012,cla:EG.005|codf:EG.005,automatic_high_confidence
PM-9D9CE97561C5C8,2,2,cla|codf,EGY,2015,cla:EG.009|codf:EG.009,automatic_high_confidence
PM-0A3E978E4C2B38,2,2,cla|codf,EGY,2016,cla:EG.013|codf:EG.013,automatic_high_confidence
PM-17E02618AB52DF,2,2,cla|codf,EGY,2016,cla:EG.014|codf:EG.014,automatic_high_confidence
PM-ADC73B4C314A08,2,2,cla|codf,EGY,2016,cla:EG.015|codf:EG.015,automatic_high_confidence
PM-245EC5C7ABB93C,2,2,cgef|cla,EGY,2017,cgef:EG.023|cla:EG.023,automatic_high_confidence
PM-99BEE8B7DE82B3,2,2,aiddata|cofi,EGY,2017,aiddata:105496|cofi:EGY2021004:debt,automatic_high_confidence
PM-D3626E171EA951,2,2,aiddata|chapo,EGY,2017,aiddata:73700|chapo:73700,direct_reference
PM-F6288C3AF26E72,2,2,cla|codf,EGY,2017,cla:EG.034|codf:EG.034,automatic_high_confidence
PM-0E511314494184,3,3,aiddata|cla|codf,EGY,2018,aiddata:89462|cla:EG.052|codf:EG.052,human_confirmed
PM-1F39494F444286,2,2,cla|codf,EGY,2018,cla:EG.021|codf:EG.021,automatic_high_confidence
PM-5C7AB7AE224EE7,2,2,cla|codf,EGY,2018,cla:EG.040|codf:EG.040,automatic_high_confidence
PM-86C9CCC966C3C3,2,2,cla|codf,EGY,2019,cla:EG.042|codf:EG.042,automatic_high_confidence
PM-2F12FC127A827F,2,2,aiddata|chapo,EGY,2020,aiddata:94241|chapo:94241,direct_reference
PM-3AE9ECDAEECB72,2,2,aiddata|chapo,EGY,2020,aiddata:94514|chapo:94514,direct_reference
PM-424DEB4CAC3A45,2,2,aiddata|chapo,EGY,2020,aiddata:94513|chapo:94513,direct_reference
PM-89A240B45F5960,2,2,aiddata|chapo,EGY,2020,aiddata:94256|chapo:94256,direct_reference
PM-9370B8916DD07A,2,2,aiddata|chapo,EGY,2020,aiddata:94245|chapo:94245,direct_reference
PM-9434325313192A,2,2,aiddata|chapo,EGY,2020,aiddata:94243|chapo:94243,direct_reference
PM-974E4643C9934F,2,2,aiddata|chapo,EGY,2020,aiddata:94238|chapo:94238,direct_reference
PM-B74945B56459FC,2,2,aiddata|chapo,EGY,2020,aiddata:97956|chapo:97956,direct_reference
PM-BC97564A52E03A,2,2,aiddata|chapo,EGY,2020,aiddata:94501|chapo:94501,direct_reference
PM-C5C87B40F400EA,2,2,aiddata|chapo,EGY,2020,aiddata:94242|chapo:94242,direct_reference
PM-CF14C5A9B3CAF5,2,2,aiddata|chapo,EGY,2020,aiddata:94239|chapo:94239,direct_reference
PM-050CEE6333C98D,2,2,aiddata|chapo,EGY,2021,aiddata:94257|chapo:94257,direct_reference
PM-1544AE5FE01DD9,2,2,aiddata|chapo,EGY,2021,aiddata:96278|chapo:96278,direct_reference
PM-4F1B75CBCB2E2F,2,2,aiddata|chapo,EGY,2021,aiddata:94249|chapo:94249,direct_reference
PM-57A6F97D24B758,2,2,aiddata|chapo,EGY,2021,aiddata:94240|chapo:94240,direct_reference
PM-C6AB0F4E634973,2,2,aiddata|chapo,EGY,2021,aiddata:96279|chapo:96279,direct_reference
PM-4FA8690150CA26,2,2,cla|codf,EGY,2023,cla:EG.058|codf:EG.058,automatic_high_confidence
PM-CE70676070C6D4,2,2,cla|codf,EGY,2023,cla:EG.059|codf:EG.059,automatic_high_confidence
PM-F5C645FD0139DF,2,2,cla|codf,EGY,2024,cla:EG.062|codf:EG.062,automatic_high_confidence
PM-BDA97591A34AD6,2,2,aiddata|chapo,ERI,2000,aiddata:73374|chapo:73374,direct_reference
PM-CFF896547E12B1,2,2,aiddata|chapo,ERI,2000,aiddata:493|chapo:493,direct_reference
PM-8F5AA5C8A47F18,2,2,aiddata|chapo,ERI,2002,aiddata:73375|chapo:73375,direct_reference
PM-CF91BF1A98FC93,2,2,aiddata|chapo,ERI,2004,aiddata:73377|chapo:73377,direct_reference
PM-1E26E3805E30A8,2,2,aiddata|chapo,ERI,2007,aiddata:35439|chapo:35439,direct_reference
PM-5736DB9A87611C,2,2,aiddata|chapo,ERI,2009,aiddata:35438|chapo:35438,direct_reference
PM-C7BC2AF3FA56BA,2,2,aiddata|chapo,ERI,2009,aiddata:30533|chapo:30533,direct_reference
PM-ED32FB867F6D84,2,2,aiddata|chapo,ERI,2011,aiddata:35437|chapo:35437,direct_reference
PM-F348C05766ECE5,2,2,cla|codf,ERI,2011,cla:ER.010|codf:ER.010,automatic_high_confidence
PM-A3AD76A7776317,2,2,cla|codf,ERI,2012,cla:ER.016|codf:ER.016,automatic_high_confidence
PM-D12FBA5A614380,2,2,cla|codf,ERI,2012,cla:ER.011|codf:ER.011,automatic_high_confidence
PM-17096866A7CBA4,2,2,aiddata|chapo,ERI,2013,aiddata:34935|chapo:34935,direct_reference
PM-27E1F1137952C6,6,6,aiddata|cgef|cgp|cla|codf|cofi,ERI,2014,aiddata:52967|cgef:ER.008|cgp:ER.001|cla:ER.008|codf:ER.008|cofi:ERI2021001:debt,human_confirmed
PM-2F642BADDCDBF6,2,2,aiddata|chapo,ERI,2015,aiddata:56051|chapo:56051,direct_reference
PM-7F2DEC3D915A40,2,2,cla|codf,ERI,2015,cla:ER.012|codf:ER.012,automatic_high_confidence
PM-84B9D41A811A14,2,2,aiddata|chapo,ERI,2015,aiddata:56088|chapo:56088,direct_reference
PM-5CF86EF798F313,2,2,aiddata|chapo,ERI,2016,aiddata:56056|chapo:56056,direct_reference
PM-24C87C3D47F44E,2,2,aiddata|chapo,ERI,2017,aiddata:56080|chapo:56080,direct_reference
PM-400750E1B22DE6,2,2,aiddata|chapo,ERI,2017,aiddata:87240|chapo:87240,direct_reference
PM-1F2C42DEC44403,2,2,aiddata|chapo,ERI,2018,aiddata:56089|chapo:56089,direct_reference
PM-37882E891204E8,2,2,cla|codf,ERI,2018,cla:ER.019|codf:ER.019,automatic_high_confidence
PM-CA99F100ADC633,2,2,aiddata|chapo,ERI,2018,aiddata:56086|chapo:56086,direct_reference
PM-0FDEAF5EFE1378,2,2,aiddata|chapo,ERI,2019,aiddata:87503|chapo:87503,direct_reference
PM-291F1FB18E2056,2,2,aiddata|chapo,ERI,2019,aiddata:87284|chapo:87284,direct_reference
PM-304A87B9FB8C4B,2,2,aiddata|chapo,ERI,2019,aiddata:87276|chapo:87276,direct_reference
PM-4DB96B7013312E,2,2,aiddata|chapo,ERI,2019,aiddata:87296|chapo:87296,direct_reference
PM-EBC17F6E3A4EF9,2,2,aiddata|chapo,ERI,2019,aiddata:56085|chapo:56085,direct_reference
PM-FDB3840A439E3D,2,2,aiddata|chapo,ERI,2021,aiddata:93015|chapo:93015,direct_reference
PM-B70B4E469C4FB7,2,2,aiddata|cla,ERI,2023,aiddata:95440|cla:ER.021,automatic_high_confidence
PM-502CCCA784CAE4,2,2,aiddata|chapo,ETH,2005,aiddata:60454|chapo:60454,direct_reference
PM-B04CF648286472,2,2,aiddata|cla,ETH,2006,aiddata:59016|cla:ET.100,automatic_high_confidence
PM-106FC3AF9AE5BA,2,2,aiddata|chapo,ETH,2007,aiddata:60590|chapo:60590,direct_reference
PM-B37E6933D8349E,8,4,cgef|cgp|cla|cofi,ETH,2007,cgef:ET.004|cgef:ET.101|cgp:ET.001.1|cgp:ET.001.2|cgp:ET.006|cla:ET.004|cla:ET.101|cofi:ETH2021006:debt,human_confirmed
PM-0A932900868DD1,3,3,cgef|cla|codf,ETH,2008,cgef:ET.097|cla:ET.097|codf:ET.097,human_confirmed
PM-716A6E67B9DF0F,2,2,aiddata|chapo,ETH,2008,aiddata:34171|chapo:34171,direct_reference
PM-88521B60461BFA,2,2,aiddata|chapo,ETH,2008,aiddata:1439|chapo:1439,direct_reference
PM-8E410D9BF1352B,4,4,aiddata|cgef|cla|codf,ETH,2008,aiddata:92174|cgef:ET.090|cla:ET.090|codf:ET.090,human_confirmed
PM-9F5D47D82662BC,3,3,cgef|cla|codf,ETH,2008,cgef:ET.098|cla:ET.098|codf:ET.098,human_confirmed
PM-A09D094E2BB6CB,2,2,aiddata|chapo,ETH,2008,aiddata:34562|chapo:34562,direct_reference
PM-EB9D91C193C0EA,3,3,cgef|cla|codf,ETH,2008,cgef:ET.096|cla:ET.096|codf:ET.096,human_confirmed
PM-3253FE99570DED,7,5,cgef|cgp|cla|codf|cofi,ETH,2009,cgef:ET.007|cgp:ET.003.1|cgp:ET.003.2|cgp:ET.003.3|cla:ET.007|codf:ET.007|cofi:ETH2021009:debt,human_confirmed
PM-517F41314642D7,2,2,aiddata|chapo,ETH,2009,aiddata:34900|chapo:34900,direct_reference
PM-EC7EF94171DA4F,3,3,aiddata|cla|codf,ETH,2009,aiddata:980|cla:ET.006|codf:ET.006,human_confirmed
PM-010992E0FB97FA,3,3,aiddata|codf|cofi,ETH,2010,aiddata:1380|codf:ET.017|cofi:ETH2021002:debt,human_confirmed
PM-2B61B5041268AB,2,2,cla|codf,ETH,2010,cla:ET.021|codf:ET.021,automatic_high_confidence
PM-42636615FE06CC,3,3,aiddata|cla|cofi,ETH,2010,aiddata:34447|cla:ET.030|cofi:ETH2021011:debt,human_confirmed
PM-F311CAAF38C546,3,3,cgef|cgp|cla,ETH,2010,cgef:ET.017|cgp:ET.002.1|cla:ET.017,direct_reference
PM-160D1AD88F2CD0,2,2,cla|codf,ETH,2011,cla:ET.012|codf:ET.012,automatic_high_confidence
PM-1B6E912C5717D7,2,2,aiddata|chapo,ETH,2011,aiddata:60653|chapo:60653,direct_reference
PM-5A5CB062D533B4,3,3,aiddata|cla|codf,ETH,2011,aiddata:1471|cla:ET.023|codf:ET.023,human_confirmed
PM-63442FF4F6CA5A,4,4,aiddata|cgef|cla|codf,ETH,2011,aiddata:59363|cgef:ET.061|cla:ET.061|codf:ET.061,human_confirmed
PM-A092ED00609F58,3,3,aiddata|cla|codf,ETH,2011,aiddata:1464|cla:ET.018|codf:ET.018,human_confirmed
PM-F8B4FECC6F9793,2,2,cla|codf,ETH,2011,cla:ET.029|codf:ET.029,automatic_high_confidence
PM-3C3A1E69AF9011,2,2,cla|codf,ETH,2012,cla:ET.025|codf:ET.025,automatic_high_confidence
PM-81B76A3D66BA72,2,2,cla|codf,ETH,2012,cla:ET.026|codf:ET.026,automatic_high_confidence
PM-B244E73EC91403,2,2,cla|codf,ETH,2012,cla:ET.088|codf:ET.088,automatic_high_confidence
PM-0919D0C5EDE007,2,2,cla|codf,ETH,2013,cla:ET.037|codf:ET.037,human_confirmed
PM-16875044B36097,4,4,cgef|cgp|cla|codf,ETH,2013,cgef:ET.033|cgp:ET.002.2|cla:ET.033|codf:ET.033,human_confirmed
PM-240DB46F2704F6,2,2,aiddata|cla,ETH,2013,aiddata:69387|cla:ET.038,automatic_high_confidence
PM-28B256B36B9E09,2,2,cla|codf,ETH,2013,cla:ET.059|codf:ET.059,automatic_high_confidence
PM-4871493EFCE046,2,2,cla|codf,ETH,2013,cla:ET.036|codf:ET.036,human_confirmed
PM-587BBE90A89F0F,3,3,aiddata|cla|codf,ETH,2013,aiddata:30915|cla:ET.055|codf:ET.055,human_confirmed
PM-5AB4DB4828EC8B,2,2,cla|codf,ETH,2013,cla:ET.035|codf:ET.035,human_confirmed
PM-B25B5D1CDC86BD,2,2,aiddata|chapo,ETH,2013,aiddata:34764|chapo:34764,direct_reference
PM-B5ADFB74408105,2,2,cla|codf,ETH,2013,cla:ET.043|codf:ET.043,automatic_high_confidence
PM-C082F428078487,2,2,cla|codf,ETH,2013,cla:ET.041|codf:ET.041,human_confirmed
PM-DEB7B5FECE2A01,2,2,aiddata|cofi,ETH,2013,aiddata:30241|cofi:ETH2021001:debt,human_confirmed
PM-F7891A51B587E7,2,2,cla|codf,ETH,2013,cla:ET.040|codf:ET.040,human_confirmed
PM-053872C33F9055,2,2,cla|codf,ETH,2014,cla:ET.044|codf:ET.044,automatic_high_confidence
PM-35283DCC437E92,2,2,cla|codf,ETH,2014,cla:ET.045|codf:ET.045,automatic_high_confidence
PM-4B5EBC2CD03E2A,2,2,aiddata|chapo,ETH,2014,aiddata:60045|chapo:60045,direct_reference
PM-8C57A7209A571C,2,2,aiddata|cla,ETH,2014,aiddata:69476|cla:ET.102,automatic_high_confidence
PM-DFCC50E8004665,2,2,aiddata|chapo,ETH,2014,aiddata:36256|chapo:36256,direct_reference
PM-199DD0C190D11D,3,3,cgef|cla|codf,ETH,2015,cgef:ET.069|cla:ET.069|codf:ET.069,human_confirmed
PM-38BD60D1BE7758,2,2,aiddata|chapo,ETH,2015,aiddata:59970|chapo:59970,direct_reference
PM-DD9E0B66C1EB82,2,2,aiddata|chapo,ETH,2015,aiddata:60003|chapo:60003,direct_reference
PM-06D961747E258B,2,2,cla|codf,ETH,2016,cla:ET.062|codf:ET.062,automatic_high_confidence
PM-2B3B2B8D66CA8E,3,3,cgef|cla|codf,ETH,2016,cgef:ET.068|cla:ET.068|codf:ET.068,human_confirmed
PM-4C07AE1AF8CB36,3,3,cgef|cla|codf,ETH,2016,cgef:ET.074|cla:ET.074|codf:ET.074,human_confirmed
PM-4DE3B5BEAC7751,2,2,aiddata|chapo,ETH,2016,aiddata:59973|chapo:59973,direct_reference
PM-5CE85F1A875419,2,2,cla|codf,ETH,2016,cla:ET.058|codf:ET.058,automatic_high_confidence
PM-69FB38981097D2,4,4,aiddata|cgef|cla|codf,ETH,2016,aiddata:59428|cgef:ET.075|cla:ET.075|codf:ET.075,human_confirmed
PM-7151ADA9FCCB21,2,2,aiddata|chapo,ETH,2016,aiddata:59947|chapo:59947,direct_reference
PM-D9A2D6ACA1D2B6,2,2,aiddata|chapo,ETH,2016,aiddata:60006|chapo:60006,direct_reference
PM-37263A1671198E,3,3,cgef|cla|codf,ETH,2017,cgef:ET.064|cla:ET.064|codf:ET.064,human_confirmed
PM-381835F35623CB,2,2,aiddata|chapo,ETH,2017,aiddata:60017|chapo:60017,direct_reference
PM-567E7D865C3A09,2,2,aiddata|chapo,ETH,2017,aiddata:59978|chapo:59978,direct_reference
PM-87F709987117D0,6,6,aiddata|cgef|cgp|cla|codf|cofi,ETH,2017,aiddata:48765|cgef:ET.057|cgp:ET.004|cla:ET.057|codf:ET.057|cofi:ETH2021003:debt,human_confirmed
PM-AC77F6F9A31878,2,2,cla|codf,ETH,2017,cla:ET.065|codf:ET.065,automatic_high_confidence
PM-B2BDE776F3E275,2,2,cla|codf,ETH,2017,cla:ET.071|codf:ET.071,automatic_high_confidence
PM-B751E08A1CFCE7,2,2,aiddata|chapo,ETH,2017,aiddata:60013|chapo:60013,direct_reference
PM-DF79A9E040A8D8,2,2,aiddata|chapo,ETH,2017,aiddata:60972|chapo:60972,direct_reference
PM-19672357B8D2AC,2,2,cla|codf,ETH,2018,cla:ET.079|codf:ET.079,automatic_high_confidence
PM-48AB65A8CAE59F,4,2,aiddata|restruct,ETH,2018,aiddata:61941|aiddata:96154|aiddata:96155|restruct:R.ET.01,human_confirmed
PM-735FE61DC3A08B,2,2,aiddata|chapo,ETH,2019,aiddata:59941|chapo:59941,direct_reference
PM-1B8FDD19ABAE62,4,2,aiddata|chapo,ETH,2020,aiddata:93033|aiddata:94608|chapo:93033|chapo:94608,human_confirmed
PM-1F71D39AD266EA,2,2,aiddata|chapo,ETH,2020,aiddata:97826|chapo:97826,direct_reference
PM-2396A085FD6FF2,2,2,aiddata|chapo,ETH,2020,aiddata:94525|chapo:94525,direct_reference
PM-305C3DAE8BF3D2,2,2,aiddata|chapo,ETH,2020,aiddata:93082|chapo:93082,direct_reference
PM-6D50E8383003E8,2,2,aiddata|chapo,ETH,2020,aiddata:70588|chapo:70588,direct_reference
PM-9CA18657F5629C,2,2,aiddata|chapo,ETH,2020,aiddata:97824|chapo:97824,direct_reference
PM-9E727517780ABF,4,2,aiddata|chapo,ETH,2020,aiddata:93083|aiddata:94637|chapo:93083|chapo:94637,human_confirmed
PM-AE574CE6CD3335,2,2,aiddata|chapo,ETH,2020,aiddata:97823|chapo:97823,direct_reference
PM-AF7EC314FFB04A,2,2,aiddata|chapo,ETH,2020,aiddata:93085|chapo:93085,direct_reference
PM-C6887E63CEF007,2,2,aiddata|chapo,ETH,2020,aiddata:93086|chapo:93086,direct_reference
PM-CAA4B2626C8E83,2,2,aiddata|chapo,ETH,2020,aiddata:91743|chapo:91743,direct_reference
PM-DCC2ED00092DD8,2,2,aiddata|chapo,ETH,2020,aiddata:93079|chapo:93079,direct_reference
PM-E0BDF12E403B8C,2,2,aiddata|chapo,ETH,2020,aiddata:97825|chapo:97825,direct_reference
PM-E6705DB60DF32D,2,2,aiddata|chapo,ETH,2020,aiddata:91742|chapo:91742,direct_reference
PM-0397E77F122E66,2,2,aiddata|chapo,ETH,2021,aiddata:96988|chapo:96988,direct_reference
PM-04B154FDD48C40,2,2,aiddata|chapo,ETH,2021,aiddata:95869|chapo:95869,direct_reference
PM-162D37212BA4A9,2,2,aiddata|chapo,ETH,2021,aiddata:97022|chapo:97022,direct_reference
PM-2DD051E2CA4977,2,2,aiddata|chapo,ETH,2021,aiddata:96147|chapo:96147,direct_reference
PM-56969CFE228A32,2,2,aiddata|chapo,ETH,2021,aiddata:95864|chapo:95864,direct_reference
PM-68C0F9B9ECEE33,2,2,aiddata|chapo,ETH,2021,aiddata:95944|chapo:95944,direct_reference
PM-91B5F39C8A16D6,2,2,aiddata|chapo,ETH,2021,aiddata:95947|chapo:95947,direct_reference
PM-99B3261BD8F47B,2,2,aiddata|chapo,ETH,2021,aiddata:95866|chapo:95866,direct_reference
PM-D94AA1C73FF32E,2,2,aiddata|chapo,ETH,2021,aiddata:95946|chapo:95946,direct_reference
PM-FD5585CC46A634,2,2,aiddata|chapo,GAB,2001,aiddata:73175|chapo:73175,direct_reference
PM-42ADAB2DAD599F,2,2,aiddata|chapo,GAB,2003,aiddata:73176|chapo:73176,direct_reference
PM-C2312F9ED3DF80,2,2,aiddata|chapo,GAB,2005,aiddata:612|chapo:612,direct_reference
PM-CF90FB940D9068,2,2,aiddata|chapo,GAB,2005,aiddata:60604|chapo:60604,direct_reference
PM-0247FCFD3D1AA1,2,2,aiddata|chapo,GAB,2007,aiddata:532|chapo:532,direct_reference
PM-3D67C3B3A308E7,2,2,aiddata|chapo,GAB,2007,aiddata:35205|chapo:35205,direct_reference
PM-265B7BF0F4BE98,2,2,aiddata|chapo,GAB,2008,aiddata:34781|chapo:34781,direct_reference
PM-28DC2A236EF6C0,2,2,aiddata|chapo,GAB,2008,aiddata:34177|chapo:34177,direct_reference
