candidate_id,left_record_key,right_record_key,country_iso3,year,similarity,status,review_decision,method,left_title,right_title
MC-47DEB2ED3E008D,cgp:ZM.002.5,cla:ZM.025,ZMB,2017,1,direct_reference,confirmed_by_source_id,source_cross_reference,Kafue Gorge Lower Hydropower Plant,Kafue Gorge Lower Hydropower Plant (750MW)
MC-47F68A3F60B740,aiddata:35246,chapo:35246,SLE,2014,1,direct_reference,confirmed_by_source_id,source_cross_reference,[EBOLA] China sends 3 Public Health Experts to Sierra Leone,3 public health experts sent
MC-47F73FBFC2EAE6,aiddata:57900,chapo:57900,MWI,2019,1,direct_reference,confirmed_by_source_id,source_cross_reference,China sends 7th medical team to Malawi,7th team sent
MC-481997DC5F9B37,aiddata:60813,chapo:60813,NER,2009,1,direct_reference,confirmed_by_source_id,source_cross_reference,China funds the housing project for Chinese medical team in Niger,Funded the housing project for team
MC-485E3E98121EB4,aiddata:92130,chapo:92130,MOZ,2020,1,direct_reference,confirmed_by_source_id,source_cross_reference,"CNPC donates 40,000 masks to Mozambique's Ministry of Mineral Resources and Energy (Linked to Record ID#92129)","CNPC donated 40,000 masks to Ministry of Mineral Resources & Energy"
MC-48655ED1A64CFB,cgp:ZA.001.4,cla:ZA.045,ZAF,2016,1,direct_reference,confirmed_by_source_id,source_cross_reference,Medupi Coal Plant,"Medupi Coal Plant (4800MW), Phase II"
MC-4871493EFCE046,cla:ET.036,codf:ET.036,ETH,2013,1.0,reviewed,same_project,normalized_title_sequence_token_v1,"Addis-Djibouti Railway (656km), Tranche B","Addis-Djibouti Railway (656km), Tranche B"
MC-48879F96D4B1E0,cla:CG.009.09,codf:CG.009.09,COG,2013,1.0,auto_high_confidence,,normalized_title_sequence_token_v1,"National Route 2, Owando-Makoua-Ouesso Road, Mambili - Ouésso, Phase 2 (199km)","National Route 2, Owando-Makoua-Ouesso Road, Mambili - Ouésso, Phase 2 (199km)"
MC-48920FBFFFB72D,aiddata:73399,chapo:73399,NGA,2014,1,direct_reference,confirmed_by_source_id,source_cross_reference,Chinese Government provides RMB 1.5 million grant for provision of anti-malaria diagnostic equipment and consumptive materials to the China-Nigeria Anti-Malaria Centre (Linked to Record ID#34916),Gov't provided grant to improve Malaria centre
MC-489A35BA97E55F,cgef:SN.011,cla:SN.011,SEN,2013,1.0,reviewed,same_project,normalized_title_sequence_token_v1,Mali Gouina Hydropower Project (140MW) (Senegal finance),Mali Gouina Hydropower Project (140MW) (Senegal finance)
MC-48C40074D90974,aiddata:13957,chapo:13957,TGO,2008,1,direct_reference,confirmed_by_source_id,source_cross_reference,China donates anti-malaria drugs worth 33 million XOF to Togo,China donated anti-Malaria drugs
MC-48C5B73C021B5C,aiddata:93183,chapo:93183,COM,2021,1,direct_reference,confirmed_by_source_id,source_cross_reference,"Chinese Government donates 100,000 Sinopharm Covid-19 vaccine doses worth $1.8 million in July 2021 (Linked to Record ID#95377, Record ID #93181)",Gov't donates Sinopharm Covid-19 vaccine
MC-48EC45BFF35374,cla:AO.065.09,codf:AO.065.09,AGO,2011,1.0,auto_high_confidence,,normalized_title_sequence_token_v1,"Cazenga / Sambizanga, Requalified Infrastructure Construction","Cazenga / Sambizanga, Requalified Infrastructure Construction"
MC-48FA872FFDA855,cla:KE.102,codf:KE.102,KEN,2017,1.0,reviewed,same_project,normalized_title_sequence_token_v1,"Kenya Power Distribution System Modernization Project, Phase II","Kenya Power Distribution System Modernization Project, Phase II"
MC-490B747381701A,cgef:ZA.045,cgp:ZA.001.1,ZAF,2017,1,direct_reference,confirmed_by_source_id,source_cross_reference,"Medupi Coal Plant (4800MW), Phase II",Medupi Coal Plant
MC-492461DC8663F3,cla:AO.089.45,codf:AO.089.45,AGO,2016,1.0,auto_high_confidence,,normalized_title_sequence_token_v1,"Luanda Electrification (337,500 Home Connections)","Luanda Electrification (337,500 Home Connections)"
MC-4940D62F8846F3,aiddata:56596,chapo:56596,,2017,1,direct_reference,confirmed_by_source_id,source_cross_reference,Chinese government donates drugs worth 150 million CFA to Friendship Hospital,Gov't donates drugs to Friendship Hospital
MC-49532C58811312,aiddata:69138,chapo:69138,UGA,2010,1,direct_reference,confirmed_by_source_id,source_cross_reference,"Chinese Government grants $439,560.40 to Uganda for health sector activities","Gov't grants $439,560.40 to Uganda for health sector activities"
MC-495C0F6D94C41B,aiddata:86404,chapo:86404,SEN,2018,1,direct_reference,confirmed_by_source_id,source_cross_reference,Chinese 17th Medical Team to Senegal provides two-day free clinic to the city of Touba (Linked to Record ID#73514),17th team provided two-day free clinic to the city of Touba
MC-497F4BDEAFC2C0,aiddata:55527,chapo:55527,STP,2017,1,direct_reference,confirmed_by_source_id,source_cross_reference,Chinese Government donates anti-malaria supplies to support campaign in Água Grande District and Mé-Zóchi District,Gov't donated anti-Malaria supplies to support campaign in districts
MC-4986DBC78C3EF7,aiddata:31837,chapo:31837,CMR,2006,1,direct_reference,confirmed_by_source_id,source_cross_reference,13th Chinese medical team,13th team sent
MC-499A1684A2E346,cgp:SD.001.6,cla:SD.005,SDN,2003,1,direct_reference,confirmed_by_source_id,source_cross_reference,Merowe Hydropower Plant,Merowe Hydropower Plant (1250MW)
MC-49AC15F29BAA90,aiddata:59168,chapo:59168,DJI,2007,1,direct_reference,confirmed_by_source_id,source_cross_reference,"China grants DJF 40 million for construction of kidney dialysis ward at General Peltier Hospital (Linked to Record ID#59170, #72358)",Donates for construction of kidney dialysis ward
MC-49C2BECE233269,aiddata:93120,chapo:93120,TCD,2020,1,direct_reference,confirmed_by_source_id,source_cross_reference,Chinese government provides anti-epidemic materials to the Great Love Foundation in Chad in June 2020 (linked to Record ID#91956),Gov't provides anti-epidemic materials to the great love foundation in chad in june 2020 (linked to project id#91956)
MC-49CED1BF7A3743,aiddata:36231,chapo:36231,,2004,1,direct_reference,confirmed_by_source_id,source_cross_reference,Chinese Government dispatches 11th Chinese medical team to the Friendship Hospital in Bangui,Gov't dispatched 11th team to the Friendship Hospital in Bangui
MC-49D4FE72C79AD1,aiddata:92314,chapo:92314,CIV,2020,1,direct_reference,confirmed_by_source_id,source_cross_reference,"Yunnan Provincial Government provides 200,000 face masks and 200 digital infrared thermometers to Côte d'Ivoire in December 2020",International Liaison Department provides anti-epidemic materials
MC-49FC8669EBE291,aiddata:35417,chapo:35417,MWI,2008,1,direct_reference,confirmed_by_source_id,source_cross_reference,China Sends 1st Medical Team to Malawi (Linked to Record ID#23346),1st team sent
MC-4A11F67718F4E1,cgef:NE.003,codf:NE.003,NER,2011,1.0,reviewed,same_project,normalized_title_sequence_token_v1,Azelik Uranium Mine,Azelik Uranium Mine
MC-4A27E7D6ACCB7C,aiddata:31192,chapo:31192,BWA,2008,1,direct_reference,confirmed_by_source_id,source_cross_reference,Chinese Government provides BWP 1.1 million grant for National Referral STD Treatment and Training Centre Construction Project,Gov't provides grant for National Referral STD Treatment and Training Centre
MC-4A3325E8C9088C,cgef:ZA.045,cla:ZA.045,ZAF,2017,1.0,auto_high_confidence,,normalized_title_sequence_token_v1,"Medupi Coal Plant (4800MW), Phase II","Medupi Coal Plant (4800MW), Phase II"
MC-4A3656CD350333,aiddata:88134,chapo:88134,LBR,2019,1,direct_reference,confirmed_by_source_id,source_cross_reference,"China's 12th medical team to Liberia provides USD 1,000 donation of free consultations and medicine to patients at the Immigration Bureau in Liberia",12th team provided consultations & medicine at Immigration Bureau
MC-4A41C4B85436A5,aiddata:58643,chapo:58643,CMR,2012,1,direct_reference,confirmed_by_source_id,source_cross_reference,MOFCOM provides Cameroon's Ministry of Public Health with CNY 4 million worth of Anti-Malarial Drugs via 2012 ETCA (Projet de fourniture des médicaments antipaludiques),MOFCOM donates anti-Malarial drugs for Ministry of Health
MC-4A637BD8ADB695,cla:ET.074,codf:ET.074,ETH,2016,1.0,reviewed,same_project,normalized_title_sequence_token_v1,"Addis Ababa Gerbi Dam Reservoir, Transmission Line (8.2km) and Treatment Plants","Addis Ababa Gerbi Dam Reservoir, Transmission Line (8.2km) and Treatment Plants"
MC-4ABBFFAA1BFFE4,aiddata:57950,chapo:57950,MOZ,2008,1,direct_reference,confirmed_by_source_id,source_cross_reference,Chinese Government dispatches 17th medical team to Maputo Central Hospital and the Mavalane General Hospital,Gov't dispatched 17th team to hospitals
MC-4ABC6CC039B6AF,aiddata:62221,chapo:62221,ZWE,2019,1,direct_reference,confirmed_by_source_id,source_cross_reference,China dispatches 17th medical team to Parirenyatwa Hospital in Zimbabwe,17th team dispatched to Parirenyatwa Hospital
MC-4AD01592054D4B,aiddata:93408,chapo:93408,SDN,2020,1,direct_reference,confirmed_by_source_id,source_cross_reference,China donates anti-epidemic materials to the Government of Sudan June 2020,China donated anti-epidemic materials to the gov't
MC-4AF05D5684CEB4,cla:KE.062,codf:KE.062,KEN,2016,1.0,auto_high_confidence,,normalized_title_sequence_token_v1,151 Multisector infrastructure projects,151 Multisector infrastructure projects
MC-4AFE9673D9FFE7,aiddata:93409,chapo:93409,SDN,2020,1,direct_reference,confirmed_by_source_id,source_cross_reference,Chinese Government donates anti-epidemic materials to the Government of Sudan,Gov't donated anti-epidemic materials to the gov't of Sudan
MC-4B0935768C42FB,aiddata:68059,chapo:68059,BEN,2020,1,direct_reference,confirmed_by_source_id,source_cross_reference,Chinese Embassy donates anti-epidemic materials to Benin Ministry of Foreign Affairs in May 2020,Embassy donates anti-epidemic materials to Ministry of Foreign Affairs
MC-4B0D6456D48B4E,aiddata:62745,chapo:62745,SLE,2017,1,direct_reference,confirmed_by_source_id,source_cross_reference,Chinese Government dispatches 19th medical team to Sierra Leone-China Friendship Hospital,Gov't dispatched 19th team to friendship hospital
MC-4B2EB5D6E414FD,aiddata:58723,chapo:58723,SSD,2017,1,direct_reference,confirmed_by_source_id,source_cross_reference,China donated medicines and medical supplies to the Faruzi Friendship Hospital in the Upper Nile Region,China donated medicines & med. supplies to friendship hospital
MC-4B3D56D62D8463,aiddata:96972,chapo:96972,BWA,2021,1,direct_reference,confirmed_by_source_id,source_cross_reference,16th Chinese Medical Team donates PPE to Princess Marina Hospital in March 2021,16th team donated PPE to Princess Marina Hospital
MC-4B446F4A00F040,cla:AO.089.75,codf:AO.089.75,AGO,2015,1.0,auto_high_confidence,,normalized_title_sequence_token_v1,"Water Supply Network, Huambo City, Construction, Lot 1 and 2, Phase 2","Water Supply Network, Huambo City, Construction, Lot 1 and 2, Phase 2"
MC-4B447509CE982F,aiddata:59020,chapo:59020,SSD,2019,1,direct_reference,confirmed_by_source_id,source_cross_reference,"China sends seventh medical team to South Sudan (link to #60776, #71188)",7th team sent
MC-4B596418DE8CC7,aiddata:92777,chapo:92777,TZA,2020,1,direct_reference,confirmed_by_source_id,source_cross_reference,"Chinese Government donates medical materials worth 302,500 USD to combat COVID-19 to Tanzania in May 2020",Gov't donated med. materials to combat Covid-19 to Tanzania
MC-4B5EBC2CD03E2A,aiddata:60045,chapo:60045,ETH,2014,1,direct_reference,confirmed_by_source_id,source_cross_reference,Chinese government provides grant for construction of TCM Center at Tirunesh-Beijing Hospital,Gov't provides grant for TCM center at Tirunesh-Beijing Hospital
MC-4B6039A8C59CA3,cgef:ET.097,cla:ET.090,ETH,2008,1.0,reviewed,different_project,normalized_title_sequence_token_v1,"Bahir Dar-Debre Markos-Addis Ababa Power Transmission Project (400kV), Lot 3B","Bahir Dar-Debre Markos-Addis Ababa Power Transmission Project (400kV), Lot 3A"
MC-4BA21BBD329E4A,cla:AO.089.12,codf:AO.089.12,AGO,2016,1.0,auto_high_confidence,,normalized_title_sequence_token_v1,"Lucapa, Lunda-Norte Water Supply System","Lucapa, Lunda-Norte Water Supply System"
MC-4BC4BDF94AF017,aiddata:52191,chapo:52191,,2016,1,direct_reference,confirmed_by_source_id,source_cross_reference,China donates malaria medicine to Central African Republic,Donates anti-Malaria drugs
MC-4C06909CB303B7,aiddata:86106,chapo:86106,SEN,2019,1,direct_reference,confirmed_by_source_id,source_cross_reference,17th Chinese Medical Team to Senegal conducts free health clinic for employees working on the Foundiougne bridge project (Linked to Record ID#73514 and #53182),17th team conducted clinic for employees working on project
MC-4C0730CDE66CEF,aiddata:92991,chapo:92991,SSD,2020,1,direct_reference,confirmed_by_source_id,source_cross_reference,PetroChina donates anti-epidemic materials to the Ministry of Petroleum and Mining of South Sudan in June 2020,PetroChina donated anti-epidemic materials to ministry
MC-4C2320AF232376,cla:ZM.059,codf:ZM.059,ZMB,2015,1.0,auto_high_confidence,,normalized_title_sequence_token_v1,"Digital Migration, Phases 2,3 (CHEXIM Portion)","Digital Migration, Phases 2,3 (CHEXIM Portion)"
MC-4C8AABD6CE7824,aiddata:59534,chapo:59534,MLI,2007,1,direct_reference,confirmed_by_source_id,source_cross_reference,"Chinese Government dispatches 20th medical team to Kati, Markala, and Sikasso hospitals","Gov't dispatched 20th team to Kati, Markala, & Sikasso hospitals"
MC-4CA90B1319EFDE,aiddata:35406,chapo:35406,SLE,2003,1,direct_reference,confirmed_by_source_id,source_cross_reference,Chinese Government dispatches 11th medical team to King Harman Road Hospital,Gov't dispatched 11th team to King Harman Road Hospital
MC-4CAFC2910F1B82,aiddata:89617,chapo:89617,SYC,2005,1,direct_reference,confirmed_by_source_id,source_cross_reference,Chinese Embassy donates computer to Alliance of Solidarity for the Family (ASFF) in 2005,Embassy donated computer to ASFF
MC-4CB8F5E5D26A42,aiddata:59489,chapo:59489,BEN,2006,1,direct_reference,confirmed_by_source_id,source_cross_reference,China donates 2 million RMB worth of anti-malarial drugs to Benin [2006],Donates anti-Malarial drugs
MC-4CBBED9AD07108,aiddata:93449,chapo:93449,BEN,2021,1,direct_reference,confirmed_by_source_id,source_cross_reference,"Chinese Government donates 100,000 Sinovac Covid-19 vaccine doses worth $1.8 million in March 2021",Gov't donates Sinovac Covid-19 vaccine
MC-4CCB4AD06C3795,aiddata:58512,chapo:58512,GHA,2011,1,direct_reference,confirmed_by_source_id,source_cross_reference,Chinese Government donates a batch of anti-malarial drugs worth RMB 3 million,Gov't donated a batch of anti-Malarial drugs
MC-4CD33E348BAD16,aiddata:68153,chapo:68153,BEN,2020,1,direct_reference,confirmed_by_source_id,source_cross_reference,Chinese Embassy donates anti-epidemic supplies to Benin's Independent Election Commission in May 2020,Embassy donates anti-epidemic supplies
MC-4CD4C318821B99,cgp:GA.001.2,cla:GA.004,GAB,2008,1,direct_reference,confirmed_by_source_id,source_cross_reference,Grand Poubara Hydropower Plant,Grand Poubara Hydropower Plant (160MW) (Preferential Export Buyer's Credit)
MC-4CF25E52923414,cla:BJ.010,codf:BJ.010,BEN,2013,1.0,auto_high_confidence,,normalized_title_sequence_token_v1,"Akassato - Bohicon Road, Lot 3 (72.1km)","Akassato - Bohicon Road, Lot 3 (72.1km)"
MC-4CF9FDCC53AFEF,cla:ET.090,codf:ET.098,ETH,2008,1.0,reviewed,different_project,normalized_title_sequence_token_v1,"Bahir Dar-Debre Markos-Addis Ababa Power Transmission Project (400kV), Lot 3A","Bahir Dar-Debre Markos-Addis Ababa Power Transmission Project (400kV), Lot 1"
MC-4D42EC0368D2B4,aiddata:59716,chapo:59716,MDG,2010,1,direct_reference,confirmed_by_source_id,source_cross_reference,"Chinese Government donates batch of medicines and medical equipment worth RMB 1.28 million (Linked to Record ID#59703, #19694, #59711, #59719)",Gov't donated batch of medicines & med. equipment
MC-4D5CB5719A3FC3,cgp:NG.005.4,cla:NG.010,NGA,2013,1,direct_reference,confirmed_by_source_id,source_cross_reference,Zungeru Hydropower Plant,Zungeru Hydropower Plant (700MW)
MC-4D91BE641CB98E,cla:AO.089.85,codf:AO.089.85,AGO,2016,1.0,auto_high_confidence,,normalized_title_sequence_token_v1,"Cruzamento - Cassongue Road, Rehabilitation","Cruzamento - Cassongue Road, Rehabilitation"
MC-4D948EC689E0A7,aiddata:60025,chapo:60025,MDG,2006,1,direct_reference,confirmed_by_source_id,source_cross_reference,Chinese Government donates batch of anti-malarial drugs,Gov't donated batch of anti-Malarial drugs
MC-4D9F228BE8A884,aiddata:72473,chapo:72473,DJI,2005,1,direct_reference,confirmed_by_source_id,source_cross_reference,13th medical team dispatched to General Peltier Hospital,13th team dispatched to General Peltier Hospital
MC-4DA5D86EF2AB40,aiddata:32980,chapo:32980,MRT,2009,1,direct_reference,confirmed_by_source_id,source_cross_reference,Chinese Government provides RMB 70 million grant for Nouakchott Friendship Hospital Construction Project (Linked to Record ID#56930),Gov't provided grant for Nouakchott friendship hospital project
MC-4DB96B7013312E,aiddata:87296,chapo:87296,ERI,2019,1,direct_reference,confirmed_by_source_id,source_cross_reference,China sends 'Bright Journey' medical team to Eritrea for ophthalmic surgeries in 2019,Sent 'bright journey' team for ophthalmic surgeries
MC-4DC43EAF25D6F6,aiddata:56942,chapo:56942,MRT,2015,1,direct_reference,confirmed_by_source_id,source_cross_reference,Chinese government funds construction of China-Mauritania Ophthalmology Cooperation Center (Linked to Record ID#35584 and #56939),Gov't funds construction of China-Mauritania Ophthalmology center
MC-4DCF4D1EA8D693,aiddata:93233,chapo:93233,GNB,2020,1,direct_reference,confirmed_by_source_id,source_cross_reference,China provides anti-epidemic materials to the Universidade Lusófona in Guinea-Bissau in December 2020,Gov't provided anti-epidemic materials to the universidade Lusófona
MC-4DE3B5BEAC7751,aiddata:59973,chapo:59973,ETH,2016,1,direct_reference,confirmed_by_source_id,source_cross_reference,China sends medical team to Ethiopia (19th),19th team sent
MC-4DE6CC8123CEB8,cgp:ZA.001.1,cla:ZA.045,ZAF,2016,1,direct_reference,confirmed_by_source_id,source_cross_reference,Medupi Coal Plant,"Medupi Coal Plant (4800MW), Phase II"
MC-4DE70EDE564237,aiddata:91740,chapo:91740,BWA,2020,1,direct_reference,confirmed_by_source_id,source_cross_reference,China's Fujian Province provides the 16th medical team to Botswana in September 2020,Fujian province provided 16th team to Botswana
MC-4E09A81351BE2E,cgef:MU.038,cla:MU.038,MUS,2011,1.0,auto_high_confidence,,normalized_title_sequence_token_v1,Financing for Central Electricity Board,Financing for Central Electricity Board
MC-4E0C06D732BD73,aiddata:94587,chapo:94587,BFA,2020,1,direct_reference,confirmed_by_source_id,source_cross_reference,"CGC Overseas Construction Co., Ltd. (CGCOC) donates anti-epidemic supplies to Burkina Faso in April 2020",CGC Overseas Construction co. donates anti-epidemic supplies
MC-4E255BFA41EF60,aiddata:93035,chapo:93035,MRT,2021,1,direct_reference,confirmed_by_source_id,source_cross_reference,"Chinese Government donates 280,000 Sinopharm Covid-19 vaccine doses worth $5.04 million in May 2021","Gov't donated 280,000 Sinopharm Covid-19 vaccine doses"
MC-4E28E38A8D5893,aiddata:94784,chapo:94784,DZA,2020,1,direct_reference,confirmed_by_source_id,source_cross_reference,"CSCEC donates anti-epidemic medical supplies worth USD $450,000 to Algeria in March 2020 (Linked to Record ID#95424)",CSCEC donates anti-epidemic supplies
MC-4E4EF464AC00BC,aiddata:88101,chapo:88101,LBR,2019,1,direct_reference,confirmed_by_source_id,source_cross_reference,China's 12th medical team provides donation of free medical aid and medicine to the Central Agricultural Research Institute (CARI),12th team provided aid & medicine to Agricultural Rsearch Institute
MC-4E793AD5A6A845,aiddata:35654,chapo:35654,ZMB,2001,1,direct_reference,confirmed_by_source_id,source_cross_reference,"11th medical team dispatched to University of Zambia Teaching Hospital, Ndola General Hospital, Livingstone Central Hospital, Kitwe Central Hospital, Thomson Hospital, and Kabwe General Hospital",11th team dispatched to hospitals
MC-4E840DBAE297FC,aiddata:36088,chapo:36088,BDI,2008,1,direct_reference,confirmed_by_source_id,source_cross_reference,"13th medical team dispatched to Burundi to Prince Regent Charles Hospital, Gitega Provincial Hospital, and Muramvya Provincial Hospital",13th team dispatched to hospitals
MC-4EA034CB300213,aiddata:32423,chapo:32423,GNB,2010,1,direct_reference,confirmed_by_source_id,source_cross_reference,Chinese Government dispatches 13th medical team to Canchungo Regional Hospital,Gov't dispatched 13th team to Canchungo Regional Hospital
MC-4EB4C1479A2268,aiddata:31875,chapo:31875,CMR,2008,1,direct_reference,confirmed_by_source_id,source_cross_reference,14th Chinese medical team,14th team sent
MC-4EBFE2778052C6,aiddata:60894,chapo:60894,TZA,2017,1,direct_reference,confirmed_by_source_id,source_cross_reference,China donates anti-malarial drugs to Tanzania in 2017,China donated anti-Malarial drugs to Tanzania
MC-4ECA4679611D29,aiddata:56021,chapo:56021,TCD,2018,1,direct_reference,confirmed_by_source_id,source_cross_reference,China provides Chad 2 million RMB worth of medical equipment and medicine for the 'Bright Action' Cataract Surgery Project (linked to Record ID#ID#56022),Provides medicine and equipment for cataract surgeries
MC-4EF6F3C128D470,aiddata:53021,chapo:53021,SLE,2015,1,direct_reference,confirmed_by_source_id,source_cross_reference,Chinese Government dispatches 17th medical team to Sierra Leone-China Friendship Hospital,Gov't dispatched 17th team friendship hospital
MC-4F091329322C90,aiddata:93181,chapo:93181,COM,2021,1,direct_reference,confirmed_by_source_id,source_cross_reference,"Chinese Government donates third batch of Covid-19 vaccine doses in November 2021 (Linked to Record ID#95377, Record ID#93183)",Gov't donates Covid-19 vaccine
MC-4F110B7C23EF16,aiddata:55600,chapo:55600,LBR,2018,1,direct_reference,confirmed_by_source_id,source_cross_reference,Chinese Government provides USD 20 million grant for the National Clinical Reference Laboratory Project,Gov't provided grant for national clinical reference laboratory
MC-4F1B75CBCB2E2F,aiddata:94249,chapo:94249,EGY,2021,1,direct_reference,confirmed_by_source_id,source_cross_reference,Chinese Government donates 2 million Sinovac Covid-19 vaccine doses worth $36 million to the Government of Egypt in November 2021,Gov't donates Sinovac Covid-19 vaccine doses
MC-4F1ED08EC96C93,aiddata:93701,chapo:93701,CIV,2020,1,direct_reference,confirmed_by_source_id,source_cross_reference,China provides anti-epidemic materials to Ministry of Sports in Côte d'Ivoire in May 2020,Provides anti-epidemic materials to Ministry of Sports
MC-4F412A9652E2D3,aiddata:452,chapo:452,,2009,1,direct_reference,confirmed_by_source_id,source_cross_reference,Chinese Government provides grant worth CFA 3.5 billion for construction of hospitals,Gov't provides grant for construction of hospitals
MC-4F79D284D257B6,cgp:NG.005.3,cla:NG.010,NGA,2013,1,direct_reference,confirmed_by_source_id,source_cross_reference,Zungeru Hydropower Plant,Zungeru Hydropower Plant (700MW)
MC-4F9C921E2610CE,cla:AO.089.74,codf:AO.089.74,AGO,2015,1.0,auto_high_confidence,,normalized_title_sequence_token_v1,"Water Supply System, Porto Amboim, Kwanza Sul, Improvement","Water Supply System, Porto Amboim, Kwanza Sul, Improvement"
MC-4FA55236B460B6,cla:AO.003.50,codf:AO.003.50,AGO,2008,1.0,auto_high_confidence,,normalized_title_sequence_token_v1,"Rehabilitation and Expansion of the Medium Voltage (MT) and Low Voltage (BT) Networks, Lunda Sul and Lunda Norte provinces, the cities of Dundo and Saurimo","Rehabilitation and Expansion of the Medium Voltage (MT) and Low Voltage (BT) Networks, Lunda Sul and Lunda Norte provinces,  the cities of Dundo and Saurimo"
MC-4FA8690150CA26,cla:EG.058,codf:EG.058,EGY,2023,1.0,auto_high_confidence,,normalized_title_sequence_token_v1,Liquidity Support Facility,Liquidity Support Facility
MC-4FB09D35B6B1BD,aiddata:73231,chapo:73231,NAM,2006,1,direct_reference,confirmed_by_source_id,source_cross_reference,Chinese Government dispatches 6th Chinese medical team to Katutura State Hospital (Linked to Record ID#62439),Gov't dispatched 6th team to Katutura State Hospital
MC-4FB34A4744FC41,aiddata:62729,chapo:62729,SLE,2015,1,direct_reference,confirmed_by_source_id,source_cross_reference,China donates anti-malarial drugs to Sierra Leone,China donated anti-Malarial drugs to Sierra Leone
MC-4FC7C61FA314CC,aiddata:93600,chapo:93600,ZAF,2020,1,direct_reference,confirmed_by_source_id,source_cross_reference,Chinese Government donates protective clothing to the KwaZulu-Natal (KZN) Government in March 2020,Gov't donated protective clothing to the KZN gov't
MC-4FDFD28F2C1586,cla:SD.097.08,codf:SD.097.08,SDN,2009,1.0,auto_high_confidence,,normalized_title_sequence_token_v1,Zalingei-El Geneinah Road (or Zalingei-Al Junaynah Road) (175km),Zalingei-El Geneinah Road (or Zalingei-Al Junaynah Road) (175km)
MC-4FFA0A4E11CB24,aiddata:36230,chapo:36230,,2006,1,direct_reference,confirmed_by_source_id,source_cross_reference,Chinese Government dispatches 12th Chinese medical team to the Friendship Hospital in Bangui (Linked to Record ID#87605),Gov't dispatched 12th team to the Friendship Hospital in Bangui
MC-50006DB823AB73,cgp:CI.001.1,cla:CI.009,CIV,2013,1,direct_reference,confirmed_by_source_id,source_cross_reference,Soubre Hydropower Plant,Soubre Hydropower Plant (275MW)
MC-5021C62A27C760,cla:SN.007,codf:SN.007,SEN,2012,1.0,auto_high_confidence,,normalized_title_sequence_token_v1,"E-government Project, Phase 2","E-government Project, Phase 2"
MC-502CCCA784CAE4,aiddata:60454,chapo:60454,ETH,2005,1,direct_reference,confirmed_by_source_id,source_cross_reference,China sends medical team to Ethiopia (13th),13th team sent
MC-5035D7D27A6DBD,cgef:ZW.064,cla:ZW.064,ZWE,2016,1.0,auto_high_confidence,,normalized_title_sequence_token_v1,"Hwange 7 & 8 Coal Plant (600MW), Expansion","Hwange 7 & 8 Coal Plant (600MW), Expansion"
MC-504A08CA9AC1E3,aiddata:93474,chapo:93474,MLI,2020,1,direct_reference,confirmed_by_source_id,source_cross_reference,China donates to fight against Covid-19 in Mali in April 2020,China donated to fight against Covid-19 in Mali
MC-504E8B60DA95CC,aiddata:62749,chapo:62749,SLE,2018,1,direct_reference,confirmed_by_source_id,source_cross_reference,China sends 20th medical team to Sierra Leone in June 2018,20th team sent
MC-50B4685A8518DC,aiddata:37951,chapo:37951,UGA,2014,1,direct_reference,confirmed_by_source_id,source_cross_reference,Chinese medical aid team in Uganda holds free clinic in Hoima,Medical aid team in Uganda held free clinic in Hoima
MC-50BE22CECC03EA,aiddata:93329,chapo:93329,ZWE,2020,1,direct_reference,confirmed_by_source_id,source_cross_reference,Chinese medical team donates medical supplies in May 2020 to Zimbabwe (Linked to Record ID#91963),Team donated medical supplies
MC-50BE81094B4A08,cgp:AO.001.4,cla:AO.009.71,AGO,2014,1,direct_reference,confirmed_by_source_id,source_cross_reference,Tchihumbwe Hydropower Plant,Tchihumbwe Hydropower Plant (12MW); 110km Transmission Line (99.6km)
MC-50CA6B9A201BBA,aiddata:64458,chapo:64458,GIN,2015,1,direct_reference,confirmed_by_source_id,source_cross_reference,Chinese Government dispatches 25th medical team to Sino-Guinean Friendship Hospital,Gov't dispatched 25th team to Sino-Guinean friendship hospital
MC-50D0BC975E6885,aiddata:2416,chapo:2416,MRT,2009,1,direct_reference,confirmed_by_source_id,source_cross_reference,China grants 3 million RMB worth of anti-malaria drugs to Mauritania,China grants 3 million RMB worth of anti-Malaria drugs to Mauritania
MC-50E258B118CF67,aiddata:60074,chapo:60074,UGA,2007,1,direct_reference,confirmed_by_source_id,source_cross_reference,"China committed the donation of 3,000,000 RMB-worth anti-malaria drugs to Uganda in 2007 (Linked to Record ID#63793)",China committed the donation of anti-Malaria drugs
MC-511B90FCDB90EB,cla:AO.065.17,codf:AO.065.17,AGO,2011,1.0,auto_high_confidence,,normalized_title_sequence_token_v1,"Pedras Negras Farm, Malange","Pedras Negras Farm, Malange"
MC-512376718E5DF8,cgp:ZW.002.1,cla:ZW.064,ZWE,2016,1,direct_reference,confirmed_by_source_id,source_cross_reference,Hwange 7 & 8 Coal Plant,"Hwange 7 & 8 Coal Plant (600MW), Expansion"
MC-51396D1B03CCCF,aiddata:55849,chapo:55849,LSO,2007,1,direct_reference,confirmed_by_source_id,source_cross_reference,Chinese Government dispatches 6th Medical Team to Queen Elizabeth II Hospital,Gov't dispatched 6th team to Queen Elizabeth II Hospital
